Model,Train_MAE,Train_RMSE,Train_R2,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2,Checkpoint,BestParams,InputCSV
GCN_with_shielding,1.575753688812256,2.116926908493042,0.9963594417680304,3.8307814598083496,5.712784290313721,0.9759449028967756,4.304747581481934,7.957897186279297,0.9467696276038896,results/gcn/gcn_best_with_shield.pt,"{'hidden_channels': 512, 'num_layers': 3, 'predictor_hidden_feats': 1024, 'dropout': 0.08343724004088336, 'lr': 0.010585393028555216, 'weight_decay': 1.7618331701694268e-06}",data/processed/cleaned_shift_data_with_shield.csv
