SMILES,shielding_value,shift_value
N#CC1CNC(NC2CC23CC3)C(F)C1,394.77,-137.43
COC1CCCC(C2(N)CCOCC2)C1F.Cl,364.8,-135.16
CC1OCCC1C(=O)N(C)CC1CCC(F)CC1,378.047,-115.39
CN1C(C(F)(F)F)=NC2=C1C=CC=C2,271.8293333,-63.0
FC(F)(F)C1CNC2[NH]NNC2C1,283.226,-59.97
O=C(C1CCCC1)N1CCOC2CCCC(F)C21,394.668,-113.9
CC1CNCCC1NC(=O)C1(CF)CCC1,440.402,-219.24
O=C(NC1CC(F)CCC1C(=O)O)C1CCOC1,385.922,-107.13
N#CCNC1(C2CCC(F)CC2)CCOCC1,383.861,-115.4
CC1CN(C(=O)C2CCOCC2)C2CCC(F)CC2O1,387.938,-114.26
O=C1[NH]NCC(NCC2CCC(F)CC2)C1Cl,400.287,-115.46
CN(CC1CCNCC1F)C1CCN(C)N1,387.846,-131.41
[H]N1C=CC(F)=C1,365.616,-169.0
O=C(CCC(F)(F)F)C1=CC=CC=C1,276.9546667,-65.0
CC1NC(C)C(C(=O)NC2CCC(F)CC2)S1,383.66,-116.53
CCN(C(=O)C1CC(=O)NC2CC(F)CCC21)C1CC1,387.161,-113.47
CC1CCC2C(C1F)NCCC2,405.745,-141.32
OC[C@H]1CCCN1CC1CCC(Cl)C(F)C1,376.525,-116.48
C[C@@H](CO)N(C)C1CCC(F)CN1,380.908,-145.18
CC1CCOC1CN1C[C@H](F)C[C@H]1C(N)=O,380.774,-170.31
[H]/C(F)=C(/CCCCCC)C(=O)OC,295.422,-117.0
CC1CCCNC1NC(=O)C1CCN(C(F)F)N1,300.7155,-95.65
CC(C)NC(=O)N1C[C@@H](F)C[C@H]1CO,401.215,-169.34
O=C(N1CCN(C2CC2)CC1)C1(C2CCCC(F)C2)CC1,379.608,-112.91
N[C@H]1CCN(C(=O)C2CCN(-C3CCCC(F)C3)N2)C1,380.123,-111.23
FC1=CC=CS1,318.596,-135.0
O=C(O)C(F)F,337.1525,-127.0
CC1(F)CCCN(C(=O)CC2CCCO2)C1,356.918,-151.94
FC(F)CC1=CC=CC=C1,323.696,-115.0
CC(=O)C(F)C1=CC=CC=C1,404.237,-183.0
FC(F)(F)/C=C/C=C/C1=CC=CC=C1,272.926,-63.0
FC(F)(F)C1=CN=CN=C1,269.6186667,-62.0
O=C(N[C@H]1C[C@@H]1C(F)F)C1CNNC2CCCCC12,318.1495,-116.34
O=C(O)C1CSC2(C3CCC(F)CC3)CCC(=O)N12,383.595,-115.94
FC(F)C1=CCCCC1,332.1455,-116.0
O=C1NC2(CCOC2)C(=O)N1CC1CCC(F)C(Cl)C1,386.364,-117.57
C=CC(F)(F)I,243.7865,-42.0
O=C(C1CC=CCC1)N1CC(CC(F)F)C1,328.904,-116.84
O=S(=O)(CC1CCCCO1)C1CCCC(F)C1,378.581,-110.15
NC(C1CCC(F)CC1)C1CCC1,386.26,-114.78
O=C(NC1CCN(C2CCC(F)CC2)CC1)C1CCCO1,385.411,-122.68
N#CC1CN(CC2CCCC(F)C2)CCO1,373.207,-113.77
N#CC1CCC(CN2CCOCC2)CC1F,381.484,-108.11
O=C(CC1CCOC1)NC1CCNCC1F,414.938,-140.76
O=C(NC1CC1)C1CC1(F)C1CCCCC1,389.614,-153.74
O=C(C1SCCC1OC(F)F)N1CCCC1,293.5795,-83.43
CC1CN(C)CCN1CC1CCC(F)CC1C#N,400.618,-112.87
O=C1C2CCCN2C(=O)N1CC1CCC(F)CC1,377.542,-114.89
CN(CC1NCCN1C)C1CCC(F)CN1,388.889,-144.27
O=C(C1CCCCC1)N1CCN(C2CC(C(F)F)C2)CC1,326.228,-122.38
CC1(F)CC(NC(=O)C2CCCO2)C1,337.79,-138.05
N#CC1CC(C(=O)N2CC3CCCCC3C2)CCC1F,391.693,-104.17
CC(C)(O)C(=O)N1CCC(O)(CC2CCCC(F)C2)CC1,377.762,-114.45
CC1CCC(C(=O)NC(C)C2CCCCN2)CC1F,389.777,-116.87
CC1CCCCC1NC(=O)[C@H]1C[C@H](F)CN1,382.224,-175.56
CC1CCN(S(=O)(=O)C2CC(CO)CCC2F)CC1,384.4,-111.38
FC(F)(F)CCl,278.9606667,-72.1
CCOC(=O)CC(=O)C(F)(F)F,280.6216667,-75.0
O=C1C(N2CCSCC2)CCN1C1CCCCC1F,397.349,-120.95
CC1COCCN1C(=O)NC1CCC(F)CC1C#N,401.013,-114.21
FC(F)N1C=NC2=C1C=CC=C2,302.048,-96.0
O=C1CSC(C(F)(F)F)CN1,280.2353333,-70.48
CNCC1CCN(S(=O)(=O)C2CCC(C)C(F)C2)C1,408.058,-114.27
CC1CC(N2CCCC2CF)C(C#N)CN1,423.751,-225.56
CC1(NC(=O)NC2CCCC3CCC(F)CC32)CCOC1,379.649,-117.38
O=C(NC1CC(=O)N(C2CC2)C1)C1CCCC(Cl)C1F,409.816,-118.44
CC1CC(C(F)(F)F)NC(-N2CCNC2)N1,287.2433333,-69.85
CCCC(O)C(F)CCC,419.635,-191.0
CC1CC(C(=O)NCC2N[NH]C(=O)[NH]2)CCC1F,392.219,-111.89
CC1CCN(C(=O)NCC2CCC(C#N)CC2F)CC1,383.289,-116.86
CC1CCC(F)C(NC(=O)NCC2CN[NH]C2)C1,392.82,-132.14
CCCCCCCCC(F)(F)CN,323.2515,-107.8
C=C(F)CCl,289.904,-101.0
O=[N+]([O-])C(F)F,300.6315,-50.7
CC1CN(CC(O)C(F)(F)F)CCCO1,288.9166667,-78.84
CS(=O)(=O)NC(C1CCCCC1)C1CCC(F)CC1,378.573,-115.13
CC1NCSC1CN1CCOC(C(F)F)C1,343.041,-130.55
N[C@@H]1CCN(C(=O)C2(C3CCCC(C(F)(F)F)C3)CC2)C1,284.2073333,-62.31
CC1=CC=CC(F)=C1,307.626,-68.0
O=C(C1CCC(F)CC1)N1CCOC(C2CCCS2)C1,378.969,-109.69
CC1CCC(F)C(C(=O)N2CCCC(C(C)N)C2)C1,383.007,-122.46
FC1CCCCC1-C1NNC(CN2CCCCC2)O1,402.507,-110.55
CC1CC(CN(C)C(=O)NC2CCCC(F)C2)NO1,388.148,-112.87
FC(F)(F)C1=CSC2=CC=CC=C21,268.5516667,-61.0
CC1CC(F)CCC1NC(=O)C1CCC(=O)[NH]N1,391.782,-115.41
CCC1COCCN1C(=O)NC1CCCC(C(F)F)C1,330.0515,-110.11
O=C(COC(F)F)N1CCC2CCCCC21,290.6555,-84.26
O=C(C1CCN(C2CCC(F)CC2)C1=O)N1CCCCC1,385.553,-115.71
[H]/C(CCCCCCC)=C(/F)C(=O)OCCCC,328.966,-130.6
CCCF,429.556,-219.0
CC1CC(NC(=O)C2CCCCC2F)N(C)N1,383.411,-114.32
CCOC(=O)C(F)(Br)SCC,290.895,-81.0
Cl.FC1CC(Cl)C2C(C1)CNCC2,400.099,-114.14
CCCC(O)C(F)(F)F,283.2706667,-80.0
CC1CC(C2CCCN2CC2CCC(C#N)CC2F)NO1,408.698,-114.57
O=C1OC(C(F)(F)F)C2=C1C=CC=C2,283.4323333,-34.0
CC(=O)N1CCC(NC2CCCCC2F)CC1,383.481,-133.76
N#CC1CC(F)CCC1NCC1CCCNC1,386.267,-127.26
N[C@H]1C[C@@H](C(=O)NC2CCC(F)CC2)C1,388.375,-117.44
N#CC1CC(F)CCC1CN1CNC(C2CCC2)CC1=O,401.44,-111.64
CCCCOCC(F)(F)CC,324.5965,-107.5
CC(C)C1ONC(C(F)(F)F)C1C(=O)O,276.8086667,-63.27
CCOP(=O)(OCC)C(F)(F)C1=CC=C(C)C=C1,317.6865,-109.0
CC1CC(C)CN(C(=O)C2CCC(C(F)(F)F)CN2)C1,283.5813333,-62.62
OCC1(C2CCCC(F)C2)CCNC1,386.097,-113.09
N#CC1CC(F)CCC1N1CCC[C@@H]1CO,389.519,-127.58
O=C(NC1CCCCC1F)N1CCCC1C1CCCNC1,413.652,-124.6
CC(C)N1CCC(NC(=O)NC2CCC(F)CN2)C1=O,393.452,-135.33
CC1CN(C2CCN(CC(F)(F)F)C2=O)CCS1,278.4836667,-69.87
CN1C=CC=C1C(F)(F)S(=O)(=O)C1=CC=CC=C1,303.623,-97.0
FC(F)(F)C#CC(F)(F)F,259.0275,-53.0
[H]N1C=C(F)C(N)=NC1=O,378.255,-171.0
FC1CCCC(CN2CCCC2C2NCCCN2)C1,397.006,-114.11
CC1=CC(C(F)(F)F)=C(C)N1CC(C)C,264.2503333,-56.0
CN(CC1CCNCC1F)[C@@H]1CCC[C@H]1O,389.327,-130.55
N#CC1CC(F)CCC1N1CCC(O)CC1,394.387,-120.0
CNC1NCNCC1F,387.731,-153.3
Cl.O=C(C1CNCCO1)N1CCCC1CC1CCCC(F)C1,376.507,-113.78
N=C(Cl)C(F)(F)F,280.5843333,-72.0
OCC1CCNCC1F,403.613,-132.88
CC(NC(=O)C1CCNCC1)C1CCC(Cl)C(F)C1,392.928,-116.24
CCOC(=O)C(C)(C)F,374.05,-148.0
N#CC1CCC(NC2CCN(C(=O)C3CC3)CC2)C(F)C1,388.689,-133.31
O=C(NC1CCC(N2CCCC2=O)C(F)C1)C1CCCO1,400.386,-119.06
O=C(C1CCCCC1C(F)(F)F)N1CCSCC1,271.5033333,-59.66
CC1CNCC(CNC2NCCCC2F)C1,397.862,-139.45
CN1NCCC1CN1CCCCC1C(F)F,325.197,-123.32
CC(C)(O)C1CCCN1C(=O)C1CCC(F)C(Cl)C1,371.021,-112.46
O=C(NC1(C(=O)O)CC1)C1CC2CC(F)CCC2[NH]1,378.742,-123.68
CC1(CNC2CCC(F)CC2C#N)COC1,386.132,-127.68
CC1CCCNC1CN1CCCC(C(F)(F)F)C1=O,277.09,-65.28
CS(=O)(=O)N1CCCC(C(F)(F)F)C1,284.651,-71.75
CNC(=O)C1CCCCN1C(=O)CC1CCCCC1F,390.255,-117.65
O=C(NCC1NCCCN1)C1CCC(Cl)CC1F,387.959,-111.51
CC(=O)N1CCC(C(=O)NC(C)C2CCC(F)CC2)CC1,381.126,-115.98
FC(F)Cl,275.483,-73.0
CC1(C2CCCC(F)C2)CCNC1,382.51,-113.36
FC1CC2C(C(CN3CCSCC3)C1)OCOC2,389.064,-122.29
O=C1CN(CC2CCC(F)CC2Cl)CCN1,387.772,-112.52
FC1CNCC(CN2CCOCC23CC3)C1,379.359,-126.49
O=C1C2CCCN2C(=O)N1CC1CCCC(F)C1,387.195,-113.03
CC(C)(C)C(F)(F)F,288.9213333,-81.0
O=S(=O)(C1CCCC(C(F)(F)F)C1)N1CCNCC1,284.8276667,-62.68
CC1CC(S(=O)(=O)NC2C(F)CCCC2CO)C(C)O1,385.642,-121.48
CN1CC(NC(=O)C2CCC(F)CC2Cl)CCC1=O,388.573,-107.63
CC1CCC(S(=O)(=O)N(C)C2CCNCC2)CC1F.Cl,397.783,-114.06
[H]C1=CC=C(OC(F)F)C=C1,286.494,-76.0
FC(F)(F)C1CSC(CN2CCNCC2)N1,282.5966667,-63.96
CC(C)(C)CF,426.513,-223.0
F/C=C/F,372.115,-186.0
FC(F)CCC1=CC=CC=C1,325.8825,-117.0
O=C(O)CN1CC(Cl)C(C(F)(F)F)N1,281.12,-62.21
O=C(NC1CCCCC1CO)C1CCCC(F)C1Cl,383.102,-114.37
O=C(C1CCN(-C2CCC(F)CC2)N1)N1CCCCO1,401.709,-114.55
CN(CCC#N)C1CCNC2CC(F)CCC12,390.185,-109.96
CCCCSC(F)(F)F,251.1306667,-48.0
O=C1[NH]CCN2NC(C(F)(F)F)CC12,283.0603333,-61.71
CN1NCC(CNC(=O)NC2CCCCC2F)C1N,391.27,-127.16
CC(C)C(F)(F)C(C)C,324.1775,-120.0
O=C(NCC1NCC[NH]1)NC1CCCC(F)C1,397.261,-112.52
NC1NC(C(F)(F)F)NS1,288.78,-67.28
COC(=O)C(O)(O)C(F)(F)F,285.6776667,-84.0
COC(C)(C(=O)N1CCN2NCCC21)C1CCCCC1F,397.036,-114.87
CCCN1C(=O)NC(C)(C2CCC(F)CC2)C1=O,379.183,-114.07
CC1CCC(F)C(NC(=O)C2CCCN2C)C1,390.855,-127.99
CCOC(=O)CC(F)C1=CC=CC=C1,400.078,-173.0
CC1CCC(F)CC1CN1CCC(C2CNN(C)C2)C1,380.315,-117.47
FC(F)(Br)C1=CC=C(C(F)(F)Br)C=C1,251.304,-46.0
CC1(C)C[C@@H]1NC(=O)C1(CF)CCOCC1,431.413,-224.65
FC(F)(F)C1=CC=CN1,266.1886667,-59.0
CN(C(=O)N1CCCO1)C1CCC(F)CC1,388.351,-115.51
Cl.FC1CCCC(Cl)C1CC1CNC1,391.114,-113.82
CCC(O)C(F)(F)CC,327.5525,-111.8
CC1CC(NC2NCCCC2F)CCO1,398.048,-138.82
CC1NC(CNC2CCC(C)C(F)C2)NO1,396.587,-117.09
CC1=CC([SH](CF)C2=CC=CC=C2)=C(C)C(C)=C1C,385.699,-207.0
N#CC1CCCC(NC(=O)N2CCCC(C(F)(F)F)C2)C1,279.4783333,-71.56
O=S1CCN(CC2CCC(F)CC2)CC1,377.791,-115.15
FC(F)SC1=CC=CC=C1,296.3685,-96.0
CN(CC1CCCO1)C(=O)C1CCCC(F)C1,378.369,-112.1
NC(=O)[C@@H]1CN(C(=O)C2CC=CC2)C[C@H]1C(F)(F)F,279.569,-70.71
CC1CCC(NCC2NCNN2C)C(F)C1,409.605,-134.66
O=C(CC(F)(F)F)C1=CC=CC=C1,274.7753333,-62.0
CC1CNCCN1C(=O)C1CC2CC(F)CCC2O1,385.103,-119.76
CC1NC(O)CC(C(F)(F)F)N1,288.3623333,-70.92
CNC(=O)C1(C2CCCCC2F)CCCC1,389.76,-112.21
CC(C)N1C(=O)[NH]C2CC(F)CCC21,391.094,-121.34
CC1CCC(CNC(=O)C2CC(O)CN2)CC1F.Cl,405.955,-117.94
FC(F)(F)C1CC(CN2CCCC2)N[NH]1,284.818,-61.54
CC1NOC(C(C)NC(=O)NC2CC(Cl)CCC2F)N1,381.281,-130.01
CC1C2CCCN2CCN1C(=O)NC1CCCCC1F,395.603,-123.91
OC[C@@H]1C[C@H]1NC1NC2C(F)CCCC2O1,387.268,-131.3
CC1N[NH]CC1CNC1CCCOC2CCC(F)CC21.Cl,384.944,-118.3
CN(CC1CCCCC1F)C(=O)C1CSCN1.Cl,332.054,-118.63
CC(NC(=O)C1COCCO1)C1CCC(F)CC1Cl,390.424,-113.78
FC(F)Br,266.548,-68.0
CC1ONCC1CN1CCCC1C(F)(F)F,285.3553333,-74.82
N#CCC(=O)N1CCN(CC(F)F)CC1,329.656,-119.95
CC1CCC(C(C)NC(=O)C2CCC(F)CC2)O1,381.287,-108.13
O=C(O)[C@@H]1CCCC[C@H]1C(F)(F)F,281.7493333,-71.64
[H]/C(C1=CC=CC=C1)=C(/F)OC,281.692,-88.0
CCC1C(=O)NCCN1C(=O)NC(C)C1CCC(F)CC1,384.887,-116.68
CC1CN(C(=O)C2(C(F)(F)F)CCC2)C1,284.762,-74.65
CC1CN(C(=O)C2CCCC(OC(F)F)C2)CC(C)O1,282.8325,-82.23
FCC1=CC2=CC=CC=C2C=C1,438.388,-202.0
CC1CCCC(NS(=O)(=O)C2CCC(F)CC2)N1,387.258,-107.29
O=C(O)C1CC(F)CC2C1NCCC2,396.62,-129.03
CC1CC(C2CCCC(F)C2)N(CC(N)=O)C1,382.799,-113.66
CCC1NCCN1CC(F)F,331.774,-124.04
O=C(C1CNCN1-C1CCC(F)CC1)N1CCCC1,379.408,-113.3
CS(=O)C(F)(F)F,278.9436667,-80.0
CC(O)CC1CCCN1C1NCCCC1F,385.515,-132.43
CNC(=O)C1(CC2CCCCC2F)CC1,378.998,-117.86
FC1=C(C2=CC=CC=C2)OC2=CC=CC=C21,365.458,-170.0
O=C(N[C@H]1C[C@@H]1C(F)F)C1CCCCC1,318.728,-115.79
C[Si](C)(C)OS(=O)(=O)C(F)(F)F,279.6363333,-78.0
CC1CCCCC1C1(C(=O)N2CCOC(C(F)F)C2)CC1,341.3755,-130.73
O=C(Cl)C(F)(F)F,279.6656667,-76.0
CC1NOCC1CN[C@@H]1CCCC[C@H]1F,395.664,-176.07
O=C(NC1CCC(F)CN1)[C@]12C[C@H]1CCN2,382.898,-131.14
O=C(O)C1CC(C(F)F)NO1,339.0115,-115.77
FC(F)(F)C1=NC=CC2=CC=CC=C21,269.9036667,-63.0
O=S(=O)(CF)CC1=CC=CC=C1,415.645,-212.0
CC1CC(NC(=O)CN2CCC3CCC(F)CC32)N(C)N1,394.462,-116.26
O=C(C1C(F)CCCC1Cl)N1CCC2CNCCC21,401.499,-114.84
COC1CC(C(=O)N2CC(C)C2)CCC1F,387.634,-131.31
O=C(NCC1CCCO1)N1CCC(O)(C(F)(F)F)CC1,293.9596667,-84.4
CC(C)(C(=O)N1CC[C@H](O)C1)C1CCC(F)CC1,385.86,-116.69
CC1C(NC(=O)N2CCOCC2)CCCC1OC(F)F,284.331,-81.06
CN(CC1CSCN1)C(=O)NC1CCC(F)CN1,392.411,-133.58
[H]C([H])=C(CCCCCCC)C(F)(F)F,276.9123333,-70.0
O=C(NC1CCCC(Cl)C1F)C1CCCO1,405.129,-124.09
CSC1=NC(=O)C=CN1C(F)F,302.205,-107.0
O=C(CC1CCN(-C2CCC(F)CC2)N1)N1CCCC1,384.075,-115.76
FC(F)(F)C1=NC2=CC=CC=C2O1,272.938,-67.0
CC1NC(CN2CCCC(C(F)(F)F)C2=O)NO1,276.7973333,-65.9
O=C(NC1NCCCC1F)C1CSC2CCCCC21,419.456,-125.25
CCCC(C)(C)F,349.435,-137.0
O=C(O)C1CCC(OC2CCC(F)CC2)NC1,376.068,-117.74
CC1NC(N)N(-C2CCC(F)CC2C)N1,377.837,-111.17
CC1CC(CN2NC(C(F)(F)F)CCC2=O)NO1,286.1683333,-67.29
CCN1NNC(C)C1C(=O)N1CCC2CCCC(F)C21,390.606,-112.97
CC(NC(=O)C1CCN(C)C(=O)C1)C1CCC(F)CC1,380.761,-115.91
[H]C(=O)/C([H])=C(/[H])C(F)(F)F,275.091,-66.0
CCCC[Si](F)(CCCC)CCCC,390.661,-171.0
O=C(CC1CCCCC1F)N1CCOCC1,382.851,-117.84
Cl.FC(F)(F)C1CCC(OC2CCNC2)NC1,279.577,-61.42
CC1N[NH]CC1CN1CCC[C@@H]1C(F)F,334.465,-125.08
CNC(=O)N1CC=C(C2CCCCC2F)C1,395.423,-113.41
O=C(NC1CCC(F)CC1)C1CCOCC1,388.138,-117.38
O=C(O)C(F)(F)S(=O)(=O)O,308.2135,-110.8
CC(=O)OC/C=C/F,316.735,-123.0
CCC(F)(CC)CC,395.96,-156.0
O=C(C1CCNCC1C(F)(F)F)N1CCC2(CCC2)C1,280.3476667,-60.5
O=C1CC[NH]C(C(F)(F)F)N1,290.594,-71.37
CCOC1CC(F)CCC1NC(=O)N1CCSCC1,387.809,-114.37
CCCCCCC(=O)CCC(F)(F)F,278.322,-67.0
O=C(NCC1CCCCC1F)C1CC1,391.335,-118.4
O=C(O)C1CCCN(CC(F)(F)F)C1=O,279.994,-70.6
CC1CCCNC1NS(=O)(=O)CC1CCCC(F)C1,378.691,-113.82
CC1C2CC(F)CCC2CCN1C(=O)CCN1CNCN1,380.153,-116.7
FC(F)C1CCC(CN2CNCN2)CC1,331.9215,-110.3
Cl.NC[C@@H]1C[C@H]1C1CCC(C(F)(F)F)CC1,281.0796667,-61.88
CCN1NCC(C(=O)O)C1C(F)(F)F,281.1336667,-61.12
CC(C)C(C)(F)F,317.5235,-102.2
CC1CC(C2CCC(F)CC2)CN1C(=O)C1(C(=O)O)CC1,385.469,-117.13
CN1CCC(N(C)C(=O)CC2CCCC(F)C2)C1=O,387.403,-114.27
O=S(=O)(NC1CCCC1)C1CCCCC1F,398.234,-111.33
FC(F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,269.4548889,-63.4
CC1(C)C(C(F)(F)F)CCN1C(=O)NC1CCCNC1,273.8673333,-65.15
CC1C[NH]CC1C(=O)N1C[C@@H](F)C[C@H]1CO,401.053,-167.39
O=C(NC1CC(Cl)CCC1F)N1CCOCC1,400.577,-126.63
CC1CCC(NC(=O)C2CCC(=O)N2)C(F)C1,413.153,-124.62
Cl.O=C(O)C1CCC(F)C2C1CNCC2,411.312,-114.3
CC1CC(F)CC(C(=O)N2CCCSCC2)C1,395.874,-113.19
CN(C1=CC=CC=C1)C(F)(F)F,268.931,-60.0
CC1CCC(C(=O)NCC2CCNN2C)CC1F,391.337,-116.68
O=C(NC1CCC(-N2CNCN2)C(F)C1)C1CCCC1,405.79,-122.65
CC(F)(F)Cl,256.331,-46.0
CCOCC(=O)N1CCCN(C)C2CCC(F)CC21,396.132,-120.44
CC1NNC(CN2CC(C(F)(F)F)CC(Cl)C2=O)O1,277.517,-62.33
Cl.O=S1(=O)CCC(NCC(F)(F)F)CC1,284.6143333,-71.61
O=C(NC1CCCC(Cl)C1F)N1CCCC(O)C1,400.546,-125.9
CC1CCCC(NC(=O)C2(C)COC2)C1F,408.743,-128.05
CCOC(=O)C(F)(F)C1=NC2=CC=CC=C2C=C1,307.5815,-105.0
O=C(NC1CCCCN1)C1CCC(F)CC1,382.205,-106.95
O=C(NCC(F)(F)F)N1CC2CCCCCC21,283.4406667,-73.03
CC1CC(NC(=O)C2(C3CCC(F)CC3)CCC2)N(C)N1,381.045,-115.84
O=C(COC1CCC(F)CC1Cl)N1CCOCC1,398.702,-120.66
CC1CC(C(=O)NC2CC(C)(F)C2)CCN1,357.374,-137.52
O=C(NC1CCCCC1F)NC1CC1,400.526,-127.19
O=C(C1CC2CCCC(F)C2O1)N1CCCC1,397.35,-137.16
CC1C[NH]CC1C(=O)N[C@@H]1CCCC[C@H]1F,400.524,-175.93
CC1NC(CN2CCC(CF)CC2)OC1C,437.816,-222.16
CN(C)C(F)(F)C1=CC=CC=C1,299.298,-78.0
CN(C)C(=O)C1CCCN1C1CCC2CCC(F)CC2N1,380.496,-110.61
O=C(NCC1CCCNC1)C1C(F)CCCC1Cl,393.4,-115.03
N#CC1CCC(CN2NC(C(F)(F)F)CCC2=O)CC1,284.7796667,-67.18
COC1=CC=C(C(F)F)C=C1,326.4605,-109.0
[H]C1=C(CCC2=CC=CC=C2)OC(C(F)(F)F)=C1[H],270.7996667,-65.0
FC(F)(F)Cl,231.866,-28.0
NC(=O)C1CCCC1NC(=O)NC1CCC(F)CC1,383.41,-119.77
FC(F)C1=CC2=CC=CC=C2O1,320.2745,-115.0
O=C(CNC1CCC(F)CC1Cl)N1CCNC1=O,389.009,-125.95
[H]C1=NN(C)C([H])=C1F,374.501,-175.0
CC1CCCC(C(=O)NC2CC23CC3)C1F,393.812,-119.92
CN1CCNC(N2CCCC(C(F)(F)F)C2)C1=O,283.8506667,-72.01
FC(F)(F)C1=CC(C(F)(F)F)=C(C(F)(F)F)C=C1C(F)(F)F,267.4708333,-60.3
CC1(C)CN(CC(O)C(F)(F)F)CC1O,287.9193333,-78.82
CC1CC(F)CC(S(=O)(=O)NC2(C)CC2)C1,378.675,-111.47
CC1=C(C(F)(F)F)SC(Cl)=N1,259.2116667,-59.4
CCCN1C(=O)C2CCC(C(F)(F)F)NC2N(C)C1=O,284.95,-68.02
CC1(C(=O)O)CCN(C(=O)C2CCCC(F)C2Cl)C1,403.281,-114.35
O=C1NC2(CCCC2)C(=O)N1CC1C(F)CCCC1Cl,398.818,-114.12
CCOC(OCC)C(F)F,341.2355,-137.0
CC1=NN(C2CCC(C(F)(F)F)CN2)C(=O)C1,282.67,-61.76
CC1NCC(CN[C@@H]2CCCC[C@H]2F)CN1,393.732,-175.76
CN1CNNC1NC(=O)C1CCC(C(F)(F)F)CC1,284.3206667,-62.69
COCCC(F)(F)F,276.419,-66.0
O=C(CC(F)(F)F)N1CCCC2(CC=CCC2)C1,274.8163333,-62.95
CC1CCC(F)C(CN2CNN(C)C2=O)C1,411.34,-124.1
O=C1NCCN1CC1CCCCC1F,395.88,-119.27
NC(=O)N1CCC(NC2CCC(C3CC3)C(F)C2)CC1,383.753,-119.42
CC1CCCC(F)C1NC(=O)C1CCCNC1C,398.333,-127.76
CCOC1CCC2C(C1)CN(C(=O)[C@H]1C[C@H](F)CN1)CC2,408.527,-173.58
O=C(N1CCCO1)C12CC3CC(CC(F)(C3)C1)C2,354.25,-126.31
[H]C([H])=C(C(=O)C1=CC=CC=C1)C(F)(F)F,264.1183333,-64.0
CC(O)CNC1CCC2CCC(F)CC2N1,380.079,-110.56
OCC1CCN(C2NC(C(F)(F)F)CS2)CC1,285.2143333,-64.75
CC1NC(CN2CCCC(C(F)(F)F)C2=O)SC1C,277.2026667,-65.33
NC1NC2CCC(F)CC2O1,381.551,-120.99
FCOC1=CC=NC(S)=N1,362.155,-102.0
N#CC(Br)C(F)(F)F,274.3006667,-69.0
OC1CCN(C2CC(C(F)(F)F)NC3CCCCC23)CC1,287.804,-67.75
FC(F)(F)F,264.872,-61.7
CC1CC(F)CCC1N1CCCC(NS(C)(=O)=O)C1,370.303,-120.9
CC1(F)CCN(C(=O)N2CCOCC2)C1,364.144,-143.6
O=C(COC1CCCCC1F)N1CCOC2CCCCC21,387.14,-135.3
Cl.O=C1CNCCN1C1CCCC(F)C1,381.415,-111.69
CC1CC(F)CCC1C1CCNCC1,382.651,-118.09
CN1NNCC1CNC1CCCC(F)C1,375.773,-112.9
CC1=NN(C)C(=O)C1C(=O)NC1CCCCC1F,411.134,-129.22
CC1CCC(CC(=O)N2C[C@H](F)C[C@H]2C(N)=O)CN1,398.383,-177.57
FC(F)C1N[NH]C2C1CCC2,331.8085,-112.14
CC(C1CCCCC1F)N(C)C(=O)NC1NNCS1,380.692,-117.37
FC(F)(F)C1=CCN(C2CNCCN2)CC1,279.6666667,-69.28
[H]/C(C1=CC=CC=C1)=C(/F)CO,304.811,-114.0
O=C(CN1NCC2CCCCC21)N1CCCC(F)(CO)C1,372.054,-167.98
O=C(O)C(=O)N1CCC2CCCC(F)C2C1,399.651,-120.94
CC1CC(C(=O)NC2(CO)CCOC2)C(Cl)CC1F,398.523,-112.46
FC(F)C1=CC=CS1,316.7765,-102.0
O=C(NC1CNCC(F)C1)N1CCOCC1,401.306,-125.94
NC(=O)N1CC=C(C2CCC(F)CC2)CC1,377.51,-115.57
CNC1CC(C(F)(F)F)NC2CCCCC12,287.339,-67.59
CC1=C2C(F)=CC=CC2=CC=C1,306.241,-113.0
CNC(=O)NC1CC(OC(F)F)N(C)N1,298.8025,-84.93
O=S(=O)(C1CNCC(F)C1)N1CC2CCCCC2C1,396.848,-122.36
[H]/C(C(C)=O)=C(/[H])C(F)(F)F,274.917,-65.0
CC1CCC(C(=O)NC2CC(Cl)CCC2F)CN1,413.578,-125.14
O=C(NC1CC(-C2CCCO2)CCC1F)C1CCCN1,399.899,-125.1
FC(F)(F)C1CCN(CC2CCON2)N1,283.376,-61.64
CC1CC(C(=O)N2CCCC(C(=O)O)C2)C(Cl)CC1F,378.635,-113.22
O=C(NCC(F)(F)F)C1CCC2CCCCC2N1,282.4033333,-71.74
COB(OC)C(F)(F)F,275.696,-70.0
FC1=NC2=CC=CC=C2N=C1,271.856,-74.0
CC1CC(CNC(=O)C2CC(F)C[NH]2)ON1,369.856,-163.66
O=C(NC1[NH]C(=O)NCC1F)C1CCCC2C1CCC2,412.359,-169.65
[H]/C(C(=O)O)=C(/F)CC,256.999,-73.0
[H]/C=C(/F)Br,248.759,-61.0
O=C(NC1CCC(Cl)CC1F)N1CCOCC1,413.642,-121.07
CN1NNCC1NC(=O)NC1(C2CCCCC2F)CC1,389.174,-116.69
FC(F)(F)C1=NC2=CC=CC=C2C2=C1C=CC=C2,270.539,-63.5
FC(F)COC1CCC(Cl)CN1,335.6795,-126.59
