SMILES,shift_value,split
NC(=O)[C@@H]1C[C@@H](F)CN1,-175.22,Train
CC(O)(CN1CCNN1)C(F)(F)F,-81.44,Train
[H]C1=C(C)N(C2=CC=CC=C2)N=C1C(F)(F)F,-62.5,Train
CN(C(=O)CC(F)(F)F)C1CCC2C(C1)OCO2,-62.5,Train
FC(C1=CC=CC=C1)C1=CC=CC=C1,-163.0,Train
CC1CC(N)CNC1C(F)F,-114.81,Train
OC[C@@H]1C[C@H](F)CN1CC1CSCN1,-168.12,Train
[H]N1C=CC(F)=C1,-169.0,Train
[H]C1=CC=C(C(F)F)C=C1,-111.0,Train
FC(F)C1=NC(C2=CC=CC=C2)CO1,-124.0,Train
C=C(F)C1=CC=CC=C1,-120.0,Train
[H]C([H])=C(C(F)(F)F)C(F)(F)F,-65.7,Train
CC1CN(CC(=O)O)NC1C(F)(F)F,-61.33,Train
CC1CC2NCC(C(=O)N3CC(CC(F)F)C3)C(C)N2N1,-116.95,Train
CC1(F)CCCN(CC2CNCS2)C1,-147.98,Train
FC(F)(F)C1CCNC(N2CCCC2)N1,-70.4,Train
CSCF,-189.0,Train
FC(Cl)(Cl)Cl,0.0,Train
FC1=CC2=C(C=C1)OC1=C2C=CC=C1,-121.0,Train
FC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-127.0,Train
CC1NOC(CN2CCC[C@@H]2C(F)F)N1,-123.65,Train
CCS(=O)(=O)NC1CCC2OC(C(F)(F)F)NC2C1,-67.04,Train
CS(=O)(=O)N1CCCC(C(F)(F)F)C1,-71.75,Train
FC(F)(Br)OC1=CC=CC=C1,-13.0,Train
NC(N)(C1=CC=CC=C1)C(F)(F)F,-66.0,Train
FC1=CCC1,-85.0,Train
CC1NC(C(F)(F)F)CCC1C(=O)N1CCNCC1,-67.74,Train
N#CC1(C(=O)N2CCC(CF)CC2)CCC1,-223.64,Train
FCOC1=CC=CC=C1,-149.0,Train
[H]C([H])=C(F)F,-81.0,Train
NC1CNCCC1C(F)(F)F,-65.2,Train
FC1(C2=CC=CC=C2)CO1,-140.0,Train
CC(=O)NC1CCCN(CC(F)(F)F)C1=O,-70.56,Train
CC(F)(F)C1=CC=CC=C1,-87.9,Train
O=C(C1=CCCC1)N1CCN2C(NNC2C(F)(F)F)C1,-62.09,Train
CCOC(=O)C(F)(Br)Br,-65.0,Train
O=C(CCC(F)(F)F)C1=CC=CC=C1,-65.0,Train
O=C(O)C1CCCN(CC(F)(F)F)C1=O,-70.6,Train
O=C1C2CCCN2C(=O)N1C1CCN(CC(F)(F)F)C1,-69.15,Train
CC(F)(F)F,-65.0,Train
FC(F)N1CCNC1CN1CCOC2(CCCC2)C1,-93.46,Train
CC1NC(CN2CCC(CF)CC2)OC1C,-222.16,Train
FC(F)(F)F,-61.7,Train
O=C(O)C1CCN(CCF)N1,-222.27,Train
FC(F)CC1=CC=CC=C1,-115.0,Train
O=S(=O)(/N=C(/Cl)C(F)(F)F)C1=CC=CC=C1,-73.0,Train
Cl.NC[C@@H]1C[C@H]1C1CCCC(C(F)(F)F)C1,-62.25,Train
FC(F)(F)C1CNC(N2CCOCC2)C(Cl)C1,-61.5,Train
CC1(C)OB(CC(F)(F)F)OC1(C)C,-58.0,Train
[H]/C(CCC)=C(/[H])CC(F)(F)F,-68.0,Train
FC(F)(F)C1NC[NH]N1,-64.49,Train
NC(=O)NC1CCC(OC(F)F)NC1,-85.82,Train
CC1NC(CNC(=O)N2CCC(C(F)(F)F)CC2)NO1,-73.36,Train
O=C(NC1CCCCC1C(F)(F)F)N1CCC[C@@H]1CO,-61.01,Train
CC1CC(CN2NC(C(F)(F)F)NC2C)NO1,-65.51,Train
FC(F)(F)C1=CSC2=CC=CC=C21,-61.0,Train
CC1=CC=C(/C(C)=C(/F)Cl)C=C1,-82.6,Train
CN(C)C(F)(F)C1=CC=CC=C1,-78.0,Train
CC1NOCC1CN1CCCC1CF,-222.48,Train
CCC1(CC)CC1(F)F,-139.0,Train
CC(C)(C)C(=O)CS(=O)C(F)(F)F,-78.0,Train
FC1(F)CCCCCCC1,-91.5,Train
N#C[C@H]1CC[C@@H](NC(=O)N2CC(F)C2)C1,-180.61,Train
CC(=O)CCC(C)(F)F,-93.0,Train
FC(F)(F)C1NCC[NH]1,-63.2,Train
FCC1=CC=CC=C1,-204.3,Train
CCC(F)C(C)C,-186.0,Train
N[C@H]1CCN(S(=O)(=O)C2CCC(C(F)(F)F)CC2)C1,-63.0,Train
CCCCC(F)(F)CBr,-99.2,Train
CC1NC(C(F)(F)F)OC1C(=O)O,-66.89,Train
CNC1CCC(OC(F)(F)F)CN1,-59.17,Train
FC(F)(F)C1=CNC2=CC=CC=C21,-68.0,Train
CCCCCC(F)(F)Br,-44.0,Train
CC1CNCCC1NC(=O)C1(CF)CCC1,-219.24,Train
C[C@@H](CO)N(C)C1CCC(F)CN1,-145.18,Train
NS(=O)(=O)C1CNCC(C(F)(F)F)C1,-62.6,Train
[H]C(F)(CCCCCCCC)OS(C)(=O)=O,-119.0,Train
FC(F)(F)C1CNCC(CN2CCNC2)C1,-62.5,Train
CC1N[NH]C(C)C1CN[C@@H]1CCCC[C@H]1F,-176.72,Train
OC[C@@H]1C[C@H](F)CN1CC1=CCCOC1,-167.79,Train
FC(F)(F)C1CSC(N2CCNCC2)N1,-64.72,Train
CC1(C)CN(C2CCNC(C(F)(F)F)C2)CCO1,-67.93,Train
CC(F)(Cl)Cl,-44.0,Train
CCCCCCCCCCCCSCF,-184.0,Train
FC(F)(F)C1CNC2[NH]NNC2C1,-59.97,Train
CC1NC(CN2CCC(C(F)(F)F)CC2)SC1C,-73.49,Train
O=C(NC1CCCCC1C(F)(F)F)N1CCCCN1,-61.05,Train
CCOC(=O)CC(N)C(F)(F)F,-79.0,Train
NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1CCCC2CC[NH]C12,-177.51,Train
O=C(NC1CCCNC1)NC1CCCCC1C(F)(F)F,-60.44,Train
CC1(F)CC(NC(=O)C2CCCO2)C1,-138.05,Train
CCCCC(C)C(F)(F)F,-74.0,Train
CC1OCCC1C(=O)NC1CC(C)(F)C1,-138.01,Train
OC(C1=CC=CC=C1)C(F)(F)F,-79.0,Train
F[C@@H]1CCCC[C@H]1NCC1CSNN1,-176.19,Train
O=C(O)C1OCNC1C(F)F,-116.56,Train
FC(F)(F)C1=CC=CS1,-55.0,Train
FC(F)(F)C1=NC=CC=C1,-68.0,Train
NC1CCC(C(F)(F)F)CC1N,-59.62,Train
CN(C)C(=O)CN1CCCCC1C(F)F,-123.04,Train
CC(F)CCN1CCC(O)CC12CCC2,-172.33,Train
CC1NC(CN2CCCC(C(F)(F)F)C2=O)SC1C,-65.33,Train
FC1=NC2=CC=CC=C2C=C1,-63.0,Train
O=C(C1CC=CC1)N1C[C@@H](F)C[C@H]1CO,-166.76,Train
CC1NNNN1CC1CCCC(C(F)F)C1,-110.54,Train
O=C(C1SCCC1OC(F)F)N1CCCC1,-83.43,Train
CC1ONCC1CN1CCCC1C(F)(F)F,-74.82,Train
CC1CNN(CCNC(=O)N2CC(F)C2)C1,-180.63,Train
CC(C)(C(=O)O)[C@@H]1CCC[C@H](C(F)(F)F)N1,-76.06,Train
CC1NNC(CN2CC(C(F)(F)F)CC(Cl)C2=O)O1,-62.33,Train
CCCCCCCCC(F)N1N=NC2=C1C=CC=C2,-139.0,Train
[H]C(=O)C(F)C1=CC=CC=C1,-191.0,Train
NC1NCC(C(F)(F)F)S1,-54.77,Train
FC1=CN=CN=C1,-137.0,Train
CC1(C(=O)N2CCOC(CF)C2)COC1,-232.29,Train
O=C(NCC(F)(F)F)C1=CC=CC=C1,-71.0,Train
[H]/C(C1=CC=CC=C1)=C(/F)C(=O)OCC,-126.0,Train
O=C(NCC(F)F)C1CC2N(N1)CCCC2,-123.29,Train
FCCBr,-212.0,Train
FC1=C(F)C(F)=C(F)C(F)=C1F,-162.0,Train
CC(C)C1ONC(C(F)(F)F)C1C(=O)O,-63.27,Train
F/C=C/OC1=CC=CC=C1,-156.0,Train
CS(=O)(=O)NC1CCCC(C(F)(F)F)C1,-72.66,Train
CC1=CC=C(C2=C(C(F)F)C=CO2)C=C1,-106.0,Train
FC(F)(F)C1=CC=CN1,-59.0,Train
CCOC(=O)CC(F)(F)F,-65.0,Train
[H]C#C/C(C1=CC=CC=C1)=C(/[H])C(F)(F)C(=O)OCC,-95.0,Train
O=C(COC(F)F)N1CCC2CCCCC21,-84.26,Train
CCOC(=O)C(F)(F)Br,-61.3,Train
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCOCC1,-62.24,Train
COCCC(F)(F)F,-66.0,Train
FC(F)(F)C1(C2=CC=CC=C2)NN1,-76.0,Train
FC(F)(F)C1=CC=CC(C(F)(F)F)=C1,-63.3,Train
FC(F)(F)C1=CSC=C1,-60.0,Train
CC1(C)CN(CC(O)C(F)(F)F)CC1O,-78.82,Train
O=C(O)CC1SC2CCC(C(F)(F)F)CC2NC1=O,-62.36,Train
CC1CC(CN2CCC[C@@H]2C(F)F)ON1,-124.63,Train
FC(F)(I)CCI,-39.0,Train
CCC(C)F,-173.0,Train
[H]/C(C(=O)OC)=C(/F)CCCC,-76.0,Train
CC1(C)CN(C(=O)C2CCNCC2C(F)(F)F)CCO1,-60.22,Train
CC1(F)CCN(C(=O)C2CCOC2)C1,-142.01,Train
CC1(F)CCCN(CC(=O)N2CCC2)C1,-148.24,Train
O=C(N[C@@H]1CCCC[C@H]1F)C1CC1,-175.9,Train
C/C=C/F,-130.0,Train
CC(F)(F)Cl,-46.0,Train
CC1CC(C(F)(F)F)NN1CCC#N,-61.96,Train
FC(F)(F)C1=CC=CC2=CC=CC=C21,-60.0,Train
CC1CC(C(=O)O)C(C)N1CC(F)(F)F,-70.11,Train
O=C1NCCNC1(O)C(F)(F)F,-80.82,Train
FC(F)(SC1=CC=CC=C1)C1=CC=CC=C1,-72.0,Train
CCCCSCC(F)(F)F,-69.0,Train
CCCCSC(F)(F)F,-48.0,Train
O=C(NCC1CCCO1)N1CCC(O)(C(F)(F)F)CC1,-84.4,Train
OC1CCC(NC2NCC(C(F)(F)F)CC2Cl)CC1,-60.9,Train
FC(F)(F)C#CC(F)(F)F,-53.0,Train
F/C=C/Cl,-128.0,Train
CC1CCCC(C(=O)NC2CCC(C(F)(F)F)CC2)N1,-73.64,Train
CC(N1CCN(S(C)(=O)=O)CC1)C(F)(F)F,-71.02,Train
FC1=CC2=C(C=C1)C1=C(C=CC=C1)O2,-114.0,Train
FC(F)(F)C1=NC2=CC=CC=C2S1,-62.0,Train
CC1NN(CC(F)F)CC1C(=O)O,-123.95,Train
CCCC(F)F,-116.0,Train
F/C(Br)=C/C1=CC=CC=C1,-66.0,Train
FC(F)C1=NC2=C(C=CC=C2)N1,-115.0,Train
CC(C)(N)C(=O)N1CCN(C(=O)CC(F)(F)F)CC1.Cl,-62.7,Train
CC1CN(C(N)=O)CCN1CC(F)(F)F,-68.55,Train
[H]/C(C(=O)CC)=C(/F)CCCC,-78.0,Train
Cl.N[C@@H]1CC2CCCCC2O[C@H]1C(F)(F)F,-75.1,Train
N#CC1CCC(C(=O)N2CCN(CC(F)(F)F)CC2)CC1,-67.97,Train
CC(=O)CC(C)(F)F,-98.0,Train
C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-78.0,Train
CCC1NCCN1CC(F)F,-124.04,Train
CC(=O)N1CCOC2CCC(C(F)(F)F)CC21,-61.35,Train
CC(F)C(C)F,-187.0,Train
CCCCOCC(F)(F)F,-75.0,Train
O=S(=O)(OCF)C1=CC=CC=C1,-154.0,Train
O=C(NCCC1CCCS1)N1CC(F)C1,-180.63,Train
C[Si](C)(C)C(F)(F)Cl,-58.0,Train
O=C1CCCC1F,-194.0,Train
CC(C)NC(=O)N1C[C@@H](F)C[C@H]1CO,-169.34,Train
F/C=C/Cl,-131.0,Train
[H]C(F)(SCC)C(=O)OCC,-163.0,Train
FC1=CC=CN=C1,-126.0,Train
O=C(O)C1CNN(CC(F)F)C1,-124.0,Train
CC1(C)CN(CC(O)C(F)(F)F)CC2(CCCC2)O1,-78.51,Train
COC1=CC=C(F)C=C1,-125.2,Train
FC(F)(F)C1=CC=CC=C1,-63.0,Train
FC(F)(F)C1=NC2=CC=CC=C2N=C1,-67.0,Train
O=C1NCCN1C1CCCC(C(F)(F)F)C1,-62.45,Train
FC(F)(F)C1=CC(Cl)=NC=C1,-65.0,Train
CC1(NC(=O)NC2CCNCC2F)CCOCC1,-145.44,Train
CCC(F)CC,-183.0,Train
FC(F)(F)C1=CCN(C2CNCCN2)CC1,-69.28,Train
FC1=CC=C2N=CC=CC2=C1,-114.0,Train
CC1CC(C)N2NCC(C(=O)NCC(F)(F)F)C2N1,-71.6,Train
FC1=NC=CN=C1,-80.0,Train
CC1NCC(C(F)(F)F)CC1C(=O)O,-62.68,Train
CCCCCC/C=C(/F)CCCCCC,-111.0,Train
FC(F)(F)C1CCNN1C1CCCNC1,-61.43,Train
CCCCC1=C(C2=CC=CC=C2)NN=C1F,-133.0,Train
OCC1CCN(C2NC(C(F)(F)F)CS2)CC1,-64.75,Train
CC1CC2N(N1)CC(C(F)(F)F)CN2,-70.4,Train
FC(F)(F)C1=CC(C(F)(F)F)=C(C(F)(F)F)C=C1C(F)(F)F,-60.3,Train
CC(=O)OC/C=C/F,-123.0,Train
CC1=CC=C(F)C=C1,-119.2,Train
CCN1CNCC1CN1CCCC(C)(F)C1,-147.63,Train
CC(O)(CN1CCNC(=O)C1)C(F)(F)F,-81.77,Train
Cl.O=C(O)C1CCN(CC(F)F)CC1,-120.31,Train
O=C(NC1CNC2C(C1)COCC2)C1CCC(C(F)F)O1,-116.22,Train
CN1CC(C(F)(F)F)NN1,-61.06,Train
CCOC(=O)C(F)(F)C1=CC2=C(C=CC=C2)O1,-105.0,Train
[H]/C=C(/F)Br,-61.0,Train
CNC(=O)CC1CCC(C(F)(F)F)CC1,-71.56,Train
CN(C)C(=O)C1C[NH]C(C(F)(F)F)C1,-59.53,Train
FC(F)(F)C1=CC=NC=C1,-65.0,Train
O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,-72.0,Train
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CO1,-102.0,Train
O=C(C1CCC(=O)[NH]N1)N1CCCC(C(F)(F)F)C1,-71.61,Train
CCOC(=O)CC(F)F,-117.0,Train
FC(F)(F)CBr,-69.3,Train
C/C=C/F,-128.0,Train
O=C(C1CC=CC1)N1CCC(C(F)(F)F)C2(CCC2)C1,-63.05,Train
CC1CC(C)CN(C(=O)C2CCC(C(F)(F)F)CN2)C1,-62.62,Train
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CS1,-93.0,Train
F/C(Cl)=C(/F)Cl,-120.0,Train
O=C1CC(C(F)F)NCN1C1C=CCCC1,-122.63,Train
CC1[NH]NC(C(F)(F)F)C1Cl,-62.35,Train
CC1NCCN1CC(C)(O)C(F)(F)F,-81.48,Train
FC(F)(F)CCl,-72.1,Train
N#CC1CNN(-C2CCC(C(F)(F)F)CC2)C1N,-62.21,Train
CN1NC(C(F)(F)F)CC1CO,-61.68,Train
O=C(C1CCC(OC(F)(F)F)CC1)N1CCOCC1,-57.79,Train
O=C(Cl)C(F)(F)F,-76.0,Train
FC(F)SC1=NC2=C(C=CC=C2)N1,-92.0,Train
CC(=O)C(C)F,-190.0,Train
CC(C)(N)C1CC(C(F)F)ON1.Cl,-118.64,Train
O=C(C1CCCS1)N1CCOC(CF)C1,-232.42,Train
[H]/C(=N/C1=CC=CC=C1)C(F)(F)F,-71.0,Train
[H]/C(=N/O)C(F)(F)F,-65.5,Train
[H]C(F)(CCCCCCCC)OC1=CC=CC=C1,-121.0,Train
O=C(NC1CCNCC1F)N[C@@H]1C[C@H]1CO,-144.9,Train
CN(C)C(=O)C(F)(F)I,-51.0,Train
CC(C)(F)F,-84.5,Train
CCOC(F)(F)C(=O)C(C)C,-83.0,Train
CC1(C)COCC1NC(=O)C1CC(F)C[NH]1,-163.86,Train
N#CC1(CN2C[C@@H](F)C[C@H]2CO)CC1,-167.54,Train
FC(F)(F)Br,-5.0,Train
CCCC(=O)C(F)CCC,-193.0,Train
CC1CC(CN2NC(C(F)(F)F)CCC2=O)NO1,-67.29,Train
O=C(O)C1CC(C(F)F)[NH]N1,-112.99,Train
O=C(O)[C@@H]1CC=CC[C@H]1C(F)(F)F,-71.12,Train
CC1CC(C(=O)NC2(C(F)F)CC2)OC1C,-120.61,Train
[H]/C(C(=O)CC)=C(/F)CCCC,-82.0,Train
CC1NC(C(F)(F)F)CCC1O,-65.61,Train
O=[N+]([O-])C1=CC=C(OC(F)F)C=C1,-79.3,Train
N#CCC(=O)N1CC=C(C(F)(F)F)CC1,-69.38,Train
O=[N+]([O-])C1=CC=C(F)C=C1,-103.6,Train
CC1NC(CN2CCCC(C(F)(F)F)C2=O)NO1,-65.9,Train
CC(F)(F)CO,-96.1,Train
O=C(NCC(F)(F)F)C1CCC2CCCCC2N1,-71.74,Train
COC(=O)C(F)(F)C1=CC=CC=C1,-104.3,Train
O=S(=O)(O)C(F)(F)F,-80.0,Train
CN(C)C(=O)C(F)(F)Br,-54.0,Train
CC(=O)C(F)(F)F,-81.0,Train
CN1CCC(C(=O)N2C[C@@H](F)C[C@H]2CO)C1,-167.76,Train
FC(F)N1C=CN=C1,-93.0,Train
CC1NC(-C2CCC(C(F)F)CC2)SC1C(=O)O,-111.59,Train
O=C(N[C@@H]1CCCOC1)C1CC(F)C[NH]1,-163.94,Train
Cl.N#CC1CCCNC1N1CC(CC(F)F)C1,-116.53,Train
CC1=C2C(F)=CC=CC2=CC=C1,-113.0,Train
CCC(F)C1=CC=CC=C1,-176.0,Train
O=C(NC1(C(F)F)CC1)C1CCNCC1,-120.82,Train
CCC(=O)CC(F)(F)C1=CC=CC=C1,-96.0,Train
CCOP(=O)(OCC)/C(F)=C/C(C)N(CC1=CC=CC=C1)CC1=CC=CC=C1,-127.0,Train
O=C(O)[C@@H]1CCCC[C@H]1C(F)(F)F,-71.64,Train
CCC1COCCN1C(=O)NC1CCCC(C(F)F)C1,-110.11,Train
CC1CCC(CNC(=O)N2CC(F)C2)S1,-180.61,Train
CC1NCN(CC2NCCN2C(F)F)C1C,-93.0,Train
CC(=O)C(F)(F)C(C)=O,-115.0,Train
CC1CNC(CN2C(C(F)(F)F)CSC2=O)CN1,-63.44,Train
CCCCC(C)F,-172.0,Train
CC1CC(N2CCCC(F)C2)NCN1,-184.31,Train
NC1CCCC(OCC(F)F)N1,-126.56,Train
FC(F)(F)C1=CC=CN=C1,-62.0,Train
O=[N+]([O-])C1=CC=C(C(F)F)C=C1,-113.0,Train
C[C@@H]1OC[C@H](C(F)(F)F)[C@H]1C(=O)O,-71.14,Train
CC1CCC(NC(=O)N2CC[C@H](O)C2)CC1C(F)(F)F,-61.61,Train
O=C(NC1CCCCC1C(F)(F)F)C1CCCCN1,-69.73,Train
NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1CCC2CC[NH]C2C1,-177.73,Train
CCCCCCC(=O)CCC(F)(F)F,-67.0,Train
CN1CCC(NC(=O)C2CCCCC2C(F)(F)F)N1,-59.08,Train
FCC1=CC=C(Cl)C=C1,-208.0,Train
FCCCl,-220.0,Train
FC1=CC=CC2=CC=CC=C12,-124.0,Train
CC1CCCC(C(=O)N2CCN(CC(F)F)CC2)C1,-119.88,Train
OC/C=C/F,-126.0,Train
CC1CC(C(=O)N2CC(O)(C(F)F)C2)NS1,-134.57,Train
[H]/C(CCCC)=C(/[H])C(F)(F)F,-65.0,Train
CC1(F)CCCC1,-135.0,Train
CCOC(=O)C(F)(Br)OC1=CC=CC=C1,-58.0,Train
CC1CNC2C(F)CCCC2C1.Cl,-136.57,Train
FCC1CN(C2NC(C3CC3)NS2)C1,-228.77,Train
FC(F)C1=CC2=CC=CC=C2O1,-115.0,Train
[H]C1=C(F)OC(F)=C1[H],-123.0,Train
FC(F)P(C1=CC=CC=C1)C1=CC=CC=C1,-117.0,Train
CCNC(=O)C(F)(F)F,-74.0,Train
CN1CCC(C(F)(F)F)N1,-61.51,Train
CC(F)(F)C1=C(Cl)C2=CC=CC=C2N1,-87.0,Train
CC1C(C(F)(F)F)N[NH]C1CO,-61.3,Train
CN1CNC(C(=O)N[C@@H]2CCCC[C@H]2F)C1,-176.06,Train
O=C1CC(C(F)(F)F)CN[NH]1,-65.95,Train
O=C(NC1CCCNC1)[C@H]1C[C@@H]1C(F)F,-116.24,Train
FC1CCC(N2CCSCC2)NC1,-141.94,Train
CC1CSCC1C(=O)N1CC(CF)C1,-228.51,Train
CCCCCCCCC(F)(F)Cl,-49.0,Train
CCCCC(F)(F)CI,-94.9,Train
OC1NCN(-C2CCC(C(F)(F)F)CC2)N1,-61.7,Train
CC1CCN(C(=O)NC2NC(C(F)(F)F)CS2)C1,-64.19,Train
FC1=CC=CS1,-135.0,Train
CN1NC(C(=O)O)C(Cl)C1C(F)(F)F,-59.85,Train
[H]C1=C(C)ON=C1C(F)(F)F,-60.0,Train
OC/C=C(/F)C1=CC=CC=C1,-118.0,Train
CC(=O)OC/C=C/F,-125.0,Train
FC(F)(F)C1=NC2=CC=CC=C2C=C1,-68.0,Train
FC(Cl)(Cl)CC1=CC=CC=C1,-56.0,Train
FC(F)(F)C1=CC=CO1,-64.0,Train
Cl.FC(F)(F)C1CCC(OC2CCNC2)NC1,-61.42,Train
O=C([O-])CC1CC(C(F)(F)F)CCN1.[Na+],-64.75,Train
FC(F)CCC1=CC=CC=C1,-117.0,Train
FC(F)OC1=CC=C(Cl)N=C1,-82.0,Train
O=C1CC(C(F)(F)F)[NH]N1CC1CCC(Cl)CC1,-62.64,Train
CC(F)C1=CC=CC=C1,-167.0,Train
CC1CCC(CC(=O)N2C[C@H](F)C[C@H]2C(N)=O)CN1,-177.57,Train
CNC(=O)N1CC(=O)N(CC(F)(F)F)C1,-70.08,Train
CN(C)C(=O)CC(F)(F)F,-63.0,Train
CCN1NCC(C(=O)O)C1C(F)(F)F,-61.12,Train
CCN1C(=O)NC(C2CCCCC2)(C(F)(F)F)C1=O,-74.29,Train
FC(F)(Cl)C1=CC=C(C(F)(F)Cl)C=C1,-50.0,Train
CN1CCNC1CN[C@@H]1CCCC[C@H]1F,-176.34,Train
OCCCCF,-216.0,Train
N#CC1CCC(N2CCOC(CF)C2)CC1,-231.5,Train
O=C(C1=CC=CC=C1)C(F)(F)Br,-58.0,Train
O=[N+]([O-])C(F)(F)CCC1=CC=CC=C1,-87.0,Train
CC1CN(C(=O)C2CCC(C(F)(F)F)CC2)C(C)CO1,-62.6,Train
CC1CCCC(NC(=O)[C@H]2C[C@@H]2C(F)F)C1,-116.74,Train
FC(F)N1C=NC2=CC=CC=C21,-96.0,Train
CCCCCCCCC(F)F,-116.0,Train
CC1CCCC(C(=O)NC2(C(F)F)CC2)N1,-120.64,Train
FC1CCCCC1,-175.0,Train
CC1CC(N2CCCC(CC(F)(F)F)C2)CCN1,-63.17,Train
Cl.FC(F)(F)C1CC2N(N1)CCNC2,-61.75,Train
CC1=C(OC(F)F)CCC1,-82.0,Train
[H]C1=NN(C)C(F)=C1[H],-136.0,Train
CCCCOCC(F)(F)CC,-107.5,Train
[H]/C(F)=C(/C)CCCCCCCCCCC,-137.0,Train
FC(F)(F)C1=NNC2=CC=CC=C21,-60.0,Train
CCCCF,-219.0,Train
CNC(=O)CN1CC=C(C(F)(F)F)CC1,-69.2,Train
O=C(NC1CC1)C1CC1(F)C1CCCCC1,-153.74,Train
[H]C1=C(CCC2=CC=CC=C2)OC(C(F)(F)F)=C1[H],-65.0,Train
CC1=CC(F)=NC(C)=N1,-63.0,Train
O=C(O)CC(F)(F)F,-64.0,Train
CC(C(=O)O)N1CCC(C(F)(F)F)N1,-61.81,Train
CC1C(NC(=O)N2CCOCC2)CCCC1OC(F)F,-81.06,Train
CC1(C2CCC(C#N)CC2)NC(=O)N(CC(F)(F)F)C1=O,-70.81,Train
[H]/C(CCCCCCC)=C(/F)C(=O)OCCCC,-130.6,Train
CN1NCCC1C(F)(F)F,-60.95,Train
NC1NC2C(C(F)(F)F)CCCC2S1,-61.32,Train
FC(F)OC1=NC(Cl)=CC=C1,-89.0,Train
FC(F)(F)C1CC1,-84.0,Train
CCCCCCCCC(F)(F)CN,-107.8,Train
CS(=O)(=O)C(F)(F)F,-81.0,Train
CC1CCC(CN2CCC(O)(C(F)(F)F)CC2)O1,-84.33,Train
O=C(C1CC=CCC1)N1CC(CC(F)F)C1,-116.84,Train
O=C(C1CCCCC1OC(F)F)N1CCOC2(CCC2)C1,-82.86,Train
NCC(F)(F)C1=CC=CC=C1,-106.5,Train
CC1CN(CC(O)C(F)(F)F)CC(=O)N1,-78.68,Train
CC1(NC(=O)NC2CCNCC2F)CCC1,-145.43,Train
CC1N[NH]CC1CN1CCC[C@@H]1C(F)F,-125.08,Train
FC(F)C#CC1=CC=CC=C1,-106.0,Train
CNC1NC(C(F)(F)F)CO1,-64.86,Train
FC(F)C1CCC(CN2CNCN2)CC1,-110.3,Train
O=C(NC1CCC2[NH]C(C(F)F)NC2C1)C1(O)CCCC1,-116.68,Train
N#CC1CCCC(NC(=O)N2CCCC(C(F)(F)F)C2)C1,-71.56,Train
FC(F)C1NNC(N2CCCCC2)S1,-109.66,Train
O=C1NC2(CCC3CCCCC32)C(=O)N1CC(F)(F)F,-70.84,Train
CCC1=C2C(F)=CC=CC2=CC=C1,-114.0,Train
O=C(C1=CCCCC1)N1CC(CC(F)F)C1,-116.77,Train
CCOC1CCC2C(C1)CN(C(=O)[C@H]1C[C@H](F)CN1)CC2,-173.58,Train
O=S(=O)(O)C(F)F,-121.0,Train
O=C(C1CC=CC1)N1CC(CC(F)F)C1,-116.82,Train
N#CC1CCCC(CN2CC(C(F)(F)F)CCC2=O)C1,-62.18,Train
CC1=NC=C(F)C=N1,-142.0,Train
CN1CC(CN[C@@H]2CCCC[C@H]2F)NN1,-176.41,Train
Cl.FC(F)(F)[C@]12CCC[C@H]1CNC2,-74.53,Train
[H]C1=NNC([H])=C1F,-181.0,Train
COC1CCCC(C(=O)N[C@@H]2CCC[C@@H]2F)C1,-189.14,Train
O=C1C(C(F)(F)F)CCCN1CC1CCC1,-65.24,Train
CCCCCCC(=O)C(F)(F)Cl,-85.0,Train
NC(=O)C1CC1C1CCCC(C(F)(F)F)C1,-62.22,Train
O=C(C1CCCCC1OC(F)F)N1CCSCC1,-82.15,Train
FCCF,-226.0,Train
CCOC(=O)C(F)(F)C1=NC2=CC=CC=C2C=C1,-105.0,Train
C=C(F)CCCC,-95.0,Train
CC(C)(C)C(F)(F)F,-81.0,Train
NS(=O)(=O)C1CNN(-C2CCCC(C(F)(F)F)C2)C1,-62.57,Train
CC1CN(C(=O)C2(C(F)(F)F)CCC2)C1,-74.65,Train
O=C1CCCCC(C(F)(F)F)N1,-75.32,Train
CC1NN(C)CC1-C1CSC(CC(F)(F)F)N1,-65.2,Train
[H]C(F)(OCC)C(=O)OCC,-133.0,Train
FC(F)(F)C1CCCNC1N1CCC2(CCCOC2)C1,-54.96,Train
CC1(C(=O)NC2CC(C(F)(F)F)C[NH]C2=O)CCCC1,-62.0,Train
FC1(F)CCCCC1,-97.0,Train
C=CF,-113.0,Train
FC(F)(Br)C1=CC=C(C(F)(F)Br)C=C1,-46.0,Train
[H]/C(C1=CC=CC=C1)=C(/F)C(=O)OCC,-118.0,Train
FC(F)(OC1=CC=CC=C1)SC1=CC=CC=C1,-43.0,Train
O=C(NCC(F)(F)F)C1CSC2CCCCC2O1,-72.0,Train
COC1CCCC(C2(N)CCOCC2)C1F.Cl,-135.16,Train
