SMILES,shift_value,shielding_value,recomputed_shielding_value,delta_sigma
O=C1[NH]CCC2CCC(F)CC12,-112.71,383.628,405.3923746886364,21.764374688636394
CNC(=O)C1C[NH]NC1-C1CCC(F)CC1,-112.71,384.988,388.12206899021646,3.1340689902164627
CS(=O)C1NNCN1CC1CCCC(F)C1,-112.71,386.658,393.40993400137626,6.751934001376242
N#CC1CC(F)CCC1CN1CC(N2CCCN2)C1,-112.72,377.357,397.4526542444013,20.09565424440132
CN(CC1CC(F)CC2CCCNC12)S(C)(=O)=O,-112.73,386.668,397.83301948403306,11.165019484033053
CNC(=O)C1NNN(-C2CCC(F)C(Cl)C2)C1C,-112.73,405.053,397.7098255370044,-7.343174462995648
O=S(=O)(CC1CCC(F)CC1)C1NCC[NH]1,-112.74,382.111,392.8612307306457,10.75023073064574
CN1NC(C(=O)O)CC1-C1CCC(F)CC1,-112.75,382.018,384.7682172455951,2.750217245595138
CC1CN(C(=O)C2CNCN2-C2CCC(F)CC2)CCO1,-112.77,385.987,393.2682306641647,7.281230664164695
CC(NC(=O)C1CCC(Cl)CC1F)C1CCNCC1,-112.78,402.522,397.7146413149418,-4.807358685058205
N#CC1(C2CCCC(F)C2)CC1,-112.79,398.411,399.80418428257065,1.393184282570644
CC(C)NC(=O)C1(C2CCCC(F)C2)CCOCC1,-112.8,386.184,391.2618930776764,5.077893077676379
CC1NN(-C2CCC(F)CC2)C(C)C1C(=O)N1CCC1,-112.81,377.187,395.41736039654336,18.230360396543347
O=C1CN(C(=O)NC2CCCC(F)C2)C2CCCCC2N1,-112.81,381.383,400.1098928158289,18.726892815828933
NC1CC(=O)[NH]N1-C1CCC(F)CC1,-112.81,381.991,394.707770629845,12.71677062984503
O=C(NC1CCCC(F)C1)N1CCC2(O)CCCCC2C1,-112.87,379.891,395.3958966545948,15.504896654594802
CC1CC(CN(C)C(=O)NC2CCCC(F)C2)NO1,-112.87,388.148,395.76694975925614,7.618949759256111
CC1CN(C)CCN1CC1CCC(F)CC1C#N,-112.87,400.618,398.91358855509424,-1.7044114449057588
CC1CCN(CC2CCCC(F)C2)C(=O)C1C#N,-112.89,388.704,390.88699278197146,2.18299278197145
CN1NNCC1CNC1CCCC(F)C1,-112.9,375.773,394.0136527008765,18.240652700876467
O=C(O)C1(C(=O)NC2CCCC(F)C2)CC1,-112.9,385.609,394.0781571103123,8.469157110312324
CN(CC1CCCC(F)C1)C(=O)C1CCC(O)NC1,-112.9,387.469,408.8369140080488,21.36791400804884
O=C(N1CCN(C2CC2)CC1)C1(C2CCCC(F)C2)CC1,-112.91,379.608,403.257046866089,23.649046866089066
CC1SCCN(C(=O)NC2CCCC(F)C2)C1C,-112.92,377.843,395.04404259161726,17.201042591617238
O=C(C1CCC(F)C(Cl)C1)N1CCC(CO)C1,-112.94,384.776,389.5174081369841,4.741408136984035
CN(CC1CCCC(F)C1)C(=O)C1CCCC(C#N)C1,-112.96,387.01,387.8721254321078,0.8621254321078027
CC1OC(-C2CCCCC2F)NC1C(=O)N1CCCCC1,-112.97,379.568,400.76146919507767,21.19346919507768
CCN1NNC(C)C1C(=O)N1CCC2CCCC(F)C21,-112.97,390.606,397.8175499634564,7.211549963456434
NC(C1CCCC(F)C1)C1CCCCN1,-112.99,374.043,394.5929721220455,20.54997212204546
CC1NCSC1C(=O)N(C)CC1CCCC(F)C1,-113.0,387.041,383.7716710846677,-3.2693289153322667
O=C(CC1C(F)CCCC1Cl)NC1NCCCC1O,-113.0,394.267,403.1631101301281,8.896110130128136
CC1CC(N2CCOC(C3CCCC(F)C3)C2)CCN1,-113.02,396.449,400.6994521983934,4.250452198393361
O=C1C2CCCN2C(=O)N1CC1CCCC(F)C1,-113.03,387.195,387.9368005513059,0.7418005513059143
CC1CNN(C)C1CNC1CCCC(F)C1,-113.03,397.641,395.0145687515753,-2.6264312484246943
O=C(NC1CCCOC1)C1CNCN1-C1CCC(F)CC1,-113.06,387.77,397.0297618283174,9.259761828317435
CC1CC(C(=O)NC2(C(=O)O)CC2)CCC1F,-113.06,391.438,396.6836741893156,5.245674189315594
CN1C(=O)N(CC2CCCC(F)C2)C(=O)C12CCCCC2,-113.07,390.264,394.1148072922769,3.8508072922768406
O=C(C1CCC(O)NC1)N1CCCC1C1CCCC(F)C1,-113.08,381.291,392.8288062575713,11.537806257571276
OCC1(C2CCCC(F)C2)CCNC1,-113.09,386.097,393.2093070416552,7.112307041655242
O=S1(=O)CC2CCC(F)CC2N1,-113.09,402.565,400.4498563286661,-2.115143671333953
CCN(C(=O)C1CCOC1)C1CCC(Cl)C(F)C1,-113.1,385.88,404.3510978244556,18.47109782445557
CC1CNC(CNC2CCCC(F)C2)NC1,-113.1,390.474,379.38944013394655,-11.08455986605344
FC1CCC2NCCCC2C1,-113.14,383.889,392.6893932806871,8.800393280687047
CC1(C)CNC(=O)CN1C(=O)C1CCC(F)C(Cl)C1,-113.14,387.731,396.4520107389209,8.721010738920938
FC1CCCC(-C2CC[NH]N2)C1,-113.15,381.21,395.40276093296615,14.192760932966166
O=C(N1CC2CCC1C2)C1(C2CCCC(F)C2)CC1,-113.15,383.739,391.7694752214116,8.03047522141162
O=C(NC1CCOCC1)C1CNCN1-C1CCC(F)CC1,-113.16,381.945,382.2659084138892,0.3209084138891853
CC1CC(F)CC(C(=O)N2CCCSCC2)C1,-113.19,395.874,399.7166906441417,3.842690644141669
CC1CCCN(CC2CCCC(F)C2)C1=O,-113.19,397.854,409.3668963920672,11.512896392067203
O=C(O)C1CC2CCCNC2CC1F,-113.19,399.892,388.7396608680451,-11.152339131954877
NC(=O)C1(C2CCCC(F)C2)CCC1,-113.2,398.055,403.8102820890383,5.755282089038246
CC1CC(C(=O)N2CCCC(C(=O)O)C2)C(Cl)CC1F,-113.22,378.635,390.6223860497012,11.987386049701172
CCN(C(=O)C1CCCO1)C1CCC(F)CC1,-113.22,399.023,398.0678317521125,-0.9551682478875136
O=C(O)C1CSC(C2CCC(F)CC2)N1,-113.23,379.685,386.2079596804243,6.5229596804243215
CCN(C(=O)C1CCN(C)C(=O)C1)C1CCC(F)CC1,-113.24,384.442,392.2097948796868,7.767794879686789
CS(=O)(=O)NC(C1CCCC(F)C1)C1CCCC1,-113.24,396.911,406.3253698655433,9.41436986554328
CC1(C)COC(C2CCCC(F)C2)CN1,-113.25,384.477,398.1808190729201,13.703819072920112
CN(C(=O)C1CCN2CCNC2C1)C1CCC(F)CC1,-113.26,377.998,403.83946543516464,25.84146543516465
N#CCC(=O)NC1N[NH]C2CC(F)CCC12,-113.26,379.337,400.60753727835504,21.27053727835505
CCN1C(=O)C(=O)N(CC2CCCC(F)C2)C1=O,-113.26,385.15,397.43606341304223,12.286063413042257
CS(=O)(=O)NCC1(C2CCCC(F)C2)CCOCC1,-113.27,398.042,409.52733442009065,11.48533442009068
O=C(CC1C(F)CCCC1Cl)NC1NCCCN1,-113.28,377.416,395.2699355317989,17.853935531798925
CC(NC(=O)C1CCCO1)C1CCCC(F)C1,-113.28,388.288,400.8425631491809,12.554563149180863
CCS(=O)(=O)NC1CNCCC1-C1CCCC(F)C1,-113.28,397.031,395.9809688020244,-1.0500311979756134
FC1CC(CN2CCN(C3CC3)CC2)C2NCCCC2C1,-113.29,380.373,393.6769878030848,13.303987803084851
O=C(C1CNCN1-C1CCC(F)CC1)N1CCCC1,-113.3,379.408,388.4409851485482,9.03298514854822
NC(=O)C1(C2CCCC(F)C2)CCCC1,-113.31,383.215,400.4724955748665,17.25749557486654
CC(=O)NC1CCC(F)CC1NC1CC1,-113.32,386.085,387.18482644975336,1.0998264497533796
CC(NC(=O)NC1NCCS1)C1CCCC(F)C1,-113.33,380.711,398.4243572257148,17.713357225714788
CN1C(=O)C[C@H](C(=O)O)[C@H]1C1CCCC(F)C1,-113.35,381.731,392.3854481262165,10.654448126216494
CC1(C2CCCC(F)C2)CCNC1,-113.36,382.51,401.4559061075376,18.94590610753761
Cl.NC1CCC2CC(F)CCC21,-113.36,382.725,398.7836484267532,16.058648426753166
CN(CC1CCC(F)CC1Cl)C(=O)C1(N)CCCC1.Cl,-113.39,386.099,406.6819200247042,20.582920024704208
O=C(NC1CCCNC1)N1CCC(C2CCCC(F)C2)C1,-113.4,373.62,396.1036354924012,22.48363549240122
O=C(C1CCCCN1)N1CCOC(C2CCC(F)CC2)C1,-113.4,382.815,383.709938338254,0.8949383382539509
NC1NCNCC1-C1CCC(F)CC1,-113.41,379.435,392.5466043761617,13.111604376161722
CC1CC(F)CC(C(=O)NCC2CCCNC2)C1,-113.41,388.852,388.0005132481337,-0.8514867518662754
CNC(=O)N1CC=C(C2CCCCC2F)C1,-113.41,395.423,394.0896210246192,-1.3333789753808103
OCC1NC(CC2CCCC(F)C2)NO1,-113.41,397.095,407.7495848162987,10.654584816298666
NC1CCNN1-C1CCC(F)CC1,-113.42,387.409,399.35848977083504,11.949489770835044
CC1CC(S(=O)(=O)NC2CCOC2)CC(C)C1F,-113.42,405.887,395.8453122142381,-10.041687785761894
O=C1NCCN1CC1CCCC(F)C1,-113.44,386.812,388.45819711813743,1.6461971181374224
CC1CC(F)CC(C(=O)NC(C)C2NCON2)C1,-113.44,392.383,396.82032360369567,4.437323603695688
CC(=O)N(CC1CCCS1)C1CCC(F)CC1,-113.45,380.816,385.4608390290226,4.644839029022648
O=C(NCC1CCCC(F)C1)NC1NCCS1,-113.45,384.679,390.08770819692216,5.408708196922191
CC(C)C(=O)N1CCN(C(=O)CC2CCCC(F)C2)CC1,-113.45,397.483,400.0633015650831,2.5803015650830616
CC1CC(C(=O)N(C)C2CCC(F)CC2)CC(O)N1,-113.46,384.541,401.9210082346935,17.38000823469349
O=S(=O)(CC1CCC(F)CC1)N1CCCC1,-113.46,386.746,398.9858295694589,12.239829569458893
CCN(C(=O)C1CC(=O)NC2CC(F)CCC21)C1CC1,-113.47,387.161,380.2516981941124,-6.909301805887651
N#CC1CCC(C(=O)NCC2CCCC(F)C2)CC1,-113.48,379.444,394.9627037386967,15.518703738696672
COC1CC(F)CCC1NC(=O)C1CCC1,-113.48,381.122,393.9223782260117,12.80037822601173
NS(=O)(=O)C1CC2C(CC1F)NC(=O)CC2,-113.48,383.086,396.69436685492246,13.608366854922451
CC(C)(N)C(=O)N1CCOC(C2CCC(F)CC2)C1,-113.5,377.669,402.9926829307329,25.3236829307329
O=S(=O)(NCC1CCCC(F)C1)C1CC1,-113.5,379.942,379.7127112007692,-0.2292887992308578
CC1CC(F)CC(C(=O)N[C@@H]2C[C@H]2CO)C1,-113.5,380.725,389.5008277362578,8.775827736257781
COC1CC(F)CCC1NC(=O)C1CCCN1C,-113.52,387.548,399.0943310981568,11.546331098156829
O=C(CC1CCCC(F)C1)N1CC2(CC2)C1,-113.53,376.976,382.01291640354935,5.036916403549355
CN1CCC(NC(=O)CC2CCCC(F)C2)N1,-113.53,379.517,402.5984288123478,23.08142881234778
CC(=O)NC1CCCN(C(C)C2CCCC(F)C2)C1,-113.53,386.8,397.4383179825543,10.63831798255427
NC(=O)C(C1CCC(F)CC1)N1CCCCC1,-113.56,377.861,398.04387590798217,20.18287590798218
O=C(C1CCC1)N1CCOC(C2CCC(F)CC2)C1,-113.56,400.192,395.08262620010834,-5.109373799891671
O=C(NCC1CCCC(F)C1)N1CCCO1,-113.57,383.795,399.4920639847804,15.697063984780357
O=C(CC1CCCC(F)C1)NC1CCC(O)CC1,-113.58,386.525,401.9120651139288,15.38706511392877
O=C(CC1CCCC(F)C1)N1CCC1,-113.59,397.641,399.5931871308916,1.9521871308915597
CC(C)(O)C1CCCN1C(=O)CC1CCC(F)CC1Cl,-113.6,389.915,397.4398058025415,7.524805802541493
NC1CNCCC1-C1CCC(F)CC1,-113.62,381.2,395.2332310553312,14.033231055331214
CNC1CCCN(C(=O)CC2C(F)CCCC2Cl)C1.Cl,-113.65,373.934,385.8297757791941,11.895775779194024
CC1CCN(S(C)(=O)=O)C1C1CCCC(F)C1,-113.65,378.959,391.88958357843774,12.930583578437734
O=C(NCC1CCCC(F)C1)C1(O)CCC1,-113.65,383.891,393.2380835390597,9.347083539059668
Cl.FC1CCCC(CC2C[NH]CN2)C1,-113.65,387.455,397.7194601182977,10.264460118297734
CC1NCCCC1NS(=O)(=O)CC1CCCC(F)C1,-113.66,380.061,399.6559376049169,19.594937604916936
CC1CC(C2CCCC(F)C2)N(CC(N)=O)C1,-113.66,382.799,387.04323546714033,4.244235467140356
Cl.NC1CCCC(C(=O)NCC2CCCC(F)C2)C1,-113.68,372.349,390.1851613029228,17.83616130292279
NC(=O)N(CC1CCCC(F)C1)C1CC1,-113.69,384.649,404.0711810597833,19.422181059783327
CC1(NC(=O)CC2CCCC(F)C2)CCS(=O)(=O)C1,-113.7,387.775,390.4836765127183,2.708676512718341
CN(CC1C(F)CCCC1Cl)C(=O)C1CCCO1,-113.72,384.876,389.1606548876129,4.2846548876129305
CCCC1C(N)CNN1-C1CCC(F)CC1.Cl,-113.73,383.001,395.2952702469028,12.294270246902784
O=C(NCC1CCCC(F)C1)N[C@@H]1C[C@H]2CC[C@@H]1O2,-113.73,389.85,401.3865037381546,11.53650373815458
N#C[C@H]1CC[C@@H](NCC2CCCC(F)C2)C1,-113.73,396.709,397.89278936114425,1.1837893611442496
CN1CCN(C(=O)C2CCCO2)C2CCC(F)CC21,-113.75,396.789,406.4791638378404,9.69016383784043
CC(C(N)=O)N1CCC(C2CCCC(F)C2)C1,-113.76,380.891,398.9586408866824,18.0676408866824
N#CC1CN(CC2CCCC(F)C2)CCO1,-113.77,373.207,396.70979043478536,23.502790434785368
Cl.O=C(C1CNCCO1)N1CCCC1CC1CCCC(F)C1,-113.78,376.507,395.7637172586066,19.256717258606614
CC1CC(F)CC(C(=O)NC2(C(=O)O)CCC2)C1,-113.78,379.767,408.2045051522496,28.43750515224957
O=C(CS(=O)C1CCCCC1F)N1CCCCC1,-113.78,385.448,393.3318890223707,7.883889022370738
CC(NC(=O)C1COCCO1)C1CCC(F)CC1Cl,-113.78,390.424,383.0358251015677,-7.388174898432339
CN(C1CCC(F)CC1)S(=O)(=O)C1CC1,-113.8,380.87,403.81125334986143,22.941253349861427
O=C(C1CCOC1)N1CCN(CC2CCCC(F)C2)CC1,-113.8,380.937,390.4273136987806,9.490313698780596
CC1OCNC1C(=O)NC1CCC(C2CCCC(F)C2)C1,-113.82,378.166,393.32770288822974,15.16170288822974
CC1CCCNC1NS(=O)(=O)CC1CCCC(F)C1,-113.82,378.691,401.28555945159343,22.59455945159345
Cl.FC1CCCC(Cl)C1CC1CNC1,-113.82,391.114,385.83723298311696,-5.276767016883014
COC1CCC(C(=O)N2CCCN(C)CC2)C(F)C1,-113.85,379.861,384.9653731083101,5.104373108310142
CC(CC(=O)N1CCCC1)C1CCCC(F)C1,-113.86,378.738,382.3783334087274,3.640333408727429
OCC1COCCN1CC1CCCC(F)C1,-113.87,383.821,389.0479941148348,5.226994114834724
CC1CCC(C(=O)NC2(C3CCCC(F)C3)CC2)O1,-113.88,386.478,397.8114779391105,11.33347793911048
O=C(O)C1CC(-C2CCC(F)CC2)[NH]N1,-113.89,381.509,396.969740978283,15.460740978283011
NC1N[NH]C2CC(F)CCC12,-113.89,391.573,398.1762221656357,6.603222165635657
O=C(O)[C@@H]1C[C@H]1C1C(F)CCCC1Cl,-113.89,393.398,387.7084617546996,-5.689538245300412
CC1CC(F)CC(C(=O)N2CCCCC2C2NC[NH]N2)C1,-113.9,380.739,378.3312476618878,-2.407752338112175
FC1CCCC(Cl)C1CN1CCNC1,-113.9,388.592,395.89905830503744,7.307058305037458
O=C(C1CCCC1)N1CCOC2CCCC(F)C21,-113.9,394.668,394.1804957813508,-0.4875042186491782
CC1[NH]NCC1C(=O)N(C)CC1C(F)CCCC1Cl,-113.97,395.271,400.401887516158,5.130887516157998
CN(C(=O)C1CCCC(F)C1Cl)C1NCCCC1C#N,-113.99,367.385,394.1704985704383,26.78549857043828
CN(C(=O)C1CC(C2CCCC(F)C2)C1)[C@@H]1COC[C@H]1O,-113.99,378.891,393.7280493083814,14.83704930838138
O=C(NC1CCCNC1)NC1(C2CCCC(F)C2)CC1,-113.99,379.928,398.0607050549431,18.132705054943077
CC1CC(F)CCC1CN1CCC(C2NCCO2)CC1,-114.0,383.787,395.6902339317479,11.903233931747934
O=C(C1CCC(Cl)CC1F)N1CCCNCC1,-114.0,384.859,397.9459405864095,13.086940586409526
CN1CCN(S(C)(=O)=O)C2CCC(F)CC21,-114.01,382.208,389.17786379134577,6.969863791345745
CNC(=O)C1OCCC1-C1CCC(F)CC1,-114.02,378.253,391.4833658100956,13.230365810095575
O=C(CC1CCCC(F)C1)N1CCCCC1C1NCON1,-114.02,397.585,399.3428446282703,1.757844628270277
O=C([O-])CC1NC(-C2CCC(F)CC2)CS1.[Na+],-114.04,375.304,397.1585550902132,21.85455509021324
N#CC(NC(=O)C1CCCC(F)C1Cl)C1CC1,-114.04,403.855,397.2600823805403,-6.594917619459693
CC1CC(F)CC(C(=O)N2CCCC2C(=O)O)C1,-114.05,386.998,398.4870271622588,11.489027162258765
CC1CC(F)CC(NCC2NCCN2C)C1,-114.05,395.293,395.69408785255,0.4010878525500061
CC1CCC(S(=O)(=O)N(C)C2CCNCC2)CC1F.Cl,-114.06,397.783,397.3552159123672,-0.4277840876328582
CCCN1C(=O)NC(C)(C2CCC(F)CC2)C1=O,-114.07,379.183,398.3031137731565,19.120113773156504
CC1NC(C(=O)O)C(-C2CCC(F)CC2)S1,-114.08,381.92,380.722707588148,-1.197292411852061
N#CCCN1CCN(C(=O)C2CCC(Cl)CC2F)CC1,-114.08,382.945,385.5375298675141,2.592529867514088
CN1CC(OCC2CCC(F)CC2)CN1,-114.09,380.85,383.74379491662165,2.89379491662163
CC1CC(F)CC(NC2CCNC2=O)C1,-114.1,393.758,381.823735220986,-11.934264779013972
CN(C(=O)C1CCCC(F)C1Cl)C1CC2CCC(C1)N2.Cl,-114.11,374.96,387.3200811389913,12.360081138991347
FC1CCC(OC2NCCCN2)C(Cl)C1,-114.11,378.887,397.6996803482303,18.812680348230288
CC1CC(F)CC(NCC2CNCN2C)C1,-114.11,395.121,395.52213356851325,0.4011335685132735
FC1CCCC(CN2CCCC2C2NCCCN2)C1,-114.11,397.006,399.1873155326221,2.1813155326220794
O=C1NC2(CCCC2)C(=O)N1CC1C(F)CCCC1Cl,-114.12,398.818,405.4889537286202,6.670953728620191
CC12CCCN1C(=O)N(CCC1CCCC(F)C1)C2=O,-114.13,383.463,402.73959985974,19.27659985973997
Cl.FC1CC(Cl)C2C(C1)CNCC2,-114.14,400.099,398.3183234242801,-1.7806765757198946
CC1CCC(S(=O)(=O)N2CCNCC2)CC1F,-114.17,399.515,407.4025082822011,7.887508282201111
CN1CNCC1CCC(=O)N1CCOC2CC(F)CCC21,-114.18,391.858,397.0590632798217,5.20106327982171
CC1(C)CN(CC2CCC(C#N)CC2F)CCO1,-114.19,401.332,393.6698715451215,-7.662128454878484
Cl.NCCC1CCCCN1C(=O)C1CCC(Cl)CC1F,-114.21,370.747,386.6855577107082,15.93855771070821
CC1COCCN1C(=O)NC1CCC(F)CC1C#N,-114.21,401.013,389.4001526683274,-11.612847331672585
Cl.NC1NC(C(F)F)CS1,-114.22,279.4325,281.68698241393605,2.2544824139360458
CC1NC2CC(C(=O)O)C(F)CC2[NH]1,-114.23,387.253,389.3979699507312,2.144969950731252
CC1CN(C(=O)C2CCOCC2)C2CCC(F)CC2O1,-114.26,387.938,393.0355315275162,5.097531527516196
C[C@@H]1CN(C(=O)C2CCCC(F)C2Cl)C[C@H]1C(N)=O,-114.27,385.544,399.9156226259609,14.371622625960924
CCN(C1CC1)S(=O)(=O)C1CC(C)CCC1F,-114.27,385.932,405.9859639025789,20.053963902578914
CN1CCC(N(C)C(=O)CC2CCCC(F)C2)C1=O,-114.27,387.403,386.2286601500493,-1.1743398499507407
CNCC1CCN(S(=O)(=O)C2CCC(C)C(F)C2)C1,-114.27,408.058,403.5496185436895,-4.508381456310531
O=C(CN1CNCN1)NC1CCSC2C(F)CCCC21,-114.28,401.607,392.426424395476,-9.180575604523996
CC1N[NH]CC1NC(=O)C1(C2CCC(F)CC2)CC1,-114.3,377.546,395.5384110750108,17.992411075010807
COC1CCC(C(=O)N(C)C2CCCC2)C(F)C1,-114.3,386.029,393.9760567705298,7.947056770529798
Cl.O=C(O)C1CCC(F)C2C1CNCC2,-114.3,411.312,390.006472131991,-21.305527868008998
CC1CN(C(=O)NCCC2CCCC(F)C2)CC(C)O1,-114.31,381.474,399.5866504451952,18.112650445195182
NC(=O)C1CNC(NC(=O)C2CCCCC2F)S1,-114.31,389.922,391.9856553667432,2.0636553667432054
CC1CC(NC(=O)C2CCCCC2F)N(C)N1,-114.32,383.411,390.6247284505719,7.213728450571864
CC1CC(F)CC(C(=O)NC2(C(=O)O)CC2)C1,-114.33,373.781,384.445289326617,10.664289326616997
N#CC1CC(F)CCC1NC(=O)N1CCOCC1,-114.34,375.366,387.5896387015309,12.223638701530945
CCOC1CC(F)CCC1NC(=O)N1CCOCC1,-114.34,387.771,398.09716786451696,10.326167864516949
CC(C)(O)C1CCCN1C(=O)C1CCCC(F)C1Cl,-114.34,390.988,394.9865517839133,3.998551783913342
O=C(C1CCC(-C2CCCCC2F)O1)N1CCOCC1,-114.35,379.837,395.2306630148361,15.393663014836136
CC1(C(=O)O)CCN(C(=O)C2CCCC(F)C2Cl)C1,-114.35,403.281,402.0111720505375,-1.269827949462524
CC(=O)N1CCC(N)C2CCC(F)CC2C1.Cl,-114.36,403.678,408.3541407609331,4.676140760933095
O=C(NC1CCCCC1CO)C1CCCC(F)C1Cl,-114.37,383.102,391.78045001938153,8.678450019381557
CCOC1CC(F)CCC1NC(=O)N1CCSCC1,-114.37,387.809,385.7269441905028,-2.0820558094972625
CC1CN(C(=O)NC2CCC(F)CC2Cl)CC(C)O1,-114.37,389.925,402.85594570771786,12.930945707717854
O=C(NCCC1C(F)CCCC1Cl)N1CCOCC1,-114.39,400.511,396.7284068813679,-3.782593118632178
CC1CCC(S(=O)(=O)NC2CCOC(C)C2)CC1F,-114.39,400.663,406.17049088975295,5.507490889752944
O=C(O)C1CC(-C2CCCCC2F)NO1,-114.4,397.346,400.488831235686,3.1428312356860038
O=C1CN(C(=O)NCCC2C(F)CCCC2Cl)CCN1,-114.44,386.7,394.1636060536783,7.463606053678291
CC(C)(O)C(=O)N1CCC(O)(CC2CCCC(F)C2)CC1,-114.45,377.762,394.7804033113009,17.018403311300915
CC(C)(C(=O)N1CC(N2CCNC2)C1)C1CCCCC1F,-114.47,377.776,405.19886164082095,27.42286164082094
CC1NOC(C)C1CC(=O)NC1CCC(Cl)C(F)C1,-114.47,389.232,409.2253334388494,19.99333343884939
NC1CCCN(C2CCC(F)CC2)C1=O,-114.5,378.666,393.2174573783631,14.551457378363068
CC1CCCN(C(=O)CNC(=O)C2CCCCC2F)C1,-114.52,389.936,396.963318856561,7.02731885656101
FC1CCCCC1-C1NNN[NH]1,-114.53,393.561,403.93264102353146,10.37164102353148
CN(CC1CNN(C)C1)C(=O)NC1CCC(F)CC1Cl,-114.53,399.301,393.04748328701226,-6.253516712987732
N#CC1CCC(CN2CCN3CCNC3C2)C(F)C1,-114.53,401.409,401.2994774220186,-0.1095225779813517
O=C(C1CCN(-C2CCC(F)CC2)N1)N1CCCCO1,-114.55,401.709,399.0504114883,-2.658588511700032
CC1CC(C2CCCN2CC2CCC(C#N)CC2F)NO1,-114.57,408.698,403.2158433744741,-5.4821566255258745
NC(=O)C1(C2CCC(F)CC2)CC1,-114.58,386.231,389.46778276132886,3.236782761328868
CNC(C1CCC(F)CC1)C1CNCCN1,-114.6,375.728,381.6116512934917,5.88365129349171
CCC1CN(C(=O)C2C(F)CCCC2Cl)CCO1,-114.6,387.102,381.6541676660566,-5.447832333943381
N#CC1CC(F)CCC1NC(=O)N1CCCC1,-114.63,388.467,388.2477632655675,-0.2192367344324566
CN1CNC(NC(=O)C2CCCCC2F)N1,-114.65,381.23,390.5030106478943,9.273010647894296
O=C(C1CCC1)N1CCOC2CC(F)CCC21,-114.68,394.817,395.3830146867831,0.5660146867830917
N#CCCCS(=O)(=O)N1CCC2CCC(F)CC21,-114.69,382.3,406.37600255579184,24.07600255579183
CNC1CCCN(S(=O)(=O)C2CC(C)CCC2F)C1.Cl,-114.69,400.698,406.12439690439743,5.42639690439745
CCC(=O)N1CCC(NC(=O)N(C)C2CCC(F)CC2)C1,-114.71,377.643,386.2264477437794,8.583447743779402
Cl.O=C(O)C1CC(F)CC2C1CNCC2,-114.75,369.347,392.4172649409312,23.070264940931224
CC(=O)N1CC(NC(=O)C2CCC(Cl)C(F)C2)C1,-114.78,385.533,392.04323146372286,6.510231463722846
NC(C1CCC(F)CC1)C1CCC1,-114.78,386.26,393.0444350527394,6.784435052739411
O=C(C1C(F)CCCC1Cl)N1CCC2CNCCC21,-114.84,401.499,400.3643367212,-1.1346632788000193
CC(=O)NC1CCN(C(=O)C2CCC(F)C(C)C2)CC1,-114.85,391.357,400.34457226034,8.987572260340016
COC(C)(C(=O)N1CCN2NCCC21)C1CCCCC1F,-114.87,397.036,395.7048998547539,-1.3311001452461255
O=C1C2CCCN2C(=O)N1CC1CCC(F)CC1,-114.89,377.542,399.3667949627733,21.824794962773357
CN1CCC(C(=O)NCC2CCC(F)CC2)CC1=O,-114.9,385.76,387.3302015300744,1.570201530074371
CC(=O)N1CCC2C(Cl)CC(F)CC2C1,-114.91,387.865,395.3834039053547,7.518403905354717
CC1(C2CC2)NC(=O)N(CC2CCC(F)CC2)C1=O,-114.92,385.999,411.70459922287296,25.705599222872934
O=C(NCC1(O)CCCC1)C1CCC(Cl)C(F)C1,-114.93,374.309,392.9965383270643,18.68753832706426
CC1OCNC1CNC(=O)C1C(F)CCCC1Cl,-114.93,398.424,407.6146142929401,9.190614292940154
O=C(NC1CC[NH]N1)C1CCCCC1F,-114.94,385.392,395.2446411581259,9.852641158125891
CC1(C)NC(=O)N(CC2CCC(F)CC2)C1=O,-114.95,386.615,398.7672511196437,12.152251119643722
CN1CC(C(=O)N2CCOC3CC(F)CCC32)CCC1=O,-114.99,372.991,390.8083892364475,17.817389236447525
CN1CC(=O)N(CC2CC(F)CCC2Cl)C1=O,-115.0,381.431,392.4330307224327,11.00203072243272
N#CC1CC(F)CCC1NC(=O)NCC1CCNCC1,-115.02,382.751,388.8436444212848,6.092644421284774
O=C(NCC1CCCNC1)C1C(F)CCCC1Cl,-115.03,393.4,399.6889588332241,6.288958833224115
CN1C(=O)N(CC2CCC(F)CC2)C(=O)C12CCCCC2,-115.04,380.948,387.8704482702925,6.922448270292534
CN1CCC(NC(=O)NC2CCC(Cl)C(F)C2)C1=O,-115.04,389.151,400.0285840360373,10.87758403603732
CC(NC(=O)C1C(F)CCCC1Cl)C1CCCO1,-115.04,393.447,403.9595255288984,10.512525528898436
O=C(NCC1CCCS1)C1CCCCC1F,-115.05,384.891,396.891934147042,12.00093414704196
FC1CCC(C2CNCCN2)CC1,-115.07,377.951,390.705663231888,12.754663231888005
O=C1NC(=O)N(C2CCC(Cl)C(F)C2)C1=O,-115.09,385.605,397.66017626550655,12.055176265506532
O=C1NC(C2CCC(F)CC2)C12CCC2,-115.09,387.403,393.2064651389484,5.803465138948354
CC1CCC(F)CC1S(=O)(=O)N1CCN[C@H](C)C1.Cl,-115.09,397.351,404.0793363155235,6.7283363155235065
CC1CCC(OCC2NCNN2C)CC1F,-115.1,368.462,378.0052204526017,9.543220452601702
O=C1NC(=O)C(C2CCC(Cl)C(F)C2)N1,-115.11,385.37,392.4621521072288,7.092152107228799
NC(=O)N1CCC2C(Cl)CC(F)CC2C1,-115.11,394.736,384.325802031694,-10.410197968305964
