SMILES,shift_value,shielding_value,recomputed_shielding_value,delta_sigma
O=C(N1CCN(C2CC2)CC1)C1(C2CCCC(F)C2)CC1,-112.91,379.608,384.094,4.48599999999999
CC1SCCN(C(=O)NC2CCCC(F)C2)C1C,-112.92,377.843,396.99,19.14699999999999
O=C(C1CCC(F)C(Cl)C1)N1CCC(CO)C1,-112.94,384.776,384.776,0.0
CN(CC1CCCC(F)C1)C(=O)C1CCCC(C#N)C1,-112.96,387.01,398.873,11.863
CC1OC(-C2CCCCC2F)NC1C(=O)N1CCCCC1,-112.97,379.568,381.384,1.816000000000031
CCN1NNC(C)C1C(=O)N1CCC2CCCC(F)C21,-112.97,390.606,396.144,5.538000000000011
NC(C1CCCC(F)C1)C1CCCCN1,-112.99,374.043,397.29,23.24700000000001
CC1NCSC1C(=O)N(C)CC1CCCC(F)C1,-113.0,387.041,385.68,-1.36099999999999
O=C(CC1C(F)CCCC1Cl)NC1NCCCC1O,-113.0,394.267,367.161,-27.105999999999995
CC1CC(N2CCOC(C3CCCC(F)C3)C2)CCN1,-113.02,396.449,380.116,-16.333000000000027
O=C1C2CCCN2C(=O)N1CC1CCCC(F)C1,-113.03,387.195,397.827,10.632000000000003
CC1CNN(C)C1CNC1CCCC(F)C1,-113.03,397.641,398.726,1.0849999999999795
O=C(NC1CCCOC1)C1CNCN1-C1CCC(F)CC1,-113.06,387.77,387.778,0.0080000000000381
CC1CC(C(=O)NC2(C(=O)O)CC2)CCC1F,-113.06,391.438,390.685,-0.7529999999999859
CN1C(=O)N(CC2CCCC(F)C2)C(=O)C12CCCCC2,-113.07,390.264,397.71,7.4459999999999695
O=C(C1CCC(O)NC1)N1CCCC1C1CCCC(F)C1,-113.08,381.291,383.488,2.1970000000000027
OCC1(C2CCCC(F)C2)CCNC1,-113.09,386.097,397.863,11.76600000000002
O=S1(=O)CC2CCC(F)CC2N1,-113.09,402.565,388.973,-13.591999999999985
CCN(C(=O)C1CCOC1)C1CCC(Cl)C(F)C1,-113.1,385.88,384.786,-1.093999999999994
CC1CNC(CNC2CCCC(F)C2)NC1,-113.1,390.474,391.159,0.6850000000000023
FC1CCC2NCCCC2C1,-113.14,383.889,386.428,2.5389999999999877
CC1(C)CNC(=O)CN1C(=O)C1CCC(F)C(Cl)C1,-113.14,387.731,385.302,-2.4289999999999736
FC1CCCC(-C2CC[NH]N2)C1,-113.15,381.21,384.884,3.674000000000035
O=C(N1CC2CCC1C2)C1(C2CCCC(F)C2)CC1,-113.15,383.739,397.384,13.64500000000004
O=C(NC1CCOCC1)C1CNCN1-C1CCC(F)CC1,-113.16,381.945,387.755,5.810000000000002
CC1CC(F)CC(C(=O)N2CCCSCC2)C1,-113.19,395.874,395.874,0.0
CC1CCCN(CC2CCCC(F)C2)C1=O,-113.19,397.854,397.854,0.0
O=C(O)C1CC2CCCNC2CC1F,-113.19,399.892,399.892,0.0
NC(=O)C1(C2CCCC(F)C2)CCC1,-113.2,398.055,398.259,0.2040000000000077
CC1CC(C(=O)N2CCCC(C(=O)O)C2)C(Cl)CC1F,-113.22,378.635,412.043,33.408000000000015
CCN(C(=O)C1CCCO1)C1CCC(F)CC1,-113.22,399.023,399.077,0.0539999999999736
O=C(O)C1CSC(C2CCC(F)CC2)N1,-113.23,379.685,386.004,6.319000000000017
CCN(C(=O)C1CCN(C)C(=O)C1)C1CCC(F)CC1,-113.24,384.442,401.594,17.151999999999987
CS(=O)(=O)NC(C1CCCC(F)C1)C1CCCC1,-113.24,396.911,397.017,0.1059999999999945
CC1(C)COC(C2CCCC(F)C2)CN1,-113.25,384.477,384.447,-0.0299999999999727
CN(C(=O)C1CCN2CCNC2C1)C1CCC(F)CC1,-113.26,377.998,401.502,23.50400000000002
N#CCC(=O)NC1N[NH]C2CC(F)CCC12,-113.26,379.337,387.232,7.895000000000039
CCN1C(=O)C(=O)N(CC2CCCC(F)C2)C1=O,-113.26,385.15,397.977,12.826999999999998
CS(=O)(=O)NCC1(C2CCCC(F)C2)CCOCC1,-113.27,398.042,396.66,-1.3819999999999482
O=C(CC1C(F)CCCC1Cl)NC1NCCCN1,-113.28,377.416,398.544,21.127999999999982
CC(NC(=O)C1CCCO1)C1CCCC(F)C1,-113.28,388.288,398.091,9.802999999999995
CCS(=O)(=O)NC1CNCCC1-C1CCCC(F)C1,-113.28,397.031,383.17,-13.86099999999999
FC1CC(CN2CCN(C3CC3)CC2)C2NCCCC2C1,-113.29,380.373,382.152,1.7789999999999964
O=C(C1CNCN1-C1CCC(F)CC1)N1CCCC1,-113.3,379.408,400.503,21.09499999999997
NC(=O)C1(C2CCCC(F)C2)CCCC1,-113.31,383.215,397.54,14.325000000000044
CC(=O)NC1CCC(F)CC1NC1CC1,-113.32,386.085,386.085,0.0
CC(NC(=O)NC1NCCS1)C1CCCC(F)C1,-113.33,380.711,383.901,3.1899999999999977
CN1C(=O)C[C@H](C(=O)O)[C@H]1C1CCCC(F)C1,-113.35,381.731,398.024,16.293000000000006
CC1(C2CCCC(F)C2)CCNC1,-113.36,382.51,382.923,0.4130000000000109
Cl.NC1CCC2CC(F)CCC21,-113.36,382.725,381.389,-1.3360000000000127
CN(CC1CCC(F)CC1Cl)C(=O)C1(N)CCCC1.Cl,-113.39,386.099,388.075,1.975999999999999
O=C(NC1CCCNC1)N1CCC(C2CCCC(F)C2)C1,-113.4,373.62,383.713,10.093000000000018
O=C(C1CCCCN1)N1CCOC(C2CCC(F)CC2)C1,-113.4,382.815,385.416,2.600999999999999
NC1NCNCC1-C1CCC(F)CC1,-113.41,379.435,400.922,21.487000000000023
CC1CC(F)CC(C(=O)NCC2CCCNC2)C1,-113.41,388.852,395.867,7.015000000000043
CNC(=O)N1CC=C(C2CCCCC2F)C1,-113.41,395.423,379.659,-15.76400000000001
OCC1NC(CC2CCCC(F)C2)NO1,-113.41,397.095,397.118,0.0229999999999677
NC1CCNN1-C1CCC(F)CC1,-113.42,387.409,399.976,12.567000000000007
CC1CC(S(=O)(=O)NC2CCOC2)CC(C)C1F,-113.42,405.887,422.011,16.124000000000024
O=C1NCCN1CC1CCCC(F)C1,-113.44,386.812,398.171,11.35899999999998
CC1CC(F)CC(C(=O)NC(C)C2NCON2)C1,-113.44,392.383,395.592,3.209000000000003
CC(=O)N(CC1CCCS1)C1CCC(F)CC1,-113.45,380.816,388.576,7.760000000000048
O=C(NCC1CCCC(F)C1)NC1NCCS1,-113.45,384.679,383.806,-0.8729999999999905
CC(C)C(=O)N1CCN(C(=O)CC2CCCC(F)C2)CC1,-113.45,397.483,397.673,0.1899999999999977
CC1CC(C(=O)N(C)C2CCC(F)CC2)CC(O)N1,-113.46,384.541,388.305,3.76400000000001
O=S(=O)(CC1CCC(F)CC1)N1CCCC1,-113.46,386.746,400.852,14.105999999999996
CCN(C(=O)C1CC(=O)NC2CC(F)CCC21)C1CC1,-113.47,387.161,389.071,1.910000000000025
N#CC1CCC(C(=O)NCC2CCCC(F)C2)CC1,-113.48,379.444,398.162,18.71799999999996
COC1CC(F)CCC1NC(=O)C1CCC1,-113.48,381.122,387.024,5.901999999999987
NS(=O)(=O)C1CC2C(CC1F)NC(=O)CC2,-113.48,383.086,405.571,22.485000000000014
CC(C)(N)C(=O)N1CCOC(C2CCC(F)CC2)C1,-113.5,377.669,399.893,22.22399999999999
O=S(=O)(NCC1CCCC(F)C1)C1CC1,-113.5,379.942,398.87,18.928
CC1CC(F)CC(C(=O)N[C@@H]2C[C@H]2CO)C1,-113.5,380.725,386.515,5.789999999999964
COC1CC(F)CCC1NC(=O)C1CCCN1C,-113.52,387.548,396.358,8.810000000000002
O=C(CC1CCCC(F)C1)N1CC2(CC2)C1,-113.53,376.976,384.565,7.588999999999999
CN1CCC(NC(=O)CC2CCCC(F)C2)N1,-113.53,379.517,373.14,-6.3770000000000095
CC(=O)NC1CCCN(C(C)C2CCCC(F)C2)C1,-113.53,386.8,383.388,-3.4120000000000346
NC(=O)C(C1CCC(F)CC1)N1CCCCC1,-113.56,377.861,399.663,21.80200000000002
O=C(C1CCC1)N1CCOC(C2CCC(F)CC2)C1,-113.56,400.192,385.042,-15.150000000000034
O=C(NCC1CCCC(F)C1)N1CCCO1,-113.57,383.795,383.849,0.0539999999999736
O=C(CC1CCCC(F)C1)NC1CCC(O)CC1,-113.58,386.525,385.748,-0.7769999999999868
O=C(CC1CCCC(F)C1)N1CCC1,-113.59,397.641,399.974,2.33299999999997
CC(C)(O)C1CCCN1C(=O)CC1CCC(F)CC1Cl,-113.6,389.915,388.05,-1.865000000000009
NC1CNCCC1-C1CCC(F)CC1,-113.62,381.2,384.904,3.704000000000008
CNC1CCCN(C(=O)CC2C(F)CCCC2Cl)C1.Cl,-113.65,373.934,373.934,0.0
CC1CCN(S(C)(=O)=O)C1C1CCCC(F)C1,-113.65,378.959,397.518,18.55899999999997
O=C(NCC1CCCC(F)C1)C1(O)CCC1,-113.65,383.891,398.404,14.512999999999977
Cl.FC1CCCC(CC2C[NH]CN2)C1,-113.65,387.455,387.455,0.0
CC1NCCCC1NS(=O)(=O)CC1CCCC(F)C1,-113.66,380.061,398.185,18.124000000000024
CC1CC(C2CCCC(F)C2)N(CC(N)=O)C1,-113.66,382.799,397.195,14.396000000000017
Cl.NC1CCCC(C(=O)NCC2CCCC(F)C2)C1,-113.68,372.349,384.833,12.484000000000036
NC(=O)N(CC1CCCC(F)C1)C1CC1,-113.69,384.649,399.774,15.125
CC1(NC(=O)CC2CCCC(F)C2)CCS(=O)(=O)C1,-113.7,387.775,383.856,-3.918999999999983
CN(CC1C(F)CCCC1Cl)C(=O)C1CCCO1,-113.72,384.876,391.204,6.328000000000031
CCCC1C(N)CNN1-C1CCC(F)CC1.Cl,-113.73,383.001,383.001,0.0
O=C(NCC1CCCC(F)C1)N[C@@H]1C[C@H]2CC[C@@H]1O2,-113.73,389.85,398.539,8.688999999999965
N#C[C@H]1CC[C@@H](NCC2CCCC(F)C2)C1,-113.73,396.709,397.762,1.0529999999999973
CN1CCN(C(=O)C2CCCO2)C2CCC(F)CC21,-113.75,396.789,393.216,-3.572999999999979
CC(C(N)=O)N1CCC(C2CCCC(F)C2)C1,-113.76,380.891,398.282,17.390999999999963
N#CC1CN(CC2CCCC(F)C2)CCO1,-113.77,373.207,397.795,24.588000000000022
Cl.O=C(C1CNCCO1)N1CCCC1CC1CCCC(F)C1,-113.78,376.507,387.878,11.37099999999998
CC1CC(F)CC(C(=O)NC2(C(=O)O)CCC2)C1,-113.78,379.767,386.63,6.863
O=C(CS(=O)C1CCCCC1F)N1CCCCC1,-113.78,385.448,388.169,2.721000000000004
CC(NC(=O)C1COCCO1)C1CCC(F)CC1Cl,-113.78,390.424,396.183,5.759000000000015
CN(C1CCC(F)CC1)S(=O)(=O)C1CC1,-113.8,380.87,400.93,20.06
O=C(C1CCOC1)N1CCN(CC2CCCC(F)C2)CC1,-113.8,380.937,397.517,16.579999999999984
CC1OCNC1C(=O)NC1CCC(C2CCCC(F)C2)C1,-113.82,378.166,397.505,19.339
CC1CCCNC1NS(=O)(=O)CC1CCCC(F)C1,-113.82,378.691,399.825,21.13400000000001
Cl.FC1CCCC(Cl)C1CC1CNC1,-113.82,391.114,430.412,39.298
COC1CCC(C(=O)N2CCCN(C)CC2)C(F)C1,-113.85,379.861,390.535,10.674000000000037
CC(CC(=O)N1CCCC1)C1CCCC(F)C1,-113.86,378.738,383.023,4.285000000000025
OCC1COCCN1CC1CCCC(F)C1,-113.87,383.821,389.705,5.883999999999958
CC1CCC(C(=O)NC2(C3CCCC(F)C3)CC2)O1,-113.88,386.478,398.168,11.689999999999998
O=C(O)C1CC(-C2CCC(F)CC2)[NH]N1,-113.89,381.509,400.055,18.545999999999992
NC1N[NH]C2CC(F)CCC12,-113.89,391.573,395.317,3.744000000000028
O=C(O)[C@@H]1C[C@H]1C1C(F)CCCC1Cl,-113.89,393.398,406.759,13.36099999999999
CC1CC(F)CC(C(=O)N2CCCCC2C2NC[NH]N2)C1,-113.9,380.739,381.37,0.6310000000000286
FC1CCCC(Cl)C1CN1CCNC1,-113.9,388.592,403.635,15.043000000000006
O=C(C1CCCC1)N1CCOC2CCCC(F)C21,-113.9,394.668,396.66,1.9920000000000184
CC1[NH]NCC1C(=O)N(C)CC1C(F)CCCC1Cl,-113.97,395.271,391.716,-3.555000000000007
CN(C(=O)C1CCCC(F)C1Cl)C1NCCCC1C#N,-113.99,367.385,378.029,10.644000000000004
CN(C(=O)C1CC(C2CCCC(F)C2)C1)[C@@H]1COC[C@H]1O,-113.99,378.891,397.935,19.043999999999983
O=C(NC1CCCNC1)NC1(C2CCCC(F)C2)CC1,-113.99,379.928,381.361,1.4329999999999927
CC1CC(F)CCC1CN1CCC(C2NCCO2)CC1,-114.0,383.787,384.29,0.5030000000000427
O=C(C1CCC(Cl)CC1F)N1CCCNCC1,-114.0,384.859,387.87,3.011000000000024
CN1CCN(S(C)(=O)=O)C2CCC(F)CC21,-114.01,382.208,397.664,15.45599999999996
CNC(=O)C1OCCC1-C1CCC(F)CC1,-114.02,378.253,385.314,7.061000000000036
O=C(CC1CCCC(F)C1)N1CCCCC1C1NCON1,-114.02,397.585,383.638,-13.947000000000005
O=C([O-])CC1NC(-C2CCC(F)CC2)CS1.[Na+],-114.04,375.304,401.005,25.701000000000025
N#CC(NC(=O)C1CCCC(F)C1Cl)C1CC1,-114.04,403.855,387.935,-15.920000000000016
CC1CC(F)CC(C(=O)N2CCCC2C(=O)O)C1,-114.05,386.998,394.909,7.911000000000001
CC1CC(F)CC(NCC2NCCN2C)C1,-114.05,395.293,394.514,-0.7789999999999964
CC1CCC(S(=O)(=O)N(C)C2CCNCC2)CC1F.Cl,-114.06,397.783,410.606,12.82299999999998
CCCN1C(=O)NC(C)(C2CCC(F)CC2)C1=O,-114.07,379.183,400.185,21.00200000000001
CC1NC(C(=O)O)C(-C2CCC(F)CC2)S1,-114.08,381.92,385.555,3.634999999999991
N#CCCN1CCN(C(=O)C2CCC(Cl)CC2F)CC1,-114.08,382.945,389.089,6.1440000000000055
CN1CC(OCC2CCC(F)CC2)CN1,-114.09,380.85,384.917,4.06699999999995
CC1CC(F)CC(NC2CCNC2=O)C1,-114.1,393.758,388.128,-5.629999999999996
CN(C(=O)C1CCCC(F)C1Cl)C1CC2CCC(C1)N2.Cl,-114.11,374.96,374.96,0.0
FC1CCC(OC2NCCCN2)C(Cl)C1,-114.11,378.887,398.412,19.524999999999977
CC1CC(F)CC(NCC2CNCN2C)C1,-114.11,395.121,395.153,0.0320000000000391
FC1CCCC(CN2CCCC2C2NCCCN2)C1,-114.11,397.006,397.394,0.3880000000000336
O=C1NC2(CCCC2)C(=O)N1CC1C(F)CCCC1Cl,-114.12,398.818,406.49,7.6720000000000255
CC12CCCN1C(=O)N(CCC1CCCC(F)C1)C2=O,-114.13,383.463,397.39,13.926999999999964
Cl.FC1CC(Cl)C2C(C1)CNCC2,-114.14,400.099,383.622,-16.476999999999975
CC1CCC(S(=O)(=O)N2CCNCC2)CC1F,-114.17,399.515,409.952,10.437000000000012
CN1CNCC1CCC(=O)N1CCOC2CC(F)CCC21,-114.18,391.858,394.918,3.0600000000000023
CC1(C)CN(CC2CCC(C#N)CC2F)CCO1,-114.19,401.332,414.267,12.935000000000002
Cl.NCCC1CCCCN1C(=O)C1CCC(Cl)CC1F,-114.21,370.747,370.747,0.0
CC1COCCN1C(=O)NC1CCC(F)CC1C#N,-114.21,401.013,393.442,-7.5709999999999695
Cl.NC1NC(C(F)F)CS1,-114.22,279.4325,279.4325,0.0
CC1NC2CC(C(=O)O)C(F)CC2[NH]1,-114.23,387.253,387.253,0.0
CC1CN(C(=O)C2CCOCC2)C2CCC(F)CC2O1,-114.26,387.938,388.997,1.059000000000026
C[C@@H]1CN(C(=O)C2CCCC(F)C2Cl)C[C@H]1C(N)=O,-114.27,385.544,388.799,3.2549999999999955
CCN(C1CC1)S(=O)(=O)C1CC(C)CCC1F,-114.27,385.932,386.737,0.8050000000000068
CN1CCC(N(C)C(=O)CC2CCCC(F)C2)C1=O,-114.27,387.403,383.81,-3.5930000000000177
CNCC1CCN(S(=O)(=O)C2CCC(C)C(F)C2)C1,-114.27,408.058,391.998,-16.060000000000002
O=C(CN1CNCN1)NC1CCSC2C(F)CCCC21,-114.28,401.607,390.122,-11.485000000000014
CC1N[NH]CC1NC(=O)C1(C2CCC(F)CC2)CC1,-114.3,377.546,401.196,23.650000000000038
COC1CCC(C(=O)N(C)C2CCCC2)C(F)C1,-114.3,386.029,384.847,-1.1820000000000164
Cl.O=C(O)C1CCC(F)C2C1CNCC2,-114.3,411.312,413.123,1.8109999999999784
CC1CN(C(=O)NCCC2CCCC(F)C2)CC(C)O1,-114.31,381.474,383.905,2.430999999999983
NC(=O)C1CNC(NC(=O)C2CCCCC2F)S1,-114.31,389.922,395.655,5.732999999999947
CC1CC(NC(=O)C2CCCCC2F)N(C)N1,-114.32,383.411,384.449,1.038000000000011
CC1CC(F)CC(C(=O)NC2(C(=O)O)CC2)C1,-114.33,373.781,383.889,10.108000000000004
N#CC1CC(F)CCC1NC(=O)N1CCOCC1,-114.34,375.366,393.558,18.192000000000007
CCOC1CC(F)CCC1NC(=O)N1CCOCC1,-114.34,387.771,387.873,0.1019999999999754
CC(C)(O)C1CCCN1C(=O)C1CCCC(F)C1Cl,-114.34,390.988,401.932,10.944000000000017
O=C(C1CCC(-C2CCCCC2F)O1)N1CCOCC1,-114.35,379.837,406.203,26.365999999999985
CC1(C(=O)O)CCN(C(=O)C2CCCC(F)C2Cl)C1,-114.35,403.281,388.779,-14.50200000000001
CC(=O)N1CCC(N)C2CCC(F)CC2C1.Cl,-114.36,403.678,385.651,-18.026999999999987
O=C(NC1CCCCC1CO)C1CCCC(F)C1Cl,-114.37,383.102,404.039,20.93700000000001
CCOC1CC(F)CCC1NC(=O)N1CCSCC1,-114.37,387.809,398.585,10.775999999999954
CC1CN(C(=O)NC2CCC(F)CC2Cl)CC(C)O1,-114.37,389.925,398.184,8.259000000000015
O=C(NCCC1C(F)CCCC1Cl)N1CCOCC1,-114.39,400.511,390.586,-9.925000000000011
CC1CCC(S(=O)(=O)NC2CCOC(C)C2)CC1F,-114.39,400.663,409.626,8.962999999999965
O=C(O)C1CC(-C2CCCCC2F)NO1,-114.4,397.346,394.271,-3.0749999999999886
O=C1CN(C(=O)NCCC2C(F)CCCC2Cl)CCN1,-114.44,386.7,399.117,12.41700000000003
CC(C)(O)C(=O)N1CCC(O)(CC2CCCC(F)C2)CC1,-114.45,377.762,380.715,2.9529999999999745
CC(C)(C(=O)N1CC(N2CCNC2)C1)C1CCCCC1F,-114.47,377.776,408.63,30.853999999999985
CC1NOC(C)C1CC(=O)NC1CCC(Cl)C(F)C1,-114.47,389.232,385.047,-4.185000000000002
NC1CCCN(C2CCC(F)CC2)C1=O,-114.5,378.666,401.303,22.637
CC1CCCN(C(=O)CNC(=O)C2CCCCC2F)C1,-114.52,389.936,380.299,-9.637
FC1CCCCC1-C1NNN[NH]1,-114.53,393.561,393.656,0.0950000000000272
CN(CC1CNN(C)C1)C(=O)NC1CCC(F)CC1Cl,-114.53,399.301,399.583,0.2820000000000391
N#CC1CCC(CN2CCN3CCNC3C2)C(F)C1,-114.53,401.409,403.211,1.802000000000021
O=C(C1CCN(-C2CCC(F)CC2)N1)N1CCCCO1,-114.55,401.709,385.784,-15.925000000000011
CC1CC(C2CCCN2CC2CCC(C#N)CC2F)NO1,-114.57,408.698,406.004,-2.69399999999996
NC(=O)C1(C2CCC(F)CC2)CC1,-114.58,386.231,401.553,15.322000000000005
CNC(C1CCC(F)CC1)C1CNCCN1,-114.6,375.728,400.202,24.47399999999999
CCC1CN(C(=O)C2C(F)CCCC2Cl)CCO1,-114.6,387.102,384.527,-2.5749999999999886
N#CC1CC(F)CCC1NC(=O)N1CCCC1,-114.63,388.467,389.558,1.0910000000000082
CN1CNC(NC(=O)C2CCCCC2F)N1,-114.65,381.23,379.021,-2.209000000000003
O=C(C1CCC1)N1CCOC2CC(F)CCC21,-114.68,394.817,394.817,0.0
N#CCCCS(=O)(=O)N1CCC2CCC(F)CC21,-114.69,382.3,386.594,4.293999999999983
CNC1CCCN(S(=O)(=O)C2CC(C)CCC2F)C1.Cl,-114.69,400.698,393.589,-7.1089999999999804
CCC(=O)N1CCC(NC(=O)N(C)C2CCC(F)CC2)C1,-114.71,377.643,399.086,21.44300000000004
Cl.O=C(O)C1CC(F)CC2C1CNCC2,-114.75,369.347,405.401,36.05400000000003
CC(=O)N1CC(NC(=O)C2CCC(Cl)C(F)C2)C1,-114.78,385.533,386.582,1.0489999999999782
NC(C1CCC(F)CC1)C1CCC1,-114.78,386.26,384.892,-1.367999999999995
O=C(C1C(F)CCCC1Cl)N1CCC2CNCCC21,-114.84,401.499,383.105,-18.394000000000005
CC(=O)NC1CCN(C(=O)C2CCC(F)C(C)C2)CC1,-114.85,391.357,387.241,-4.116000000000042
COC(C)(C(=O)N1CCN2NCCC21)C1CCCCC1F,-114.87,397.036,405.091,8.055000000000007
O=C1C2CCCN2C(=O)N1CC1CCC(F)CC1,-114.89,377.542,400.354,22.81200000000001
CN1CCC(C(=O)NCC2CCC(F)CC2)CC1=O,-114.9,385.76,400.099,14.339
CC(=O)N1CCC2C(Cl)CC(F)CC2C1,-114.91,387.865,394.852,6.986999999999966
CC1(C2CC2)NC(=O)N(CC2CCC(F)CC2)C1=O,-114.92,385.999,400.409,14.409999999999968
O=C(NCC1(O)CCCC1)C1CCC(Cl)C(F)C1,-114.93,374.309,388.393,14.083999999999946
CC1OCNC1CNC(=O)C1C(F)CCCC1Cl,-114.93,398.424,388.685,-9.738999999999976
O=C(NC1CC[NH]N1)C1CCCCC1F,-114.94,385.392,377.814,-7.5779999999999745
CC1(C)NC(=O)N(CC2CCC(F)CC2)C1=O,-114.95,386.615,400.417,13.801999999999964
CN1CC(C(=O)N2CCOC3CC(F)CCC32)CCC1=O,-114.99,372.991,392.453,19.46199999999999
CN1CC(=O)N(CC2CC(F)CCC2Cl)C1=O,-115.0,381.431,397.824,16.39300000000003
N#CC1CC(F)CCC1NC(=O)NCC1CCNCC1,-115.02,382.751,393.085,10.334000000000003
O=C(NCC1CCCNC1)C1C(F)CCCC1Cl,-115.03,393.4,384.795,-8.604999999999961
CN1C(=O)N(CC2CCC(F)CC2)C(=O)C12CCCCC2,-115.04,380.948,385.9,4.951999999999998
CN1CCC(NC(=O)NC2CCC(Cl)C(F)C2)C1=O,-115.04,389.151,386.448,-2.703000000000032
CC(NC(=O)C1C(F)CCCC1Cl)C1CCCO1,-115.04,393.447,395.681,2.2339999999999804
O=C(NCC1CCCS1)C1CCCCC1F,-115.05,384.891,379.863,-5.02800000000002
FC1CCC(C2CNCCN2)CC1,-115.07,377.951,400.39,22.438999999999965
O=C1NC(=O)N(C2CCC(Cl)C(F)C2)C1=O,-115.09,385.605,387.463,1.858000000000004
O=C1NC(C2CCC(F)CC2)C12CCC2,-115.09,387.403,385.37,-2.0330000000000155
CC1CCC(F)CC1S(=O)(=O)N1CCN[C@H](C)C1.Cl,-115.09,397.351,396.655,-0.6960000000000264
CC1CCC(OCC2NCNN2C)CC1F,-115.1,368.462,391.89,23.428
O=C1NC(=O)C(C2CCC(Cl)C(F)C2)N1,-115.11,385.37,387.712,2.3419999999999845
NC(=O)N1CCC2C(Cl)CC(F)CC2C1,-115.11,394.736,396.501,1.7649999999999864
CS(=O)(=O)NC(C1CCCCC1)C1CCC(F)CC1,-115.13,378.573,385.172,6.599000000000046
CC(C1CCC(F)CC1)N(C)C(=O)C1CCC(=O)[NH]N1,-115.13,381.667,385.753,4.086000000000013
CN1CCNC1NC(=O)C1CCCCC1F,-115.13,385.396,385.355,-0.0409999999999968
CCC1CCCN1C(=O)C(=O)NC1CCCC(F)C1C,-115.14,391.898,390.88,-1.018000000000029
O=S1CCN(CC2CCC(F)CC2)CC1,-115.15,377.791,400.463,22.672000000000025
CN(C)C(=O)C1(C2CCCCC2F)CC1,-115.15,380.578,381.133,0.5550000000000068
CC1CCN(CC2CCC(C#N)CC2F)C(=O)C1,-115.18,373.066,398.156,25.090000000000032
O=C(COC1CCCC1)N1CCOC2CC(F)CCC21,-115.19,373.352,388.174,14.822000000000005
CC1NN(-C2CCC(F)CC2)CC1C(=O)O,-115.19,377.994,399.617,21.62299999999999
CC1(C2CCC(F)CC2)CC1N.Cl,-115.19,400.877,383.783,-17.093999999999994
Cl.O=C(O)C1CCCN(CC2CCCCC2F)C1,-115.21,377.234,377.234,0.0
CC1NOC(C2CCCN(CC3CCC(F)CC3)C2)N1,-115.25,386.796,400.386,13.590000000000032
CC1CN(CC2CCC(F)CC2)CCO1,-115.26,377.501,400.14,22.63900000000001
CN(C(C1CCC(F)CC1)C1CC1)S(C)(=O)=O,-115.27,382.507,385.345,2.8380000000000223
O=C(C1CC=CC1)N1CCOC2CC(F)CCC21,-115.28,393.467,394.751,1.2839999999999918
CC(C)(NC(=O)C1CCC(=O)N1)C1CCC(F)CC1Cl,-115.3,396.384,396.484,0.0999999999999659
CS(=O)(=O)C1CCC(F)C(NC(=O)C2CCCCC2)C1,-115.31,403.493,398.648,-4.84499999999997
O=C(N[C@@H]1C=C[C@H](CO)C1)C1C(F)CCCC1Cl,-115.33,385.636,395.596,9.95999999999998
COC1CCC(C(=O)NC2CCC(F)CC2C)CN1,-115.33,391.156,383.992,-7.163999999999987
CC(=O)N1CCCN(C(C)C2CCC(F)CC2)CC1,-115.34,378.382,400.815,22.432999999999996
O=C(N1CC2CCC1C2)C1(C2CCCCC2F)CC1,-115.35,410.032,401.482,-8.549999999999955
COCCC(=O)N1CCC2CCC(F)CC21,-115.36,373.051,404.495,31.444000000000017
OCC1CN(CC2CCC(F)CC2)CC1O,-115.37,377.996,384.841,6.845000000000027
CC1CN(C2CCC(Cl)C(F)C2)CCN1,-115.37,386.481,384.227,-2.254000000000019
CC1OCCC1C(=O)N(C)CC1CCC(F)CC1,-115.39,378.047,385.686,7.638999999999953
CC1CCC(F)CC1S(=O)(=O)NC1CCCC1CN.Cl,-115.39,378.434,378.434,0.0
O=C(NC1CCCNC1)N1CCC2CCC(F)CC21,-115.39,388.154,405.283,17.12900000000002
N#CCNC1(C2CCC(F)CC2)CCOCC1,-115.4,383.861,386.32,2.459000000000003
CC1CC(F)CCC1NC(=O)C1CCC(=O)[NH]N1,-115.41,391.782,387.431,-4.350999999999999
CC1CN(C(C)C2CCC(F)CC2)CCO1,-115.42,378.286,385.019,6.733000000000004
CC1CC(F)CCC1NC(=O)C1(C)CNC1,-115.42,383.657,399.226,15.569000000000017
CS(=O)(=O)C1CCCC(C(N)C2CCC(F)CC2)C1,-115.43,378.452,401.108,22.65600000000001
CS(=O)(=O)NC1CCC2CC(F)CCC21,-115.43,396.531,397.558,1.0269999999999868
O=C1CCC(C2CCC(F)CC2)N1,-115.44,400.446,400.738,0.2919999999999731
O=C1[NH]NCC(NCC2CCC(F)CC2)C1Cl,-115.46,400.287,384.841,-15.44599999999997
CC1CC(F)CCC1NC(=O)CN1CCCN1,-115.48,394.186,394.267,0.0810000000000172
CC1CCC(F)CC1-N1NCC(C#N)C1N,-115.49,385.644,384.966,-0.6779999999999973
FC1CCC(CN2CCOCC2C2CC2)CC1,-115.51,380.872,400.434,19.56200000000001
FC1CCC(CNC2NNCS2)CC1,-115.51,386.257,400.267,14.009999999999993
CN(C(=O)N1CCCO1)C1CCC(F)CC1,-115.51,388.351,401.473,13.122000000000014
CC1C(F)CCCC1NC(=O)C1(C)COC1,-115.52,392.006,401.034,9.02800000000002
NC(=O)N1CC=C(C2CCC(F)CC2)CC1,-115.57,377.51,400.646,23.136000000000024
