feature,importance
ECFP_F_928,0.00046624143746264765
Morgan_689,0.0004624835871300211
Morgan_656,0.0004608133021494601
MACCS_103,0.00046032509041498825
MACCS_28,0.00045807547140034655
MACCS_109,0.0004560781389453196
Morgan_9,0.0004521060327879393
MACCS_57,0.0004496342844499976
Morgan_950,0.0004486506144763022
Morgan_556,0.0004437698824246918
Morgan_581,0.0004430110379176625
Morgan_197,0.00043893256339257023
ECFP_F_460,0.0004385395979984021
ECFP_F_886,0.0004326179491110805
ECFP_F_442,0.00043049568190429803
MACCS_99,0.0004282170605816053
MACCS_43,0.0004258694512992676
ECFP_F_488,0.0004243187025365179
MACCS_53,0.0004236601484952434
MACCS_80,0.000416363275532296
ECFP_F_3,0.00041443254449546055
MACCS_76,0.00041319584830419045
Morgan_401,0.00040774505159106247
MACCS_125,0.00040572895629511997
Morgan_124,0.0004038824287816057
MACCS_124,0.0003939227131452106
MACCS_166,0.0003935822975226241
Morgan_952,0.0003920245387774074
MACCS_88,0.0003879592607752572
Morgan_531,0.00038604664985753044
MACCS_54,0.00038327475421110244
MACCS_152,0.0003811016003133323
Morgan_29,0.00037941003417181723
Morgan_528,0.00037629477463098197
Morgan_625,0.00037361947259165933
ECFP_F_617,0.00037334625969288746
ECFP_F_324,0.00037240181375844254
ECFP_F_422,0.00037230502242840133
MACCS_126,0.0003717096493943402
MACCS_33,0.0003712640169698271
Morgan_661,0.0003694568688944599
Morgan_723,0.00036906228284150214
MACCS_27,0.0003681346714384851
ECFP_F_213,0.0003676322939237409
MACCS_127,0.0003653614477855477
Morgan_226,0.000364604208555116
Morgan_155,0.0003634517310428482
Morgan_545,0.00036249999447679157
Morgan_451,0.00036145767376473815
Morgan_830,0.0003612907779121472
ECFP_F_815,0.00035807614160321454
Morgan_360,0.000358024245558737
MACCS_11,0.00035564440767625057
Morgan_283,0.0003546649971346831
Morgan_481,0.00035379887239089737
Morgan_314,0.00035369694594999566
Morgan_349,0.00035348975961108374
ECFP_F_156,0.0003524830105468172
MACCS_8,0.0003491400985540969
Morgan_424,0.000346509877215291
Morgan_519,0.0003444437881408889
ECFP_F_290,0.000344167758977975
Morgan_57,0.00034274858136469914
ECFP_F_969,0.00034106846845106427
MACCS_94,0.00034027070190416656
Morgan_272,0.00033958817419676366
Morgan_206,0.0003389938347401327
MACCS_143,0.00033798618334154895
Morgan_600,0.00033715072940538183
Morgan_802,0.0003364678589958531
Morgan_728,0.0003337236007707038
ECFP_F_355,0.00033292636649278354
ECFP_F_9,0.0003309534429256636
Morgan_182,0.00033035840991523196
Morgan_139,0.0003291525592607851
ECFP_F_216,0.0003279222116404682
Morgan_514,0.0003274245185181971
Morgan_104,0.000327309987654824
MACCS_69,0.0003242099052965456
Morgan_795,0.0003236302387910446
MACCS_55,0.00032237775315794356
