mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
4379.709528112411,145.33362078705323,3.6862786769866944,1.2733246357473227,1200,5,8,1e-05,0.6,120,absolute_error,1e-07,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-05, 'max_features': 0.6, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07}",-6.5630101019184774,-5.846157044364505,-5.67687500999202,-5.249180158253202,-5.201375921474355,-5.707319647200512,0.49361517359498475,33,-4.050986359543799,-4.049354021608649,-4.227247433973574,-4.0882436112777425,-4.083139947010586,-4.09979427468287,0.06569859051594645
99.5076370716095,2.958704848570368,7.0647135257720945,1.7284605121406549,800,20,16,1e-06,0.8,120,friedman_mse,1e-07,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 120, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07}",-6.615133356611567,-6.849186634221907,-6.427322562512264,-6.158988709992183,-5.815270356251426,-6.373180323917869,0.35922033321531693,57,-5.195152656787984,-5.309099226466999,-5.551753610802314,-5.709343298507983,-5.3142017628139495,-5.415910111075847,0.1871061189300146
86.74664492607117,3.3570995971793467,10.91590371131897,0.4487694954088875,800,5,4,1e-05,0.4,20,friedman_mse,1e-07,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07}",-5.440993146410552,-5.385192199734554,-5.298250276006758,-4.973052823625907,-5.052906749146991,-5.230079038984952,0.18474017785753774,26,-3.008589106269761,-3.131410747203201,-3.2501655495545436,-3.2644697992338645,-3.0947876539063675,-3.1498845712335477,0.09646492624938416
373.75440216064453,8.092854217375855,10.178091382980346,2.0800742893532047,1200,2,4,1e-07,sqrt,60,absolute_error,1e-05,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-07, 'max_features': 'sqrt', 'max_depth': 60, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05}",-9.23395532573939,-8.881644594324518,-8.891383253397265,-8.913693699919838,-8.290559805689087,-8.842247335814019,0.30557007235184325,81,-6.932272453981566,-6.886910649259684,-7.101969752901136,-7.05801636172762,-6.998402179564061,-6.995514279486814,0.07879326755872915
720.0420893192291,57.96698949123617,15.995988702774047,2.4162184127715065,1600,2,1,1e-05,log2,120,absolute_error,1e-07,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07}",-10.581052705335685,-9.849712447541902,-10.13602327637885,-10.351476705228295,-9.593196394230729,-10.102292305743093,0.3508325513496226,83,-3.8434377738594816,-3.880477922418881,-3.8797978841536085,-3.9184668753748393,-3.8873017883922505,-3.881896448839812,0.023883465681608002
3670.4055136680604,83.4891499374944,2.9057240009307863,1.9462328239481512,1200,20,1,1e-06,0.2,40,absolute_error,1e-07,"{'n_estimators': 1200, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-06, 'max_features': 0.2, 'max_depth': 40, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07}",-6.088822022382039,-5.206459292565941,-5.355460111910497,-4.944349989983956,-5.038979346955116,-5.32681415275951,0.40622397466289883,28,-2.4893182272908834,-2.4365979491796472,-2.3978183523409276,-2.4875737102579523,-2.4681236402719318,-2.4558863758682685,0.034685631753931585
208.4249159812927,13.349995760681898,8.59082465171814,1.0092487412079827,800,20,1,1e-05,,40,friedman_mse,1e-06,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': None, 'max_depth': 40, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06}",-5.1147899554832055,-4.486274623397493,-4.617331176589977,-4.214908678472113,-4.456248265754947,-4.577910539939547,0.29824912238513596,9,-2.1512538792792673,-2.2798733188939777,-2.4065222658064602,-2.1972292128286144,-2.3678100340572623,-2.280537742173116,0.09710161981185003
24.41340217590332,2.4802356776017214,6.492518758773803,0.7080568188289056,400,10,1,1e-05,0.4,10,friedman_mse,0.0,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 0.4, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0}",-7.296808199753606,-7.032745227066966,-7.2068356381337235,-6.939160856574489,-6.609059742747046,-7.016921932855166,0.23960478525889672,70,-5.621281724666437,-5.7530774704679315,-5.837342835902482,-5.85451524493671,-5.821767094302425,-5.777596874055197,0.08540802207464762
31.619652223587035,2.833152613720558,9.025599336624145,1.6700503456736997,800,10,8,1e-06,log2,60,friedman_mse,1e-07,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-06, 'max_features': 'log2', 'max_depth': 60, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07}",-18.83398979095704,-17.708808593224244,-18.287752862222465,-18.38167164631857,-17.032684509662978,-18.048981480477057,0.6216928007977398,98,-17.406587497010353,-17.696955607211237,-17.373318145741763,-17.46069238534289,-17.69050809776904,-17.525612346615056,0.1400886587236839
160.87685742378235,17.067777458922198,11.004313278198243,2.7641411074025406,1200,50,16,1e-05,0.8,40,squared_error,1e-07,"{'n_estimators': 1200, 'min_samples_split': 50, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-05, 'max_features': 0.8, 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 1e-07}",-7.155438376078058,-7.092707402921037,-6.637472380566401,-6.3169835118670985,-5.992541746052901,-6.6390286834970995,0.44590676738185775,62,-5.77450577445523,-5.698573433855057,-5.919333340552101,-6.148349894075687,-5.706007891349357,-5.849354066857487,0.1692222181852467
