mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2791773319244385,0.06556081374551591,0.028315973281860352,0.001379808322563782,best,20,16,0.0,0.4,5,friedman_mse,1e-07,"{'splitter': 'best', 'min_samples_split': 20, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0, 'max_features': 0.4, 'max_depth': 5, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07}",-9.72805838152861,-11.180654980039865,-9.326208076839274,-10.344317691432003,-10.687402236454396,-10.253328273258829,0.6621320742299788,60,-9.081444786679798,-9.558125470517382,-8.859934905373237,-10.12431296205201,-10.845051254238607,-9.693773875772205,0.7210323624825788
0.4218584060668945,0.09901833956573405,0.029434680938720703,0.0018476971835699625,random,20,8,1e-07,0.6,10,squared_error,1e-07,"{'splitter': 'random', 'min_samples_split': 20, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': 0.6, 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 1e-07}",-8.681808937275756,-8.246956133997577,-6.852870680145408,-8.485039841040692,-8.70811149927705,-8.194957418347297,0.6911439797177057,35,-7.4854396867715955,-7.588084305599719,-6.452331540903648,-7.575922002402009,-7.30024013713812,-7.2804035345630185,0.4266462616493595
0.40172443389892576,0.06884600114928098,0.02942690849304199,0.00475933115268854,random,5,2,1e-05,0.2,30,friedman_mse,0.0,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_features': 0.2, 'max_depth': 30, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0}",-8.860028682970608,-7.541372194019676,-8.195238446605353,-7.583133074160492,-7.2659514292465,-7.889144765400526,0.5725849760301035,32,-3.491894383452528,-2.9718354380713325,-3.4971587755981517,-3.2968678531632505,-2.8637954105149666,-3.2243103721600455,0.2626886645139763
0.24685306549072267,0.03610781186858746,0.03074798583984375,0.008539298466563703,best,100,1,0.0001,0.2,30,friedman_mse,0.0001,"{'splitter': 'best', 'min_samples_split': 100, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0001, 'max_features': 0.2, 'max_depth': 30, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0001}",-8.394353860345907,-10.846477633664536,-8.448187584097411,-9.423280772854854,-9.720694656109341,-9.36659890141441,0.9063528526867938,49,-7.9030852104393405,-8.144084650529168,-6.908469008297609,-7.788916223401399,-8.1482103467629,-7.778553087886084,0.45671035941989924
0.21160216331481935,0.039101471083783604,0.02768673896789551,0.0025258093463563242,best,5,1,0.0001,0.2,5,squared_error,0.0,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0001, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'squared_error', 'ccp_alpha': 0.0}",-11.065289218238194,-10.394263538287777,-9.934211627851434,-11.216598506021892,-11.54646507811346,-10.831365593702552,0.584882103802961,65,-10.341138049109876,-9.317154219569703,-9.814674574665506,-10.620882899225716,-10.41764873544868,-10.102299695603897,0.47425709142761946
0.6403993129730224,0.13953653556660578,0.028395652770996094,0.0014438124037465193,best,5,32,1e-06,0.2,,absolute_error,0.0,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 32, 'min_impurity_decrease': 1e-06, 'max_features': 0.2, 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 0.0}",-10.427326139088729,-9.866474820143884,-9.40984412470024,-10.819050480769231,-12.19625,-10.543789112940416,0.955462748173951,63,-9.341458583433372,-10.065852340936374,-8.71860144057623,-9.809466106778645,-11.811889622075585,-9.94945361876004,1.0379275581660514
0.6076273441314697,0.0575329323508678,0.03157892227172852,0.010438084130724945,best,10,2,1e-06,0.8,50,squared_error,0.0001,"{'splitter': 'best', 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 50, 'criterion': 'squared_error', 'ccp_alpha': 0.0001}",-5.380057373149099,-6.832635748544021,-6.993048599215866,-6.257005093864468,-4.9617605120573876,-6.084901465366169,0.7964556772644489,5,-2.365129942453172,-2.322203663538245,-2.348522370853104,-2.306525485379115,-2.389940259567134,-2.3464643443581537,0.029753952070103815
0.1818699359893799,0.011553496716438653,0.03291993141174317,0.0033105369210148527,random,5,1,1e-05,sqrt,,friedman_mse,1e-06,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06}",-11.931747801758592,-12.053021582733814,-10.656374900079935,-11.328731971153845,-10.761893028846155,-11.346353856914467,0.5762015787297672,67,-3.3690434173669463,-3.603144257703081,-3.4923629451780713,-3.1225644871025797,-2.864362127574485,-3.290295446985033,0.2662554271822974
0.3064922332763672,0.025160905445782207,0.030793523788452147,0.005563417321520364,best,2,1,1e-05,0.2,20,friedman_mse,0.0001,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0001}",-8.021748575156856,-7.604985294251807,-7.375298019153722,-7.884802102824916,-7.489010048262883,-7.675168807930037,0.24230846156659253,29,-2.044388926568216,-2.1860808937424583,-2.0587771009908726,-1.480327269131803,-2.3299137973590835,-2.0198975975584865,0.28878175578511334
0.3801292896270752,0.057964902617995646,0.02479238510131836,0.0061587892148902085,random,5,4,1e-06,sqrt,120,absolute_error,1e-05,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 'sqrt', 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05}",-11.15713429256595,-10.859916067146283,-12.197889688249399,-11.650961538461539,-10.948076923076922,-11.362795701900017,0.4995193135897642,68,-9.639471788715486,-7.707713085234094,-9.315456182472989,-8.590251949610078,-8.439484103179364,-8.738475421842404,0.6809608288562621
