SMILES,shift_value,shielding_value,reg_class,reg_prob,priority_class,residual_to_target_line
CC(O)(CN1CCNC1)C(F)(F)F,-81.4,289.2083333,0,0.7039151984174401,1,3.210546153570334
CC(O)(CN1CCNN1)C(F)(F)F,-81.44,288.6543333,0,0.69309764973236,1,2.6672157335057705
CC1NCCN1CC(C)(O)C(F)(F)F,-81.48,284.7496667,0,0.623787411001884,1,0.920324844094111
CC1=CC=C(/C(C)=C(/F)Cl)C=C1,-81.5,274.964,1,0.5346211064939564,1,9.8309813977464
O=C(NC1CCCC(OC(F)F)C1)N1CCSCC1,-81.74,283.2,0,0.5863238650197053,1,2.5882569579409136
CC(=O)NC1CCCC2CC(OC(F)F)CCC21,-81.76,281.47,0,0.5556949575384678,1,4.180028847312386
CC(O)(CN1CCNC(=O)C1)C(F)(F)F,-81.77,285.4836667,0,0.6253526361722722,1,0.5434574644416585
NC1NC2C(OC(F)F)CCCC2S1,-81.81,296.613,0,0.8114813032083037,1,9.527972147342098
[H]/C(C(=O)CC)=C(/F)CCCC,-82.0,260.205,1,0.7095129267740652,1,23.740103545280306
FC(Cl)Cl,-82.0,285.298,0,0.6128727356110187,1,0.9421428400788728
FC(F)OC1=CC=C(Cl)N=C1,-82.0,286.9015,0,0.6418604693920711,1,0.5146989082489881
CC1=C(OC(F)F)CCC1,-82.0,288.5895,0,0.6723674887919997,1,2.0483121737166243
O=C(C1CCCCC1OC(F)F)N1CCSCC1,-82.15,282.738,0,0.5608042547729879,1,3.4180018208828926
FC(F)(F)C(Cl)(Cl)Cl,-82.2,282.588,0,0.5559788430670646,1,3.6042826205393936
CC1CN(C(=O)C2CCCC(OC(F)F)C2)CC(C)O1,-82.23,282.8325,0,0.5589997022864158,1,3.412144917099326
CC1COCC(C)N1C(=O)C1CCC(OC(F)F)CC1,-82.36,294.6945,0,0.7675808005080693,1,7.234940719735633
NC1CC(-C2CCC(OC(F)F)CC2)NO1,-82.38,281.9665,0,0.5370674216314623,1,4.34893940044941
CC1=CC=C(/C(C)=C(/F)Cl)C=C1,-82.6,273.648,1,0.6040240781171283,1,12.12661828006597
O=C(C1CCCCC1OC(F)F)N1CCOC2(CCC2)C1,-82.86,280.8545,1,0.5043542235110491,1,5.839234395236204
O=C1CCC(OC(F)F)C[NH]1,-82.88,283.1375,0,0.5355694428732864,1,3.7850406244645
O=C(C1CCC(OC(F)F)CN1)N1CCC1,-82.9,283.7235,0,0.5454669382441822,1,3.272636967139789
CCOC(F)(F)C(=O)C(C)C,-83.0,294.117,0,0.738450139633446,1,6.070259641058158
N#CCCN1CCCC(O)(C(F)(F)F)C1,-83.09,284.891,0,0.5588548849050792,1,2.4019180764801438
O=C(C1SCCC1OC(F)F)N1CCCC1,-83.43,293.5795,0,0.7142247767108759,1,5.151920108955721
N#CC(F)(F)C1=CC=CC=C1,-83.5,301.262,0,0.8417733679892484,1,12.06176839802879
O=C(O)C1SCCC1OC(F)F,-83.64,291.883,0,0.6735361623420817,1,3.4005842648408446
FC(F)(F)C1CC1,-84.0,277.5243333,1,0.614267113567038,1,10.004819601005522
COC(=O)C(O)(O)C(F)(F)F,-84.0,285.6776667,0,0.5323511340276884,1,2.597200963552609
C/C=C/C(C)(F)F,-84.0,301.533,0,0.8349251663389152,1,11.807982376074849
CCOC(=O)C(F)(Br)SC1=CC=CC=C1,-84.0,306.836,0,0.9018856346050445,1,16.625962913263834
CN1CCC(C(=O)NC2CC(O)(C(F)(F)F)C2)N1,-84.1,290.4253333,0,0.6251953076446305,1,1.6162377081166426
CCCOC(F)F,-84.2,281.6025,1,0.5552325508376715,1,6.499647474282497
O=C(COC(F)F)N1CCC2CCCCC21,-84.26,290.6555,0,0.6231480998483534,1,1.6653530543186292
CC1NCCCC1C(=O)N1CCC(O)(C(F)(F)F)CC1,-84.28,287.3076667,0,0.5522911512550639,1,1.396282940618761
O=C(CC1C=CCC1)N1CCC(O)(C(F)(F)F)CC1,-84.32,291.1126667,0,0.6301816890852531,1,2.02070667733409
CC1CCC(CN2CCC(O)(C(F)(F)F)CC2)O1,-84.33,291.335,0,0.6344318643840413,1,2.212705076762504
OC1(C(F)(F)F)CCN(CC2CC=CCC2)CC1,-84.34,293.7963333,0,0.6852347733247842,1,4.438921545730096
O=C(NCC1CCCO1)N1CCC(O)(C(F)(F)F)CC1,-84.4,293.9596667,0,0.6862761131090185,1,4.527316254814224
CC(C)(F)F,-84.5,304.248,0,0.8630700569189137,1,13.774664849857231
FC(F)OCC1=CC=CC=C1,-84.8,296.2135,0,0.7173805704929627,1,6.175010950923664
CNC(=O)NC1CC(OC(F)F)N(C)N1,-84.93,298.8025,0,0.7638114009295676,1,8.397217552994618
FC1=CCC1,-85.0,274.508,1,0.7046646301492723,1,13.74527502870214
CCCCCCC(=O)C(F)(F)Cl,-85.0,276.9825,1,0.6704447389674209,1,11.49709610370229
O=C1C=C(OC(F)F)CCC1,-85.0,289.251,0,0.5594991796260517,1,0.3506894997983067
CC(F)(F)C#N,-85.0,297.799,0,0.7421070239526253,1,7.415499003292666
O=C(COC(F)F)N1CC2CCCC2C1,-85.03,291.705,0,0.6118526315728128,1,1.8488643825818087
O=C(COC(F)F)N1C[C@@H]2C[C@H]1CS2,-85.07,292.041,0,0.6174532967253122,1,2.114133373812365
NC(=O)NC1CCC(OC(F)F)NC1,-85.82,291.753,0,0.5762154566669225,1,1.1024742384719275
FC(Br)Br,-86.0,277.618,1,0.7080312176516937,1,11.919719782490972
FC(F)OC1=CC=CC=C1,-87.0,286.494,1,0.6017259396529342,1,4.85553059748446
CCCCCCCC(F)(F)[N+](=O)[O-],-87.0,294.4155,0,0.5818244122079421,1,2.3414584323745657
O=[N+]([O-])C(F)(F)CCC1=CC=CC=C1,-87.0,296.232,0,0.6262532201644005,1,3.991818916214641
CC(F)(F)C1=C(Cl)C2=CC=CC=C2N1,-87.0,303.111,0,0.7812172870133394,1,10.24165638846108
CC(C)(F)Cl,-87.0,305.841,0,0.8314715006033645,1,12.72196694220912
C/C=C/C(C)F,-87.0,382.722,0,0.9999998961445176,0,82.57132799814462
CC(F)(F)C1=CC=CC=C1,-87.9,307.3585,0,0.8340421093619645,1,13.200674365400545
C=C(C)F,-88.0,279.248,1,0.7739835248342972,1,12.43880175955718
[H]/C(C1=CC=CC=C1)=C(/F)OC,-88.0,281.692,1,0.7389142406101578,1,10.218333263820796
CCOC(=O)C(F)(F)/C=C/C1=CC=CC=C1,-88.0,320.9055,0,0.9693380484269192,0,25.40864765171005
FC(F)=C(Cl)Cl,-89.0,280.838,1,0.7942194773230301,1,11.994225283198377
FC(F)OC1=NC(Cl)=CC=C1,-89.0,297.267,0,0.5516717289980598,1,2.932156433844341
OC1=CC=C(SC(F)F)C=C1,-89.0,297.408,0,0.5554835499769578,1,3.060260385521474
[H]C1=CC=C(SC(F)F)C=C1,-90.0,298.733,0,0.5370741239987515,1,3.264074115820449
CCCC(C)(F)F,-91.0,306.098,0,0.69317009705588,1,8.955461378953942
FC1(F)CCCCCCC1,-91.5,288.7265,1,0.7818554399698162,1,7.327218029263804
FC1(F)CCCCCCCCCCCCCC1,-91.5,318.513,0,0.9199379983967806,1,19.73496889718905
O=[N+]([O-])C1=CC=C(SC(F)F)C=C1,-91.6,296.221,1,0.6253749066620791,1,0.6181750090935054
FC(F)SC1=NC2=C(C=CC=C2)N1,-92.0,302.405,0,0.5296720129744453,1,4.600228091411168
O=C(OCF)C1=CC=CC=C1,-92.0,385.399,0,0.999999926606212,0,80.00348600268075
O=C(C1=CC=CC=C1)C(F)(F)Cl,-93.0,269.329,1,0.9647358170802308,0,26.4505967715084
FC(F)N1C=CN=C1,-93.0,295.771,1,0.7146550533182365,1,2.427017408062966
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CS1,-93.0,300.178,1,0.5987212429528148,1,1.5769124858445591
CC1NCN(CC2NCCN2C(F)F)C1C,-93.0,301.5405,1,0.5580112063660403,1,2.814796416057675
CCC(C)(F)F,-93.0,307.516,0,0.6313586222613758,1,8.243769205039882
CC(=O)CCC(C)(F)F,-93.0,314.523,0,0.820870646896803,1,14.60989962632658
CCCCC(=O)OCF,-93.0,359.415,0,0.9999485781600606,0,55.39601734751983
N#CC1CNN(CC2NCCN2C(F)F)C1,-93.21,300.302,1,0.6078770860216537,1,1.4795712802273189
FC1(F)CCCC1,-93.3,317.639,0,0.8721905557901171,1,17.140906104524007
FC(F)N1CCNC1CN1CCOC2(CCCC2)C1,-93.46,293.1205,1,0.7918895717039006,1,5.295099137993091
FC(F)SCC1=CC=CC=C1,-94.0,304.944,1,0.5128132719826374,1,4.907007760263355
CC(F)(F)C(=O)C1=CC=CC=C1,-94.0,309.816,0,0.6480415233560746,1,9.33340813310599
O=C(O)CC1CCN(C(F)F)N1,-94.85,314.4685,0,0.7456304192670027,1,12.710384269118066
CCCCC(F)(F)CI,-94.9,305.8775,1,0.5397769260681534,1,4.855128603458837
CC1NN(C(F)F)C(C)C1CC(=O)N1CCCCO1,-94.91,303.0895,1,0.6297123448016074,1,2.312122807176962
C=C(F)CCCC,-95.0,278.418,1,0.9618809751157816,1,20.192888850989704
[H]C#C/C(C1=CC=CC=C1)=C(/[H])C(F)(F)C(=O)OCC,-95.0,295.3325,1,0.819182634558615,1,4.825411612392145
FC(F)(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,-95.0,296.969,1,0.7888458211409072,1,3.338588088139886
FC(F)N1N=C(Cl)C2=CC=CC=C21,-95.0,299.703,1,0.728162483155527,1,0.8546433797343411
OCC1CCNN1C(F)F,-95.13,306.1165,1,0.5467631940783961,1,4.842269344244869
CC1CCCNC1NC(=O)C1CCN(C(F)F)N1,-95.65,300.7155,1,0.7384021464397805,1,0.5847479820530168
CC1CC(C(=O)N(C)C2CC2)NN1C(F)F,-95.93,304.963,1,0.6361427110497697,1,2.9942699948865084
CC(C)(C)C1=C2C(F)=CC=CC2=CC=C1,-96.0,287.885,1,0.9326674937790628,1,12.591753315336687
FC(F)SC1=CC=CC=C1,-96.0,296.3685,1,0.8420909972196874,1,4.884165556098026
FC(F)N1C=NC2=CC=CC=C21,-96.0,299.4185,1,0.7857975333100499,1,2.113122629749455
CCC(=O)CC(F)(F)C1=CC=CC=C1,-96.0,299.756,1,0.7785743007367836,1,1.806490830522364
FC(F)N1C=NC2=C1C=CC=C2,-96.0,302.048,1,0.723949240639927,1,0.2758797882287922
CC(F)(F)CO,-96.1,322.264,0,0.8805610251019959,1,18.54289742726567
O=C(O)C1CCNN1C(F)F,-96.91,318.0145,0,0.7506001917661399,1,13.872062372997362
C=C(F)CI,-97.0,287.414,1,0.9520245818380187,1,14.019675026258028
[H]/C(C(=O)OC)=C(/F)C1=CC=CC=C1,-97.0,291.903,1,0.9237492062003788,1,9.941244961871575
FC1(F)CCCCC1,-97.0,299.213,1,0.8341045969588995,1,3.299827325278784
CN1C=CC=C1C(F)(F)S(=O)(=O)C1=CC=CC=C1,-97.0,303.623,1,0.7386654699927643,1,0.7068281846218838
O=S1CCN(CC2NC3CCCCC3N2C(F)F)CC1,-97.21,309.425,1,0.5713861516749671,1,5.7681695153348045
OC/C=C(/F)C1=CC=CC=C1,-98.0,290.606,1,0.9505066628086498,1,12.11961960956802
CC(=O)CC(C)(F)F,-98.0,300.0885,1,0.8583025966279658,1,3.5044017246171397
CC(=O)N(C1=CC=CC=C1)C(F)F,-98.0,304.8465,1,0.7618284424897369,1,0.8184252404865902
OC1=CC=NC(SC(F)F)=N1,-98.0,306.1275,1,0.7279048984623775,1,1.982263269553016
CCC(F)(F)C1=CC=CC=C1,-98.0,319.616,0,0.7451355851716763,1,14.23708704399644
CCCC/C=C/C(F)(F)C(=O)OCC,-98.0,321.255,0,0.7932379654187196,1,15.72618191490966
FC(F)(CBr)C1=CC=CC=C1,-98.2,313.2745,0,0.5024629130178505,1,8.275589103852369
O=C(C1=CC=CC=C1)C(F)C1=CC=CC=C1,-99.0,394.872,0,0.9999999884491926,0,81.61007277032007
CCCCC(F)(F)CBr,-99.2,296.8485,1,0.9302590555657082,1,7.648066997197262
COC(=O)C(F)(F)S(=O)(=O)Cl,-100.0,296.409,1,0.9481522420205604,1,8.847369740190743
CN1C=CN(C(F)F)C1=S,-100.0,304.6035,1,0.8588750775896031,1,1.402349654956879
CCOC(=O)C(C)(F)F,-100.0,315.3465,1,0.5460649297069299,1,8.358081216440667
CN(C)CC(F)F,-100.0,329.295,0,0.9022806533953384,1,21.03083277649733
C=C(F)CCl,-101.0,289.904,1,0.9827247883878178,1,15.757413751960373
FC1=CCCCC1,-101.0,292.884,1,0.9754802415588704,1,13.049968532118156
FC1=CC(F)=CC(F)=C1,-101.0,298.2416667,1,0.9526310925677056,1,8.182321184325303
N#CC1CCC(F)CC1CN1CNC(C2CCC2)CC1=O,-101.92,380.729,0,0.9999988662878824,0,65.84061044004211
FC(I)I,-102.0,277.339,1,0.9968421057619632,0,28.17320206985204
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CO1,-102.0,308.719,1,0.8633957150033661,1,0.3367412182848852
FC(F)C1=CC=CS1,-102.0,316.7765,1,0.6365234141556111,1,7.657291506499178
O=C(C1CCCO1)C(F)(F)C1=CC(Cl)=CC=C1,-102.0,317.3875,1,0.6126168427603017,1,8.21240863043323
CC1=NC(C)=C(C(F)F)S1,-102.0,317.7055,1,0.5998857232824627,1,8.50132392570498
FCOC1=CC=NC(S)=N1,-102.0,362.155,0,0.9998491536564472,0,48.8854132879116
O=S(=O)(C1CCC(F)CC1)N1CCCO1,-102.02,379.234,0,0.9999982485699038,0,64.38234513679917
CC(C)C(C)(F)F,-102.2,317.5235,1,0.6220168991620134,1,8.135969888788495
CN1CCC(CS(=O)(=O)C2CCC(F)CC2)CC1=O,-102.38,381.888,0,0.999999100945674,0,66.43360675205457
CCC(F)(F)CC,-102.4,319.7215,1,0.5465490897906731,1,9.93293787308815
O=C(O)C1NOC2CC(F)CCC12,-102.47,379.627,0,0.9999982768149356,0,64.28940083189914
CC(O)C1CCCN(CC2CC(F)CCC2C#N)C1,-102.88,374.066,0,0.9999914061001878,0,58.82701731930098
FC1=CC=NC=C1,-103.0,294.888,1,0.9842873310898976,1,13.229257048707552
CN1C(=S)N(C(F)F)C2=C1C=CC=C2,-103.0,309.161,1,0.8916669124501113,1,0.261684692060669
CCOC(=O)C(F)(F)C1=CC=CO1,-103.0,313.8475,1,0.7963101199796134,1,3.996181758540217
N#CC1CC(C(=O)N2CCOCC23CC3)CCC1F,-103.56,382.948,0,0.9999991494072992,0,66.21665773629377
O=[N+]([O-])C1=CC=C(F)C=C1,-103.6,289.471,1,0.993557693404,1,18.75081099363544
N#CC1=CC=C(F)C=C1,-104.0,291.686,1,0.992722836475706,1,17.13839785204135
CCOC(=O)C(F)(F)C1=CC=CC=C1,-104.0,320.9945,1,0.616423716380791,1,9.489507592839573
O=S(=O)(CC1CCCC1)C1CCC(F)CC1,-104.04,388.286,0,0.9999998004586222,0,70.58643712673593
N#CC1CC(C(=O)N2CC3CCCCC3C2)CCC1F,-104.17,391.693,0,0.999999925937373,0,73.55182835626688
COC(=O)C(F)(F)C1=CC=CC=C1,-104.3,319.5755,1,0.6948933632054474,1,7.900291228089216
CCN1CCN(S(=O)(=O)C2CCC(F)CC2)CC1,-104.48,388.468,0,0.9999997926274828,0,70.31179116365247
N#CC1C(F)CCCC1-N1CCNC1,-104.54,381.472,0,0.9999983949178336,0,63.89565466767392
CC1CC2C(=O)N(CC#N)CNC2CC1F,-104.72,407.07,0,0.9999999993598854,0,86.97242739838552
CCOC(=O)C(F)(F)C1=NC2=CC=CC=C2C=C1,-105.0,307.5815,1,0.9547169502630016,1,3.696721512443446
CCOC(=O)C(F)(F)C1=CC2=C(C=CC=C2)O1,-105.0,316.629,1,0.8277692708119554,1,4.523282053503635
CCCCCCCC(F)(F)C(=O)OCC,-105.0,318.0965,1,0.7886009391951984,1,5.85656254347623
CC(=O)OCC(F)(F)C1=CC=CC=C1,-105.0,318.8225,1,0.7666977922363266,1,6.516161613813608
CC1CC(OC2CCCC(F)C2C#N)NCN1,-105.0,382.394,0,0.9999986313341372,0,64.27332731622914
FC1CC(Cl)C2CNCCC2C1,-105.07,394.363,0,0.9999999605337704,0,75.07762659015236
CN(CC1CNN(C)C1)S(=O)(=O)C1CCC(F)CC1,-105.1,381.699,0,0.9999982911656032,0,63.54189294448744
CC(C1CC1)N(C)S(=O)(=O)C1CCC(F)CC1,-105.63,399.209,0,0.999999990275831,0,78.92040495772125
N#CC1CCC(OC[C@H]2C[C@@H](O)C2)CC1F,-105.67,378.558,0,0.9999952359081152,0,60.11817299968057
N#CC1C(F)CCCC1-N1CCCC1,-105.76,391.166,0,0.9999998783697034,0,71.48302848014048
CCCC/C(F)=C/CO,-106.0,289.572,1,0.9974243943126476,1,21.05904858853341
CCCCCC/C=C(/F)CCCCCC,-106.0,298.366,1,0.9917302075673536,1,13.069359574005771
F/C(Cl)=C(/F)Cl,-106.0,300.584,1,0.9886790453215476,1,11.054220816418535
FC(F)C#CC1=CC=CC=C1,-106.0,315.9985,1,0.8835923955370237,1,2.950448425614184
CC1=CC=C(C2=C(C(F)F)C=CO2)C=C1,-106.0,317.816,1,0.847010596970638,1,4.60171744811862
NS(=O)(=O)C1CCC(F)CC1,-106.08,378.741,0,0.9999950012913286,0,59.87443557526147
N#CC1C(F)CCCC1OCC1CCON1,-106.12,377.63,0,0.9999930982630004,0,58.82504911913912
N#CC1CCC(F)C(CN2CCOCC2)C1,-106.32,391.627,0,0.999999880289563,0,71.3418648044181
CC1CSC(NC(=O)C2CCC(F)CC2)N1,-106.34,384.72,0,0.9999990484600544,0,65.04658824956906
CN1CCC2C(CCCN2C2CCCC(F)C2C#N)C1,-106.37,390.23,0,0.9999998147813794,0,70.02263629028403
N#CC1CCC(F)C(CN2CCCCC2C(N)=O)C1,-106.39,391.12,0,0.9999998580373988,0,70.81123570157915
N#CC1C(F)CCCC1N1CCCC(CC(N)=O)CC1,-106.45,376.311,0,0.9999891602998182,0,57.29668662082644
CC1(C)COCCN1CC1CC(C#N)CCC1F,-106.49,412.23,0,0.999999999842812,0,89.89048690656871
NCC(F)(F)C1=CC=CC=C1,-106.5,322.289,1,0.7470354943562703,1,8.165610893875055
N#CC1C(F)CCCC1N1CCCC(CCO)C1,-106.59,392.47,0,0.999999901747539,0,71.83776289848757
O=C(NC1CCNCC1)C1CCC(F)CC1,-106.73,385.517,0,0.999999174217076,0,65.38069356507715
CC1CNC(NC(=O)C2CCC(F)CC2)O1,-106.79,401.035,0,0.9999999930969804,0,79.41939655887292
CN(CC1CCOC1)C1CCCC(F)C1C#N,-106.8,376.986,0,0.9999901908556036,0,57.55995021928062
CC1NC2CC(F)CCC2CC1C(=O)N1CCOCC1C,-106.81,386.07,0,0.9999992853666524,0,65.80311544647742
CC1NOC(C)C1NC(=O)C1CCC(F)CC1,-106.85,378.853,0,0.9999941353692218,0,59.20619190567172
CC1NC2CC(F)CCC2CC1C(=O)NCC1CC1,-106.9,379.671,0,0.999995295087485,0,59.89937653313169
CC1CC(F)CCC1S(=O)(=O)NCC1CC1,-106.9,387.641,0,0.9999995428723696,0,67.14042968821306
O=C(NC1CCCCN1)C1CCC(F)CC1,-106.95,382.205,0,0.999997702488612,0,62.15161350866195
N#CC1C(F)CCCC1OC[C@H]1C[C@@H](O)C1,-106.97,379.467,0,0.99999492428579,0,59.64403464559891
O=S(=O)(NC1CCNCC1)C1CCC(F)CC1,-106.99,387.227,0,0.999999471367165,0,66.6742946811611
CSC1=NC(=O)C=CN1C(F)F,-107.0,302.205,1,0.9902035458935284,1,10.581479641464114
CC1NNC(NC(=O)C2CCC(F)CC2Cl)N1C1CC1,-107.04,388.256,0,0.999999607077056,0,67.55918096680462
CC1NC2CC(F)CCC2CC1C(=O)N1CCCC1,-107.09,391.649,0,0.9999998582161144,0,70.59185265503433
O=C(NC1CC(F)CCC1C(=O)O)C1CCOC1,-107.13,385.922,0,0.999999193400954,0,65.3486517241497
CN(C)C1NCCCC1NC(=O)C1CCC(F)CC1,-107.22,385.434,0,0.9999990471330334,0,64.81528485593398
CC1CCCC(NS(=O)(=O)C2CCC(F)CC2)N1,-107.29,387.258,0,0.99999943705447,0,66.40245937975676
N#CC1CCC(CN2NCCCC2=O)CC1F,-107.34,379.84,0,0.9999949881775948,0,59.61291956741135
N#CC1CCC(CN2CCCCC2=O)CC1F,-107.35,385.543,0,0.9999990475626458,0,64.78431557035097
CC1CC(C)N(C2CN(CC3CC(C#N)CCC3F)C2)N1,-107.45,391.426,0,0.9999998348060672,0,70.02924853287838
CCCCOCC(F)(F)CC,-107.5,324.5965,1,0.7316063810526193,1,9.262063861923991
CN1CC(NC(=O)C2CCC(F)CC2Cl)CCC1=O,-107.63,388.573,0,0.9999995884858148,0,67.25718772341202
CC1NC2CC(F)CCC2CC1C(=O)O,-107.66,389.351,0,0.9999996725732108,0,67.93403080429701
CC1CC(C(=O)N2CCOCC2)C2CCC(F)CC2N1,-107.73,374.164,0,0.9999724934480724,0,54.06605410840992
CCCCCCCCC(F)(F)CN,-107.8,323.2515,1,0.7963767597447098,1,7.740079358337496
O=C(NCC1CCCNC1)C1CCC(F)CC1,-107.82,381.851,0,0.9999968290846046,0,60.95999082147267
N#CC1C(F)CCCC1N[C@H]1C[C@@H](O)C1,-107.82,398.318,0,0.9999999792579432,0,75.92089700776171
OCC(F)(F)C1=CC=CC=C1,-107.9,319.877,1,0.8833495553898959,1,4.574215635398758
CC1CCCC(S(=O)(=O)N2CCOCC2C2CC2)C1F,-107.9,382.027,0,0.9999969249201074,0,61.03989362640292
O=C(C1CCC(F)CC1)N1C2COCC1C2,-107.94,386.586,0,0.999999192256918,0,65.14192139729579
O=C(NCC1COC2CCCCC2O1)C1CCC(F)CC1,-107.97,380.966,0,0.999995738199468,0,60.00593410349941
N#CC1CCC(CNC2CCOC2)CC1F,-107.98,381.303,0,0.999996124923252,0,60.30211163339432
C=C(F)CO,-108.0,299.725,1,0.9954087690373882,1,13.83465552911798
CCOC(=O)C(F)(F)C(=O)C1=CC=CC=C1,-108.0,308.591,1,0.9821416163901888,1,5.779551730755259
FC(F)C1=CSC=C1,-108.0,322.7975,1,0.8207110568849639,1,7.127602804710534
CCC(F)(F)C(=O)OC,-108.0,326.1225,1,0.708493498715317,1,10.148493863762669
CC(C)(F)SC1=CC=CC=C1,-108.0,331.842,0,0.5612904036176442,1,15.344880754664471
N#CC1C(F)CCCC1NCC1CCCCN1,-108.0,395.714,0,0.9999999505361264,0,73.37506232572514
CC(=O)N1CCCC(C2NC(-C3CCC(F)CC3)NO2)C1,-108.06,383.395,0,0.9999978532949908,0,62.12277451927008
N#CC1CCC(CN2CCOCC2)CC1F,-108.11,381.484,0,0.9999961971621332,0,60.33655713164645
O=C(N[C@@H]1C[C@H]1CO)C1CCC(F)CC1,-108.12,384.206,0,0.999998283718324,0,62.79959937607953
CC1CCC(C(C)NC(=O)C2CCC(F)CC2)O1,-108.13,381.287,0,0.9999959520090244,0,60.13757501476425
CC1CC(=O)NCCN1CC1CCC(C#N)C(F)C1,-108.17,374.855,0,0.999974432140521,0,54.253854325494174
COCC1CCN1C1CCCC(F)C1C#N,-108.22,380.227,0,0.9999943657700926,0,59.0845240305251
O=C(NC1CCN(C(=O)C2CC2)CC1)C1CCC(F)CC1,-108.24,380.114,0,0.9999941481252472,0,58.961859161450505
Cl.NCC1NOC2CC(F)CCC12,-108.26,380.954,0,0.9999953867582756,0,59.705031639526894
CC(=O)NC1CN(C2CCCC(F)C2C#N)C1,-108.27,387.261,0,0.9999992836190889,0,65.42518499574997
N#CC1C(F)CCCC1N[C@@H]1C[C@H]1CO,-108.29,380.221,0,0.999994250757302,0,59.00907279853887
COCC1CCN1C(=O)C1CCC(F)CC1,-108.37,398.634,0,0.9999999787256296,0,75.65799522570472
FC1CCC2CCCNC2C1Cl,-108.59,393.833,0,0.9999998971034012,0,71.07610109803281
CC1CC(S(=O)(=O)N(C)C2CCCCN2)CCC1F,-108.67,393.373,0,0.9999998788224238,0,70.57817331241957
O=C(C1CCC(F)CC1Cl)N1CCCNCC1,-108.69,391.327,0,0.9999997699375214,0,68.69930320510508
CCCN1CCC(C2NOC3CC(F)CCC23)CC1,-108.71,398.877,0,0.9999999786956616,0,75.53877012114826
O=C(NC1CCCCC1O)C1CCC(F)CC1Cl,-108.79,388.362,0,0.9999994143694968,0,65.90548606522857
N#CC1CCC(F)C(CNC(=O)NC2CCCCC2O)C1,-108.79,392.826,0,0.9999998519385136,0,69.96120266300558
CN(C)CC1CCCN1S(=O)(=O)C1CCCCC1F,-108.84,382.916,0,0.9999969708304064,0,60.90758449903373
CO[C@H]1C[C@@H](CO)N(C(=O)C2CCC(F)CC2Cl)C1,-108.89,394.587,0,0.9999999126433956,0,71.46113925097272
CC(C)C1NC(=O)N(CC2CCC(F)C(C#N)C2)C1=O,-108.92,393.493,0,0.9999998758837996,0,70.43719795214476
FC1CCC(-C2NC(CN3CCSCC3)CO2)CC1,-108.94,378.196,0,0.999987735471957,0,56.51928200317633
CC1CCC(S(=O)(=O)N2CCCO2)C(F)C1,-108.94,380.922,0,0.9999944200780332,0,58.99595840226687
[H]/C(C1=CC=CC=C1)=C(/F)CO,-109.0,283.32,1,0.9996610149670192,0,29.739232318215727
CC(=O)C(F)(F)C(=O)C1=CC=CC=C1,-109.0,310.082,1,0.984517305469786,1,5.424920582169818
CN1C2=CC=CC=C2C=C1C(F)F,-109.0,317.221,1,0.9486431300436748,1,1.061136942814585
CCOP(=O)(OCC)C(F)(F)C1=CC=C(C)C=C1,-109.0,317.6865,1,0.944407876201219,1,1.484061691081877
COC1=CC=C(C(F)F)C=C1,-109.0,326.4605,1,0.7655442464460653,1,9.45557993232194
CC1CC(S(=O)(=O)N2CCCC2)CCC1F,-109.13,394.288,0,0.9999998981614444,0,70.94948619032414
CN(CC1CCCO1)S(=O)(=O)C1CCCCC1F,-109.29,407.526,0,0.99999999860366,0,82.81672102934125
O=C1CCC2CN(S(=O)(=O)C3CCCCC3F)CCN12,-109.31,383.149,0,0.999996793930204,0,60.64927400783347
O=C(N[C@H]1C[C@H]1C(F)F)C1CNNC2CCCCC12,-109.38,320.5155,1,0.9212295783489264,1,3.674317572603172
CCN(C1CCNCC1)S(=O)(=O)C1CCCCC1F,-109.56,381.709,0,0.9999947537468696,0,59.09097833113117
CC1ONC(-C2CCC(F)CC2)C1C(=O)N1CCOCC1,-109.63,383.512,0,0.99999686070807,0,60.65907354300214
O=C(C1CCC(F)CC1)N1CCCC1C1CCCCN1,-109.65,381.889,0,0.9999948996838792,0,59.16451529071898
FC(F)C1NNC(N2CCCCC2)S1,-109.66,326.25,1,0.8127835469920575,1,8.60433254347069
O=S(=O)(C1CCCC(F)C1)N1CCCO1,-109.67,386.911,0,0.99999885571323,0,63.707196463218125
O=C(C1CCC(F)CC1)N1CCOC(C2CCCS2)C1,-109.69,378.969,0,0.9999879122265894,0,56.47158239073934
CN(CC1CCC(F)C(C#N)C1)C1CCSC1,-109.69,382.018,0,0.9999950354479874,0,59.24171677842355
CCC(C)C(=O)N1CCN(C(=O)C2CCC(F)CC2)CC1,-109.83,378.408,0,0.9999852147593398,0,55.82189220002413
O=C(C1CCC(F)CC1)N1CC[C@@H](O)C1,-109.84,385.853,0,0.9999983509527648,0,62.5759625563077
N#CC1CC(F)CC(N2CCOCC2)C1,-109.85,384.438,0,0.9999974709518156,0,61.280380346214855
O=C(C1CCC(F)CC1)N1CCN(C(=O)C2CC2)CC1,-109.87,381.535,0,0.9999939853804088,0,58.62289260352969
