mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06852841377258301,0.006944775991226832,0.01937441825866699,0.001732824214814459,best,5,32,1e-05,log2,,squared_error,1e-06,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 32, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 1e-06}",-24.734120934779675,-24.17326711987241,-22.939607365085184,-24.321634723158756,-23.817627222291385,-23.997251473037483,0.6049890139631457,95,-25.07259634391212,-23.446570545867228,-23.73791966467093,-23.64856769779283,-24.717760550468512,-24.124682960542323,0.645970409142252
0.07174129486083984,0.006108749182465706,0.01881418228149414,0.0015563783662106083,random,100,16,0.0001,sqrt,10,friedman_mse,1e-06,"{'splitter': 'random', 'min_samples_split': 100, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0001, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06}",-17.015627285903022,-15.214452289160509,-16.382939581120755,-14.063270874041699,-17.32257273005036,-15.999772552055267,1.2079192677998043,75,-16.7983414279652,-14.765808492645844,-16.846259310069165,-13.157464957779712,-18.698332274783986,-16.053241292648785,1.9091129818575971
0.06686749458312988,0.007169965091163365,0.018587541580200196,0.0020408908416511802,best,10,4,1e-06,log2,30,squared_error,1e-06,"{'splitter': 'best', 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 'log2', 'max_depth': 30, 'criterion': 'squared_error', 'ccp_alpha': 1e-06}",-19.753181090974472,-17.378457721050175,-19.700103503878193,-23.121797316878183,-18.72555498388982,-19.735818923334172,1.8996953325717492,83,-19.50336149125676,-16.625081361864005,-19.372969923166412,-21.531209917351724,-17.796940695588773,-18.965912677845534,1.6662102808592048
0.15289382934570311,0.01850492831270077,0.01730690002441406,0.0014153866338191357,best,5,16,0.0001,0.6,80,squared_error,0.0001,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0001, 'max_features': 0.6, 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 0.0001}",-9.705295452145695,-10.507314532649115,-9.40312420442017,-10.48236055968141,-10.522646933980873,-10.124148336575452,0.47523615196564484,41,-8.049579392987523,-8.79866680324094,-8.559576639185458,-8.46864931066769,-8.011622133687444,-8.377618855953811,0.303394147093061
0.386997652053833,0.056290630152830264,0.014607048034667969,0.000738147780558626,random,100,32,0.0001,0.2,120,absolute_error,1e-07,"{'splitter': 'random', 'min_samples_split': 100, 'min_samples_leaf': 32, 'min_impurity_decrease': 0.0001, 'max_features': 0.2, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07}",-11.612050359712232,-11.64068345323741,-12.993669064748198,-12.576899038461537,-10.592704326923078,-11.88320124861649,0.8381020683460338,66,-10.629129651860746,-11.250366146458584,-12.486440576230494,-11.461151769646069,-10.38127774445111,-11.241673177729401,0.7366386046191135
2.988254117965698,0.20608943435947416,0.016535854339599608,0.001886630905382235,best,2,8,1e-07,0.6,20,absolute_error,1e-07,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': 0.6, 'max_depth': 20, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07}",-8.792218225419663,-9.399544364508392,-8.538645083932852,-9.12721153846154,-8.655997596153846,-8.902723361695259,0.3171321589520118,21,-6.619195678271309,-6.009645858343337,-6.2332412965186075,-6.316256748650271,-6.414823035392922,-6.318632523435289,0.20117698167557058
0.08481135368347167,0.004469031372879214,0.014885425567626953,0.0010324575665808166,best,10,4,1e-06,0.2,10,friedman_mse,1e-05,"{'splitter': 'best', 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.2, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-05}",-9.482999209447609,-11.081840840628807,-9.246242501101431,-10.365923799716017,-10.395850797236319,-10.114571429626036,0.6679498195925403,40,-8.707923946016445,-9.30642388015215,-7.948523622877041,-8.04838640720118,-8.455890259873216,-8.493429623224007,0.4905838752855992
6.214516973495483,0.8164790832394025,0.01853466033935547,0.0035535231247886528,best,100,2,1e-06,0.6,50,absolute_error,0.0,"{'splitter': 'best', 'min_samples_split': 100, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-06, 'max_features': 0.6, 'max_depth': 50, 'criterion': 'absolute_error', 'ccp_alpha': 0.0}",-7.605947242206236,-8.518225419664269,-8.130815347721823,-9.661370192307693,-8.731850961538461,-8.529641832687696,0.6832425934966324,16,-6.376806722689076,-6.1999579831932765,-5.913463385354142,-6.113617276544691,-6.212843431313737,-6.163337759818985,0.15117551379121402
0.10501694679260254,0.012951293171685231,0.015161561965942382,0.0016257291442383272,random,50,4,1e-06,0.2,80,squared_error,1e-06,"{'splitter': 'random', 'min_samples_split': 50, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.2, 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 1e-06}",-8.911815455028707,-9.428871047258411,-10.071788422482435,-11.631822247627436,-9.681795125779397,-9.945218459635278,0.9235345760915019,37,-8.209768038663125,-8.176740459435583,-8.74703762378958,-8.660755859909571,-8.262427719623197,-8.41134594028421,0.2419686892526454
0.14160599708557128,0.007072094084549768,0.01412949562072754,0.0008825111237665498,best,20,2,0.0,0.6,10,friedman_mse,1e-07,"{'splitter': 'best', 'min_samples_split': 20, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 0.6, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07}",-8.863606977421565,-9.794025388026638,-8.752085127524296,-9.516323964923199,-9.811972166222889,-9.347602724823716,0.45437696274875494,33,-8.213404103845317,-8.550486868098114,-8.021698677155825,-7.804863202332252,-7.768585956349558,-8.071807761556212,0.28806144913226694
