Model,SearchTag,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_samples,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
RandomForest,bootstrap_true,134.64448108673096,6.62387052594852,10.596568822860718,0.4908619115609136,1600,5,2,1e-05,0.5,log2,80,friedman_mse,1e-07,True,"{'n_estimators': 1600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_samples': 0.5, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': True}",-16.98255947183251,-15.98523089658849,-16.718231797292646,-16.664912427216873,-15.260721797602315,-16.322331278106567,0.6246041448668597,45,-14.991027218757802,-15.201190665228708,-15.199076677023053,-15.159461164079291,-15.249372970819609,-15.160025739181691,0.08917765789099409
RandomForest,bootstrap_true,26.69581046104431,2.947182880891367,4.040121793746948,0.7601525474989982,200,50,2,1e-06,0.7,0.4,40,squared_error,1e-07,True,"{'n_estimators': 200, 'min_samples_split': 50, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-06, 'max_samples': 0.7, 'max_features': 0.4, 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 1e-07, 'bootstrap': True}",-9.221951464598174,-8.163590967603813,-8.647514247554714,-8.224661716021156,-8.388630084571876,-8.529269696069946,0.38472750374559056,22,-7.029327549239863,-7.028523215197844,-7.107392087602451,-7.071408951138489,-7.1427523838509925,-7.075880837405927,0.044485308586020775
RandomForest,bootstrap_true,80.56565408706665,4.577680628146498,5.477992296218872,0.7544771632632651,800,5,16,1e-07,0.5,,60,squared_error,1e-06,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-07, 'max_samples': 0.5, 'max_features': None, 'max_depth': 60, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': True}",-10.617062198816843,-10.625318885253737,-9.692837194202621,-9.888682951063403,-9.756862880696945,-10.11615282200671,0.41717818940958556,36,-9.217593900639057,-9.310836296762343,-9.36290521327124,-9.526255092213894,-9.427400119078568,-9.36899812439302,0.10438745867323783
RandomForest,bootstrap_true,65.96961207389832,2.0707783919334326,4.7391890525817875,0.42218211628712043,400,10,4,1e-07,0.7,0.4,80,squared_error,1e-06,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-07, 'max_samples': 0.7, 'max_features': 0.4, 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': True}",-8.54320431516132,-7.9439339949961125,-7.998426854451013,-7.462912153625515,-7.9041077136378,-7.970517006374353,0.34395617466624895,16,-5.820794846334866,-5.809599987898841,-5.9037170035987225,-5.947867428064711,-5.805472774794316,-5.8574904081382915,0.0577075292212918
RandomForest,bootstrap_true,33.37270545959473,1.544565322460603,4.785611295700074,0.20863592932214212,200,5,16,1e-07,0.7,0.8,,friedman_mse,0.0,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-07, 'max_samples': 0.7, 'max_features': 0.8, 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0, 'bootstrap': True}",-10.347253131253677,-9.978936181106773,-9.45096869378777,-9.518681106287362,-9.391818605397988,-9.737531543566714,0.3686645710955703,34,-8.813971531960862,-8.663816522233986,-8.870287863605387,-9.030523954195179,-8.737689057267676,-8.823257785852618,0.12490064140758421
RandomForest,bootstrap_true,44.96721072196961,1.716123065924591,4.094112062454224,0.49493595637158017,200,10,2,1e-05,0.7,0.8,80,friedman_mse,1e-05,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_samples': 0.7, 'max_features': 0.8, 'max_depth': 80, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-05, 'bootstrap': True}",-7.657436316029151,-7.064229443951391,-7.258775008171831,-6.877232964762238,-7.371394618349625,-7.245813670252848,0.2661564731592578,2,-4.570434206490222,-4.579591306651479,-4.565971974208146,-4.684769000192849,-4.591583369338463,-4.598469971376232,0.04403061565953398
RandomForest,bootstrap_true,46.95339674949646,2.0348222519692634,4.277822065353393,0.40484338354820465,400,5,4,1e-07,0.7,0.4,10,friedman_mse,1e-07,True,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-07, 'max_samples': 0.7, 'max_features': 0.4, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': True}",-9.534223312947738,-9.256650811703384,-9.106062751759838,-8.870578682287864,-8.792414658205736,-9.111986043380913,0.2681979405593418,26,-7.845608149013621,-7.751965675060373,-7.8286568792846625,-8.007330266312838,-7.80518664935359,-7.847749523805017,0.08581523396464062
RandomForest,bootstrap_true,73.94408168792725,2.764844988442668,8.436681318283082,1.2379979445459486,1200,2,1,0.0,0.9,log2,,friedman_mse,0.0,True,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0, 'bootstrap': True}",-12.289999358988982,-11.217321599625011,-11.839709998049148,-12.031418406402604,-10.996075071543011,-11.674904886921754,0.4904683897774514,40,-4.757918584290825,-4.765917337518293,-4.779855401970281,-4.79130654977731,-4.806020957237095,-4.780203766158761,0.017266452392136214
RandomForest,bootstrap_true,65.55521979331971,2.341665079554111,4.859448194503784,0.7977467503370396,400,10,4,1e-06,0.7,,120,friedman_mse,1e-06,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_samples': 0.7, 'max_features': None, 'max_depth': 120, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06, 'bootstrap': True}",-8.116346998656827,-7.645476434440431,-7.564776794110482,-7.132654114434488,-7.715856666733853,-7.635022201675215,0.3148412851819967,10,-5.403158340474596,-5.343574281862278,-5.449498265824075,-5.472606111433559,-5.380481757652665,-5.409863751449435,0.04649743291850107
RandomForest,bootstrap_true,27.052126026153566,2.2050096626550078,3.3191399574279785,1.0229512589862162,200,10,2,0.0,0.7,log2,10,absolute_error,1e-06,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_samples': 0.7, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': True}",-19.013135131894483,-17.50691462829736,-18.514093165467617,-18.73926256009615,-17.222586658653853,-18.199198428881893,0.7051735003195061,47,-17.52476577130852,-17.499579621848735,-17.648425750300113,-17.5056274595081,-17.931895275944818,-17.622058775782058,0.1641445688747212
RandomForest,bootstrap_true,156.1236704826355,2.6413031715884943,6.93422384262085,2.0527567849743193,1200,20,1,1e-07,0.5,0.6,80,friedman_mse,1e-06,True,"{'n_estimators': 1200, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-07, 'max_samples': 0.5, 'max_features': 0.6, 'max_depth': 80, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06, 'bootstrap': True}",-8.621171761738436,-7.663962541969528,-7.958596279767389,-7.636832233894475,-7.869799364078978,-7.950072436289761,0.35689466868308084,15,-5.928594264942378,-5.765418852784243,-5.896752349234802,-6.010481557948577,-5.840404988972686,-5.888330402776537,0.08248285506491393
RandomForest,bootstrap_true,30.19970440864563,3.246012159553472,5.286086368560791,0.5068630375835785,400,20,16,1e-06,0.7,sqrt,10,squared_error,1e-06,True,"{'n_estimators': 400, 'min_samples_split': 20, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-06, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': True}",-16.132142434874304,-15.158077253855202,-15.642569018271672,-16.395277344022055,-14.430108553780638,-15.551634920960774,0.702808587222777,44,-14.830194122908807,-14.939762025375625,-15.041874392232478,-15.411611834968488,-15.317808520837161,-15.108250179264513,0.22183424724565448
RandomForest,bootstrap_true,17.966858291625975,1.208949162451923,4.187595653533935,0.5716447023977673,200,2,16,1e-07,0.9,log2,120,squared_error,0.0,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-07, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 120, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': True}",-22.11104889880855,-20.664075512746056,-21.619448460038633,-21.3875218175901,-19.855442074048447,-21.127507352646358,0.7886553989414128,50,-20.959218045168154,-21.064985450682197,-20.827441961002744,-20.785316788228418,-21.21567157039459,-20.97052676309522,0.15743081190647415
RandomForest,bootstrap_true,276.7986005783081,5.101905881188307,2.552833604812622,0.6849157895127085,400,5,16,1e-05,0.7,,80,absolute_error,0.0,True,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-05, 'max_samples': 0.7, 'max_features': None, 'max_depth': 80, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': True}",-9.894238249400482,-10.073837649880108,-9.173401708633097,-8.992512710336538,-9.057784284855774,-9.4383549206212,0.45287468431486777,33,-8.543612139855943,-8.553445265606252,-8.642865958883553,-8.75756880623875,-8.670764974505103,-8.63365142901792,0.07919336012390998
RandomForest,bootstrap_true,275.5932596206665,12.210401970379305,3.828919506072998,1.4615380267923104,1600,2,2,1e-07,0.7,sqrt,10,absolute_error,0.0,True,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-07, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': True}",-12.366027787769744,-12.135195690947215,-11.694756287470009,-12.248443194110543,-11.195971597055264,-11.928078911470553,0.43075524811075944,41,-10.821316148334287,-11.071735558598409,-10.927749842436956,-10.908102995650848,-11.110049700059951,-10.96779084901609,0.10738979778127611
RandomForest,bootstrap_true,161.10384550094605,2.2310172603810066,7.99878306388855,0.7085584496038535,1200,50,8,1e-07,0.7,,,friedman_mse,1e-06,True,"{'n_estimators': 1200, 'min_samples_split': 50, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_samples': 0.7, 'max_features': None, 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06, 'bootstrap': True}",-9.844719778464436,-9.355655599261704,-9.178828532017695,-8.62290810372973,-8.891507083542935,-9.178723819403299,0.4162403263314025,28,-8.005893355808523,-8.283669693504422,-8.30394953850599,-8.39926565051054,-8.190398310716803,-8.236635309809255,0.13309528599645273
RandomForest,bootstrap_true,620.7157039165497,6.229507326974218,0.9742831707000732,0.12021575502743338,200,5,2,0.0,0.9,,20,absolute_error,1e-07,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_samples': 0.9, 'max_features': None, 'max_depth': 20, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07, 'bootstrap': True}",-7.832043705035975,-7.319282853717027,-7.349084592326142,-7.28164543269231,-7.448064543269227,-7.446024225408136,0.2007467343714711,5,-5.082917962184874,-4.919356662665068,-4.874027130852341,-5.056038962207556,-4.975962822435509,-4.98166070806907,0.07910044641925651
RandomForest,bootstrap_true,634.4273953914642,5.402574451688477,1.1390483856201172,0.2163630035201634,800,50,4,1e-05,0.5,,40,absolute_error,1e-07,True,"{'n_estimators': 800, 'min_samples_split': 50, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_samples': 0.5, 'max_features': None, 'max_depth': 40, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07, 'bootstrap': True}",-9.167107494004794,-8.791756999400482,-8.482305635491603,-8.066225841346137,-8.376291841947115,-8.576737562438026,0.37536331931395206,23,-7.403649328481402,-7.5229758253301275,-7.587287646308524,-7.508111498950207,-7.57003034268147,-7.518410928350346,0.06435170168295902
RandomForest,bootstrap_true,689.3351984500885,5.860805426654952,1.021603488922119,0.38727821304212956,1600,10,8,1e-06,0.7,0.8,40,absolute_error,1e-06,True,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-06, 'max_samples': 0.7, 'max_features': 0.8, 'max_depth': 40, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': True}",-8.944490692446022,-8.926824640287752,-8.469219312050338,-7.860014663461513,-8.440598873197116,-8.528229636288549,0.39744782374630805,21,-7.071789128151238,-7.200317037439948,-7.230349191551608,-7.233400479904011,-7.108224085182946,-7.168815984445951,0.06638583895492099
RandomForest,bootstrap_true,115.13931655883789,2.5866135038853155,9.021825933456421,0.9572454961905849,1200,10,2,0.0,0.7,sqrt,80,squared_error,1e-07,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 1e-07, 'bootstrap': True}",-10.808596104846956,-10.24747652847209,-10.359676312559188,-10.718688449964064,-9.715764135731433,-10.370040306314745,0.38912551083040886,38,-8.279469758283925,-8.34231157087199,-8.387448116694767,-8.507899017745121,-8.455592815212215,-8.394544255761604,0.08074277330573743
RandomForest,bootstrap_false,32.31532773971558,14.808020903557452,4.286240339279175,2.123196196132762,800,20,2,1e-06,,0.8,10,friedman_mse,1e-05,False,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-05, 'bootstrap': False}",-8.86922946447558,-8.599043647600112,-8.593576476417354,-9.264393954996839,-8.648253559510078,-8.794899420599993,0.25547817656215077,25,-7.148329990654345,-7.342145111229929,-7.2360159347457405,-8.139912308231429,-7.312831591957979,-7.4358469873638855,0.35839064667861004
RandomForest,bootstrap_false,20.99659490585327,4.198697094492271,3.7799753189086913,1.8637667891333367,1200,50,8,1e-06,,sqrt,10,squared_error,1e-06,False,"{'n_estimators': 1200, 'min_samples_split': 50, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-06, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-13.481334345890687,-12.972885188005362,-12.977143836690235,-13.220975078077565,-12.07253404558506,-12.944974498849783,0.47472611527296465,40,-12.011779106619311,-12.201053009418118,-12.283964882144314,-12.23737670941081,-12.29151839289634,-12.205138420097779,0.10209694687557547
RandomForest,bootstrap_false,4678.867184972763,177.24635874738385,1.4570322513580323,0.5947972535959888,1200,10,4,0.0,,0.8,,absolute_error,1e-05,False,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-7.694253737010427,-6.7083579536370825,-6.758087220223848,-7.053344411057632,-7.624366486378141,-7.167681961661427,0.41896492973729166,12,-3.749120443177279,-3.635014990996394,-3.507721653661484,-3.501243781243743,-3.7017569686062917,-3.618971567537038,0.10028551131619177
RandomForest,bootstrap_false,4425.3340924263,145.42133378220845,1.4360682964324951,0.586120669196911,1200,2,1,1e-06,,0.4,60,absolute_error,0.0,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-06, 'max_features': 0.4, 'max_depth': 60, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-6.584101588728961,-5.644015067945601,-6.4994147981615304,-6.404817097355694,-6.167027283653884,-6.259875167169134,0.3380575577231047,2,-0.29785150060073134,-0.14018102240937713,-0.12328048219335641,-0.24547879424154093,-0.2436581833637702,-0.21008999656175523,0.06708864018519695
RandomForest,bootstrap_false,12.650126791000366,0.3674170057080398,1.1263029098510742,0.31376729882828835,400,2,2,1e-07,,0.2,20,friedman_mse,0.0,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-07, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.328244648224213,-6.670375126408061,-6.996834955591511,-7.351864358433257,-6.95696286668837,-7.060856391069082,0.254381738257294,9,-3.3448224673165154,-3.1552126649286696,-3.337281742847348,-3.8182121351938387,-3.1490947556480395,-3.3609247531868824,0.24377015256335355
RandomForest,bootstrap_false,21.490689325332642,2.0495574721133734,2.497037982940674,0.5423340462131804,800,5,4,1e-06,,0.2,10,squared_error,0.0,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.2, 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-8.96006537975925,-8.808935749122005,-8.789910006475347,-8.716596547413626,-8.33045897529107,-8.721193331612259,0.2107961272202768,24,-7.06481791154632,-7.092697708357877,-7.1508571531081975,-7.367946127681478,-7.03992990302441,-7.143249760743656,0.11826105673610214
RandomForest,bootstrap_false,69.29155797958374,3.4601140796912584,7.743460941314697,2.335559597987228,800,5,1,0.0,,log2,10,absolute_error,0.0,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-18.906126798561136,-17.735631894484396,-18.50474890587529,-18.67953100961538,-17.012030033052874,-18.167613728317814,0.6990140152074604,44,-17.042101132953174,-17.337859536314514,-17.11995247599039,-17.116218896220758,-17.222715124475098,-17.167769433190788,0.10265097477741218
RandomForest,bootstrap_false,122.28654952049256,26.44347010869027,15.491385746002198,2.8747629957921315,1600,20,1,1e-05,,sqrt,,squared_error,1e-06,False,"{'n_estimators': 1600, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-9.298661959240913,-8.791642630423182,-8.933584572628213,-9.102638837009522,-8.500181538089505,-8.925341907478266,0.27184806057130184,27,-5.118810510111127,-5.220768863337509,-5.18814391882945,-5.239809258666574,-5.203805082081995,-5.194267526605331,0.041469495011634945
RandomForest,bootstrap_false,3877.4585042476656,150.0980634562537,2.77508225440979,0.6754412552923241,800,2,4,1e-06,,0.8,40,absolute_error,0.0,False,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 40, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.809695773381317,-6.712366546762621,-6.756457434052783,-7.133743164062453,-7.577340955528831,-7.197920774757601,0.4365775710551601,14,-3.5105146983793634,-3.5477037590036007,-3.3679078931572706,-3.2919506223755417,-3.544963062387541,-3.4526080070606633,0.10383712990121922
RandomForest,bootstrap_false,327.51136083602904,25.553424765629078,9.822522258758545,1.5104950405825892,1200,2,4,1e-06,,sqrt,20,absolute_error,1e-07,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07, 'bootstrap': False}",-9.903905765387657,-9.707690737410047,-9.467671522781737,-9.693851712740347,-8.98736564503204,-9.552097076670366,0.3143636052714633,34,-7.773012740096008,-7.712684548819504,-7.80595970388151,-7.810876839632039,-7.776800039991977,-7.775866774484207,0.03502084864222734
RandomForest,bootstrap_false,103.57115297317505,5.5567860369877655,15.655399465560913,2.07312501906395,1600,2,1,1e-05,,sqrt,,squared_error,0.0,False,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-8.098921738458058,-7.4270003858404,-7.949072515321714,-7.984708253238481,-7.621380077925415,-7.816216594156813,0.25116244084514255,18,-0.04279449255251435,-0.03626979172224841,-0.0415521945583816,-0.031173880792849728,-0.032014816545157886,-0.036761035234230396,0.004761134773672355
RandomForest,bootstrap_false,120.45365195274353,10.925720050925175,14.852118825912475,2.396300567233855,1600,10,16,1e-07,,0.2,10,squared_error,1e-05,False,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-07, 'max_features': 0.2, 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-9.966742238575007,-10.015135880632261,-9.509137080121173,-9.358441085785556,-9.094164336763173,-9.588724124375434,0.3545922840490004,35,-8.454166038647182,-8.500676236274447,-8.537450288813911,-8.77021021015821,-8.514173780272513,-8.555335310833254,0.11082256452269064
RandomForest,bootstrap_false,206.89321146011352,16.755240092973903,9.412695932388306,1.196555071518648,1200,20,16,1e-05,,,,friedman_mse,1e-07,False,"{'n_estimators': 1200, 'min_samples_split': 20, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-05, 'max_features': None, 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': False}",-9.7618206922436,-9.429642836017887,-8.855704357833801,-9.626088918029867,-9.271782784613528,-9.389007917747737,0.3146434111689326,33,-7.397916163131683,-7.632246670404915,-7.88596322025757,-8.302255211180345,-7.318800561512451,-7.707436365297393,0.35726050190576425
RandomForest,bootstrap_false,717.1095828056335,71.43439826141626,2.4943898200988768,1.323285386268173,200,10,16,1e-05,,,120,absolute_error,1e-06,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 16, 'min_impurity_decrease': 1e-05, 'max_features': None, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-10.162767565947215,-9.979640287769769,-8.75592985611511,-8.384393329326924,-9.276259014423045,-9.311798010716412,0.6841775149140841,30,-7.632383373349344,-8.040018007202885,-7.535122749099646,-7.814674565086987,-7.595920815836838,-7.723623902115139,0.1836088505407756
RandomForest,bootstrap_false,89.33019189834594,14.888303511565086,13.378887176513672,1.0168731209373587,1600,5,8,1e-05,,log2,80,squared_error,1e-05,False,"{'n_estimators': 1600, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-19.053216152265918,-17.700193513287303,-18.553877885332913,-18.50692568885345,-17.18812973389512,-18.200468594726942,0.666497952041186,46,-17.525686636971137,-17.64630253832136,-17.558265303380654,-17.558956305805154,-17.84595033894508,-17.627032224684676,0.11655954193880046
RandomForest,bootstrap_false,575.7603300094604,26.370840374140556,3.4697580337524414,0.9215874189103208,200,10,8,1e-07,,0.4,60,absolute_error,1e-07,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': 0.4, 'max_depth': 60, 'criterion': 'absolute_error', 'ccp_alpha': 1e-07, 'bootstrap': False}",-8.365939688249405,-7.722250419664274,-7.622104676258991,-7.208463581730764,-7.577712980769236,-7.699294269334534,0.3759250207953978,17,-5.394955162064823,-5.478966686674673,-5.477923469387754,-5.421996340731852,-5.474141271745652,-5.4495965861209505,0.034684046715982644
RandomForest,bootstrap_false,18.70544171333313,5.093520048541709,3.820386266708374,0.7896661350886314,400,5,8,1e-07,,log2,,squared_error,0.0,False,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': 'log2', 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-19.15036147976751,-17.787444224391713,-18.4340925095116,-18.585347187813102,-17.304142307662737,-18.252277541829336,0.6427405800787457,48,-17.61024926276237,-17.758889431964107,-17.446793378342566,-17.607997063209623,-17.93166434872324,-17.671118697000377,0.16346193184687471
RandomForest,bootstrap_false,202.45812010765076,6.700729423552751,9.984190034866334,0.8141587588553809,1200,2,8,1e-07,,,10,friedman_mse,1e-07,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': None, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': False}",-9.390770358439262,-9.400453614757978,-8.876789421652727,-9.25714531142859,-8.54851068717291,-9.094733878690295,0.33266775892845335,28,-7.6456153385384376,-7.807491679445984,-7.9209452363028605,-8.144915904909196,-7.775933423921037,-7.858980316623503,0.16773269922011508
RandomForest,bootstrap_false,240.84247322082518,28.445883894952118,12.984219121932984,2.079291512900081,1600,50,16,0.0,,0.8,,friedman_mse,1e-05,False,"{'n_estimators': 1600, 'min_samples_split': 50, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-05, 'bootstrap': False}",-9.582095217297297,-9.09036670880064,-8.370434914008047,-8.693882863165568,-8.53232254404724,-8.853820449463758,0.4356468250441339,26,-7.4129172466007205,-7.537583513031026,-7.63272610209694,-8.112355629081826,-7.288996738885023,-7.596915845939106,0.2825422203027682
RandomForest,bootstrap_false,196.8401921749115,11.217349192537768,8.77762713432312,0.6947875091880809,800,10,2,1e-05,,0.6,60,friedman_mse,1e-05,False,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_features': 0.6, 'max_depth': 60, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-05, 'bootstrap': False}",-6.7755327658843605,-6.178760435890562,-6.162341351649024,-6.262253797972805,-6.6892284916198,-6.413623368603311,0.2638759525963584,3,-2.147339542299939,-2.452680762703722,-2.3427528449115065,-2.2453536318669336,-2.3002649863462086,-2.297678353625662,0.10139406486720083
RandomForest,bootstrap_false,57.40148024559021,4.012489664574061,8.918479776382446,2.4979412536947283,800,20,1,1e-05,,log2,120,squared_error,1e-05,False,"{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 120, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-13.05916487425492,-12.219508006254483,-12.782870569081767,-12.8179005803862,-11.578702062396179,-12.49162921847471,0.5330773288997976,39,-8.332720333147508,-8.466808783231066,-8.48132750310328,-8.44470374776162,-8.45190922130094,-8.435493917708882,0.05291130540440626
