SMILES,shift_value,shielding_value
CN(CC1CCCO1)C(=O)C1CCCC(F)C1,-112.1,378.369
NC(=O)C1CC2CCCCC2CN1CC1CCCC(F)C1,-112.1,382.424
O=C1CN(C(=O)C2(C3CCCC(F)C3)CCC2)CCN1,-112.14,380.151
O=C1CN(C(=O)C2CC(-C3CCCC(F)C3)NO2)CCN1,-112.15,381.229
O=C(NC1CCCC(F)C1)[C@H]1CNCCO1,-112.18,378.792
CC1CC(C(=O)NC2CCNCC2C)CCC1F,-112.19,388.102
CNC(=O)C1(C2CCCCC2F)CCCC1,-112.21,389.76
Cl.FC1CCCC(C2COCCN2)C1,-112.25,373.787
O=C(NC1CN[NH]C1)C1CCCC(F)C1,-112.25,390.779
O=C(NC1CCCC(F)C1)C1(O)CCOC1,-112.26,386.044
CN1CCC(NC(=O)C2CCC(Cl)CC2F)N1,-112.28,385.656
O=C1CN(C2CCCC2)C(=O)N1C1CCC(F)CC1,-112.28,388.829
CC1(C)COCCN1C(=O)C1CCCC(F)C1,-112.29,388.132
O=C(NCC1CCC2C(C1)OCO2)C1CCCC(F)C1,-112.29,390.286
CC1(C)COCCN1CC1COC(-C2CCCC(F)C2)N1,-112.3,384.643
O=C1NCCC1OC1CC(F)CCC1Cl,-112.31,381.269
CC1C(C(=O)N2CCCC2)CNN1-C1CCC(F)CC1,-112.32,377.11
CN(C)C1CCC(NC(=O)C2CCCC(F)C2)CN1,-112.32,388.955
O=C(NCC(=O)N1C2COCC1C2)C1CCCC(F)C1,-112.35,398.434
COC1CC(F)CCC1NC(=O)C1CCCS1,-112.36,391.229
O=C(NC1CCCN(C2CCCC(F)C2)C1)C1CCOC1,-112.39,386.041
CC1SC(=O)N(CC(=O)O)C1-C1CCC(F)CC1,-112.41,371.843
O=C(NC1CCCC(F)C1)N1CCN2CCC1CC2,-112.41,389.062
CC(C)(O)C1CCCN1C(=O)C1CCC(F)C(Cl)C1,-112.46,371.021
CC1CCCNC1CNC(=O)C1CCCC(F)C1,-112.46,383.527
CC1CC(C(=O)NC2(C(=O)O)CC2)C(Cl)CC1F,-112.46,389.968
CC1CC(C(=O)NC2(CO)CCOC2)C(Cl)CC1F,-112.46,398.523
CC(C)N1CCC(NC(=O)C2CCCC(F)C2)CC1,-112.47,381.335
CC1(NC(=O)NC2CCCC(F)C2)CCS(=O)(=O)C1,-112.47,390.712
O=C(C1CN(CC2CCCC(F)C2)NN1)N1CCCCC1,-112.49,371.537
CN(CC1CCC(F)CC1Cl)C(=O)[C@@H]1CCCCN1.Cl,-112.51,378.856
CCN1CC(NC(=O)NC2CCCC(F)C2)CN1,-112.51,389.18
O=C(NC1CCCCNC1=O)C1CCCC(F)C1,-112.51,391.295
O=C1CN(CC2CCC(F)CC2Cl)CCN1,-112.52,387.772
O=C(NCC1CCCO1)NC1CCCC(F)C1,-112.52,397.06
O=C(NCC1NCC[NH]1)NC1CCCC(F)C1,-112.52,397.261
CN1CC(CNC(=O)NC2CCCC(F)C2)CN1,-112.53,372.725
CC1NC(CNC(=O)NC2CCCC(F)C2)N[NH]1,-112.53,377.999
O=C(NC1CCCC(F)C1)N[C@H]1C[C@@H](O)C1,-112.53,378.464
O=C(NC1CCCC(F)C1)N[C@@H]1C[C@H]1CO,-112.53,397.436
CC1NN(-C2CCC(F)CC2)C(N)C1C(N)=O,-112.54,383.616
CC1OCNC1C(=O)NC1CCC(S(C)=O)C(F)C1,-112.55,383.237
CCNC(=O)N1CCN(CC2CCC(F)CC2C#N)CC1,-112.58,380.209
CC1NN(-C2CCC(F)CC2)C(C)C1C(=O)NC1CC1,-112.58,385.791
CC1NCCN1CC1CCCC(C#N)C1F,-112.58,386.435
O=C(C1CC(F)CC2CCCNC12)N1CCCCO1,-112.59,389.739
CC1NC(C2(NC(=O)C3CCCC(F)C3)CCCC2)NO1,-112.6,381.044
CC(C)(C(=O)N1CCCC(C(=O)O)C1)C1CCCC(F)C1,-112.61,389.903
FC1CCCC(-C2CNC(CN3CCOCC3)O2)C1,-112.63,380.282
CC(C)(CO)NC(=O)C1CC(F)CC2CCCNC12,-112.66,379.464
O=C(NC1(C2CCCC(F)C2)CCOCC1)C1CCOC1,-112.66,383.072
O=C(NCC1CCOC1)C1CCC(Cl)CC1F,-112.67,400.918
CN1C(=O)N[C@@H]2CN(CC3CCC(F)CC3C#N)CC[C@@H]21,-112.69,390.702
O=C1[NH]CCC2CCC(F)CC12,-112.71,383.628
CNC(=O)C1C[NH]NC1-C1CCC(F)CC1,-112.71,384.988
CS(=O)C1NNCN1CC1CCCC(F)C1,-112.71,386.658
N#CC1CC(F)CCC1CN1CC(N2CCCN2)C1,-112.72,377.357
CN(CC1CC(F)CC2CCCNC12)S(C)(=O)=O,-112.73,386.668
CNC(=O)C1NNN(-C2CCC(F)C(Cl)C2)C1C,-112.73,405.053
O=S(=O)(CC1CCC(F)CC1)C1NCC[NH]1,-112.74,382.111
CN1NC(C(=O)O)CC1-C1CCC(F)CC1,-112.75,382.018
CC1CN(C(=O)C2CNCN2-C2CCC(F)CC2)CCO1,-112.77,385.987
CC(NC(=O)C1CCC(Cl)CC1F)C1CCNCC1,-112.78,402.522
N#CC1(C2CCCC(F)C2)CC1,-112.79,398.411
CC(C)NC(=O)C1(C2CCCC(F)C2)CCOCC1,-112.8,386.184
CC1NN(-C2CCC(F)CC2)C(C)C1C(=O)N1CCC1,-112.81,377.187
O=C1CN(C(=O)NC2CCCC(F)C2)C2CCCCC2N1,-112.81,381.383
NC1CC(=O)[NH]N1-C1CCC(F)CC1,-112.81,381.991
O=C(NC1CCCC(F)C1)N1CCC2(O)CCCCC2C1,-112.87,379.891
CC1CC(CN(C)C(=O)NC2CCCC(F)C2)NO1,-112.87,388.148
CC1CN(C)CCN1CC1CCC(F)CC1C#N,-112.87,400.618
CC1CCN(CC2CCCC(F)C2)C(=O)C1C#N,-112.89,388.704
CN1NNCC1CNC1CCCC(F)C1,-112.9,375.773
O=C(O)C1(C(=O)NC2CCCC(F)C2)CC1,-112.9,385.609
CN(CC1CCCC(F)C1)C(=O)C1CCC(O)NC1,-112.9,387.469
O=C(N1CCN(C2CC2)CC1)C1(C2CCCC(F)C2)CC1,-112.91,379.608
CC1SCCN(C(=O)NC2CCCC(F)C2)C1C,-112.92,377.843
O=C(C1CCC(F)C(Cl)C1)N1CCC(CO)C1,-112.94,384.776
CN(CC1CCCC(F)C1)C(=O)C1CCCC(C#N)C1,-112.96,387.01
CC1OC(-C2CCCCC2F)NC1C(=O)N1CCCCC1,-112.97,379.568
CCN1NNC(C)C1C(=O)N1CCC2CCCC(F)C21,-112.97,390.606
NC(C1CCCC(F)C1)C1CCCCN1,-112.99,374.043
CC1NCSC1C(=O)N(C)CC1CCCC(F)C1,-113.0,387.041
O=C(CC1C(F)CCCC1Cl)NC1NCCCC1O,-113.0,394.267
CC1CC(N2CCOC(C3CCCC(F)C3)C2)CCN1,-113.02,396.449
O=C1C2CCCN2C(=O)N1CC1CCCC(F)C1,-113.03,387.195
CC1CNN(C)C1CNC1CCCC(F)C1,-113.03,397.641
O=C(NC1CCCOC1)C1CNCN1-C1CCC(F)CC1,-113.06,387.77
CC1CC(C(=O)NC2(C(=O)O)CC2)CCC1F,-113.06,391.438
CN1C(=O)N(CC2CCCC(F)C2)C(=O)C12CCCCC2,-113.07,390.264
O=C(C1CCC(O)NC1)N1CCCC1C1CCCC(F)C1,-113.08,381.291
OCC1(C2CCCC(F)C2)CCNC1,-113.09,386.097
O=S1(=O)CC2CCC(F)CC2N1,-113.09,402.565
CCN(C(=O)C1CCOC1)C1CCC(Cl)C(F)C1,-113.1,385.88
CC1CNC(CNC2CCCC(F)C2)NC1,-113.1,390.474
FC1CCC2NCCCC2C1,-113.14,383.889
CC1(C)CNC(=O)CN1C(=O)C1CCC(F)C(Cl)C1,-113.14,387.731
FC1CCCC(-C2CC[NH]N2)C1,-113.15,381.21
O=C(N1CC2CCC1C2)C1(C2CCCC(F)C2)CC1,-113.15,383.739
O=C(NC1CCOCC1)C1CNCN1-C1CCC(F)CC1,-113.16,381.945
CC1CC(F)CC(C(=O)N2CCCSCC2)C1,-113.19,395.874
CC1CCCN(CC2CCCC(F)C2)C1=O,-113.19,397.854
O=C(O)C1CC2CCCNC2CC1F,-113.19,399.892
NC(=O)C1(C2CCCC(F)C2)CCC1,-113.2,398.055
CC1CC(C(=O)N2CCCC(C(=O)O)C2)C(Cl)CC1F,-113.22,378.635
CCN(C(=O)C1CCCO1)C1CCC(F)CC1,-113.22,399.023
O=C(O)C1CSC(C2CCC(F)CC2)N1,-113.23,379.685
CCN(C(=O)C1CCN(C)C(=O)C1)C1CCC(F)CC1,-113.24,384.442
CS(=O)(=O)NC(C1CCCC(F)C1)C1CCCC1,-113.24,396.911
CC1(C)COC(C2CCCC(F)C2)CN1,-113.25,384.477
CN(C(=O)C1CCN2CCNC2C1)C1CCC(F)CC1,-113.26,377.998
N#CCC(=O)NC1N[NH]C2CC(F)CCC12,-113.26,379.337
CCN1C(=O)C(=O)N(CC2CCCC(F)C2)C1=O,-113.26,385.15
CS(=O)(=O)NCC1(C2CCCC(F)C2)CCOCC1,-113.27,398.042
O=C(CC1C(F)CCCC1Cl)NC1NCCCN1,-113.28,377.416
CC(NC(=O)C1CCCO1)C1CCCC(F)C1,-113.28,388.288
CCS(=O)(=O)NC1CNCCC1-C1CCCC(F)C1,-113.28,397.031
FC1CC(CN2CCN(C3CC3)CC2)C2NCCCC2C1,-113.29,380.373
O=C(C1CNCN1-C1CCC(F)CC1)N1CCCC1,-113.3,379.408
NC(=O)C1(C2CCCC(F)C2)CCCC1,-113.31,383.215
CC(=O)NC1CCC(F)CC1NC1CC1,-113.32,386.085
CC(NC(=O)NC1NCCS1)C1CCCC(F)C1,-113.33,380.711
CN1C(=O)C[C@H](C(=O)O)[C@H]1C1CCCC(F)C1,-113.35,381.731
CC1(C2CCCC(F)C2)CCNC1,-113.36,382.51
Cl.NC1CCC2CC(F)CCC21,-113.36,382.725
CN(CC1CCC(F)CC1Cl)C(=O)C1(N)CCCC1.Cl,-113.39,386.099
O=C(NC1CCCNC1)N1CCC(C2CCCC(F)C2)C1,-113.4,373.62
O=C(C1CCCCN1)N1CCOC(C2CCC(F)CC2)C1,-113.4,382.815
NC1NCNCC1-C1CCC(F)CC1,-113.41,379.435
CC1CC(F)CC(C(=O)NCC2CCCNC2)C1,-113.41,388.852
CNC(=O)N1CC=C(C2CCCCC2F)C1,-113.41,395.423
OCC1NC(CC2CCCC(F)C2)NO1,-113.41,397.095
NC1CCNN1-C1CCC(F)CC1,-113.42,387.409
CC1CC(S(=O)(=O)NC2CCOC2)CC(C)C1F,-113.42,405.887
O=C1NCCN1CC1CCCC(F)C1,-113.44,386.812
CC1CC(F)CC(C(=O)NC(C)C2NCON2)C1,-113.44,392.383
CC(=O)N(CC1CCCS1)C1CCC(F)CC1,-113.45,380.816
O=C(NCC1CCCC(F)C1)NC1NCCS1,-113.45,384.679
CC(C)C(=O)N1CCN(C(=O)CC2CCCC(F)C2)CC1,-113.45,397.483
CC1CC(C(=O)N(C)C2CCC(F)CC2)CC(O)N1,-113.46,384.541
O=S(=O)(CC1CCC(F)CC1)N1CCCC1,-113.46,386.746
CCN(C(=O)C1CC(=O)NC2CC(F)CCC21)C1CC1,-113.47,387.161
N#CC1CCC(C(=O)NCC2CCCC(F)C2)CC1,-113.48,379.444
COC1CC(F)CCC1NC(=O)C1CCC1,-113.48,381.122
NS(=O)(=O)C1CC2C(CC1F)NC(=O)CC2,-113.48,383.086
CC(C)(N)C(=O)N1CCOC(C2CCC(F)CC2)C1,-113.5,377.669
O=S(=O)(NCC1CCCC(F)C1)C1CC1,-113.5,379.942
CC1CC(F)CC(C(=O)N[C@@H]2C[C@H]2CO)C1,-113.5,380.725
COC1CC(F)CCC1NC(=O)C1CCCN1C,-113.52,387.548
O=C(CC1CCCC(F)C1)N1CC2(CC2)C1,-113.53,376.976
CN1CCC(NC(=O)CC2CCCC(F)C2)N1,-113.53,379.517
CC(=O)NC1CCCN(C(C)C2CCCC(F)C2)C1,-113.53,386.8
NC(=O)C(C1CCC(F)CC1)N1CCCCC1,-113.56,377.861
O=C(C1CCC1)N1CCOC(C2CCC(F)CC2)C1,-113.56,400.192
O=C(NCC1CCCC(F)C1)N1CCCO1,-113.57,383.795
O=C(CC1CCCC(F)C1)NC1CCC(O)CC1,-113.58,386.525
O=C(CC1CCCC(F)C1)N1CCC1,-113.59,397.641
CC(C)(O)C1CCCN1C(=O)CC1CCC(F)CC1Cl,-113.6,389.915
NC1CNCCC1-C1CCC(F)CC1,-113.62,381.2
CNC1CCCN(C(=O)CC2C(F)CCCC2Cl)C1.Cl,-113.65,373.934
